n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,10329.73,70.03,76.06999999999994
8718,2597,52637,72011,37929,7713,29088,6718.23,21.68,22.44000000000006
68201,70343,47218,36265,22631,13917,34304,3306.95,9.35,9.469999999999999
28101,3360,34112,35618,25353,21603,40612,2587.05,17.49,15.950000000000047
37963,48810,11366,44224,50847,66316,32620,10316.37,30.21,31.270000000000003
23303,32417,62074,36699,11710,71780,39353,8347.04,24.69,24.970000000000027
945,38265,75021,40863,66633,25575,54256,10321.36,288.03,321.9599999999992
55539,37775,56497,59162,21144,30569,39991,2990.52,9.42,9.43
34033,5667,10626,6071,60643,36756,68009,6703.86,15.55,15.979999999999992
70073,61766,44937,19013,25634,8708,54105,5773.51,11.62,11.34
26564,57822,36215,24078,46639,57137,42030,4651.42,10.12,9.99
73207,26045,42406,13235,8075,29998,36369,7019.89,24.13,22.370000000000047
31118,16009,43393,23270,38132,60164,3365,6508.56,16.02,15.489999999999995
5611,46803,10827,37445,42876,2383,42311,6291.34,41.61,38.42999999999934
37879,42162,20042,53795,10191,38457,25089,8995.1,27.61,27.069999999999993
58214,38272,17883,32774,50021,20827,43425,6083.78,14.47,14.440000000000005
75116,1231,47621,5871,59609,22225,47866,10327.77,93.98,90.72000000000021
47542,38054,74901,12727,57583,27162,55568,9067.9,26.25,25.30999999999999
27252,14892,7777,8153,7244,22107,19613,10315.25,109.01,107.75999999999998
5359,71595,64312,32644,42130,4662,16026,9924.24,56.56,59.33999999999989
69368,38391,53650,26248,62621,26446,31701,3924.09,12.01,10.699999999999996
57516,53821,64479,4832,28712,55210,58130,3927.11,13.75,11.690000000000023
32582,56077,28274,65349,24603,4148,4824,10330.17,87.27,82.45000000000005
33343,33211,31770,68901,27271,30338,54674,4024.92,11.7,11.859999999999996
34299,18573,42600,6720,41224,74100,15316,7331.9,28.07,23.26000000000006
74672,52817,5308,64787,50786,12177,56375,8036.77,20.73,21.260000000000034
27645,75013,21686,44117,38824,61764,41292,2900.48,10.7,9.929999999999996
55048,69209,28211,35166,44371,51404,65062,3002.56,10.81,10.079999999999995
9749,36710,25068,5838,51747,16729,35316,10320.56,40.44,42.660000000000025
7927,21923,60892,74606,61890,52917,51176,7440.04,28.13,22.430000000000042
28644,429,27681,20544,1718,33729,15189,10323.88,123.01,129.2300000000002
51876,49949,29141,72169,6999,26433,21220,9494.16,28.73,33.570000000000036
43338,73711,61801,68997,57624,3459,10353,9075.63,44.9,42.940000000000026
4480,14800,64072,73505,33679,18187,5423,7950.41,30.74,29.610000000000074
47522,10445,68548,1382,38920,45470,9795,10222.05,70.32,75.44999999999949
11159,71221,59476,49959,26915,40785,50938,7737.17,22.35,22.920000000000027
30631,63786,52436,12467,10118,15001,47956,9913.54,25.65,28.769999999999985
67171,56879,54511,58227,8771,25670,39623,7126.0,12.27,12.999999999999996
62741,55373,15489,73176,21938,48706,21341,5679.6,14.17,13.830000000000005
23114,19569,42802,64783,44379,33896,71023,4944.28,12.14,12.249999999999995
639,22112,729,40870,15853,71427,14527,10314.22,109.02,113.00000000000013
63767,63471,68984,9920,68251,32170,53893,10224.77,41.05,42.16
38463,46765,30042,23647,221,6936,41061,10007.23,42.69,42.97000000000001
71314,61214,74493,40062,66409,57770,57942,3408.13,10.54,10.749999999999995
51354,18437,32990,47471,44570,17465,56806,5278.1,12.84,12.420000000000005
10821,18866,23287,37403,48757,25885,75495,9907.49,51.99,49.72000000000004
45932,12250,10100,52762,23550,43207,48744,7733.88,17.12,18.209999999999983
42817,22888,39397,3037,2634,68673,11627,10311.11,170.1,179.84999999999997
47057,12897,20770,23907,64912,75217,10079,5892.25,12.7,12.359999999999994
15312,22547,62800,29120,39697,53229,31120,9909.9,27.11,28.039999999999985
64203,28982,40589,48184,30194,42810,70415,3727.24,13.81,13.270000000000007
69436,59229,52457,66359,52515,41042,37194,3820.79,8.86,8.950000000000001
