n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,155.71,25.6,25.2
779,460,483,667,388,807,214,96,499,166.48,32.19,31.919999999999987
29,914,855,399,443,622,780,785,2,165.13,30.35,31.439999999999998
712,456,272,738,821,234,605,967,104,143.7,22.19,23.55999999999999
923,325,31,22,26,665,554,9,961,195.65,53.55,55.76000000000001
902,390,702,221,992,432,743,29,540,163.75,21.3,23.520000000000007
227,782,448,961,507,566,238,353,236,167.75,26.99,26.439999999999998
693,224,779,470,975,296,948,22,426,161.64,25.36,24.04
857,938,569,944,657,102,190,644,741,121.75,23.1,23.279999999999994
880,303,123,760,340,917,738,996,728,139.64,24.28,23.559999999999995
512,958,990,432,519,849,932,686,194,142.28,20.57,20.76
310,290,601,996,903,511,866,963,517,138.55,19.95,20.760000000000005
402,603,873,35,491,248,761,816,413,151.2,23.05,23.439999999999998
424,680,177,375,561,903,719,794,690,149.12,23.25,23.679999999999993
755,383,88,449,679,520,110,797,167,166.43,29.17,30.159999999999997
533,860,402,379,501,750,30,480,44,157.43,30.94,32.75999999999999
315,720,868,629,607,592,403,662,174,154.47,24.75,23.96
172,514,232,12,789,204,552,942,880,163.76,34.6,35.27999999999999
561,237,414,526,352,975,867,591,361,150.4,22.8,21.92
470,931,275,675,561,623,980,746,5,169.66,33.74,33.839999999999996
392,802,877,840,977,907,960,758,524,138.8,22.01,22.8
828,132,531,796,574,210,436,972,57,158.24,32.69,34.719999999999985
492,890,373,583,567,204,963,516,423,131.82,23.07,22.35999999999999
496,832,365,424,354,1,551,553,638,144.38,21.39,22.28
805,627,339,469,614,28,823,235,650,180.73,36.44,36.679999999999986
181,563,598,185,881,93,817,564,816,165.19,26.85,28.079999999999988
871,836,953,261,33,861,966,689,72,160.61,29.41,32.759999999999984
85,888,17,463,14,772,773,287,255,190.61,42.38,43.96
275,112,816,639,189,352,297,71,171,158.23,26.93,27.60000000000001
163,261,540,974,172,672,279,663,728,157.85,24.91,24.839999999999993
301,465,719,329,508,485,116,24,319,172.92,35.19,34.4
395,351,431,815,192,264,111,259,921,150.85,31.53,32.75999999999998
747,522,214,988,620,442,836,998,21,172.62,31.62,32.4
230,18,406,149,36,736,982,164,456,175.48,46.58,47.27999999999998
721,518,694,436,557,852,225,999,645,147.03,22.22,23.04
816,711,528,461,228,536,664,31,404,155.6,26.38,30.599999999999987
691,589,822,328,675,646,436,60,755,151.43,24.79,25.639999999999997
305,128,991,217,896,48,313,72,879,159.46,28.59,30.279999999999994
78,317,939,961,305,761,162,426,578,155.1,26.74,28.079999999999988
258,133,8,574,899,870,38,604,839,166.66,32.29,34.39999999999999
222,985,922,583,471,175,847,888,890,139.13,21.26,21.36
997,798,720,637,521,38,387,205,355,166.33,27.41,27.68
101,210,587,690,918,443,605,198,504,164.68,28.7,32.83999999999999
106,960,681,399,303,516,511,17,333,169.89,30.24,30.6
626,892,411,921,288,18,160,205,878,168.22,37.74,38.079999999999984
335,830,576,801,138,347,439,218,272,156.79,24.9,24.720000000000006
690,98,857,388,954,560,352,936,903,140.44,18.38,18.92
857,703,547,496,786,545,240,66,742,152.46,24.39,26.599999999999994
41,86,136,173,170,932,551,218,274,164.59,30.67,30.799999999999994
777,340,614,518,861,261,376,346,348,127.1,19.38,19.92
116,298,240,888,966,618,798,977,732,147.68,24.22,24.599999999999998
908,500,138,593,564,788,106,328,40,145.38,26.51,26.759999999999994
416,74,389,886,807,150,848,128,349,161.67,32.58,35.039999999999985
117,629,601,800,948,387,78,584,563,164.18,27.73,27.720000000000002
229,579,83,975,273,373,912,302,577,142.96,22.4,22.4
547,947,117,468,918,283,110,805,46,160.41,30.54,30.680000000000003
847,302,12,628,686,14,93,423,117,195.42,47.5,50.55999999999998
845,906,808,40,192,245,804,600,431,174.9,34.91,37.51999999999998
165,118,461,171,697,247,162,761,865,146.48,23.41,23.88
105,445,932,987,387,825,993,555,931,162.23,25.78,25.239999999999995
837,301,563,259,728,488,322,102,212,165.23,30.11,30.959999999999994
667,325,40,27,10,805,947,302,743,194.02,46.1,47.43999999999999
610,327,460,400,320,408,64,65,935,167.59,30.92,31.759999999999994
324,993,615,993,466,114,256,220,803,160.1,21.86,24.000000000000004
632,796,912,555,888,704,480,677,364,111.68,20.13,19.800000000000004
265,187,554,212,314,203,252,369,83,177.58,31.71,30.720000000000002
839,287,91,771,458,92,667,588,658,150.17,26.25,25.959999999999994
347,963,232,399,989,314,42,335,191,157.04,27.49,28.919999999999998
324,811,867,592,914,943,310,251,342,151.0,21.74,21.760000000000005
103,557,626,592,826,610,94,250,225,152.56,27.48,27.56
20,827,249,411,74,274,564,888,72,179.29,36.4,41.15999999999998
746,76,22,650,10,297,768,811,367,181.84,43.26,46.71999999999998
505,480,883,879,157,103,513,796,814,140.9,27.95,29.719999999999985
335,78,521,972,681,177,183,794,153,165.27,34.37,36.15999999999999
144,841,886,327,312,109,726,526,854,156.97,26.29,28.479999999999986
941,616,300,129,915,211,145,558,932,148.73,21.71,22.479999999999997
739,32,798,323,840,924,638,823,688,150.65,28.85,29.119999999999994
928,566,860,966,764,706,210,182,306,143.52,25.4,25.039999999999996
443,550,161,49,731,882,683,253,258,175.07,33.87,33.39999999999999
796,65,698,986,457,827,440,562,256,150.91,29.29,27.87999999999999
554,449,871,550,464,11,405,856,346,190.85,36.44,36.719999999999985
175,264,497,24,812,661,955,426,999,147.07,25.35,24.680000000000003
584,19,63,708,363,593,141,607,128,176.85,41.03,39.51999999999999
141,265,848,283,407,577,410,176,627,153.74,26.37,26.36
91,239,497,7,181,541,324,512,914,177.99,40.04,42.79999999999999
664,942,448,952,702,654,748,231,244,143.55,24.6,23.719999999999995
320,506,703,490,979,230,729,422,345,168.54,25.39,26.96
573,625,928,745,939,669,281,995,661,114.28,17.06,17.360000000000003
224,49,943,73,781,523,660,898,377,158.67,31.0,32.43999999999999
163,523,784,811,904,208,319,305,709,151.77,21.65,22.64
306,869,565,380,169,718,718,754,475,147.13,19.3,20.64
608,87,876,126,918,620,983,526,584,146.5,27.52,27.599999999999994
386,180,159,256,436,222,964,583,736,146.22,28.88,31.039999999999992
775,801,53,506,697,403,734,652,356,175.13,27.78,29.28000000000001
393,527,865,168,557,747,41,536,92,154.04,31.7,32.91999999999998
827,261,643,103,273,754,934,85,982,153.96,27.11,29.59999999999999
998,142,992,794,631,862,990,675,703,128.32,19.73,18.76
717,83,455,871,946,246,994,871,391,124.15,21.01,23.080000000000002
962,821,925,443,406,168,931,333,448,156.4,24.68,25.879999999999992
129,637,930,499,982,217,122,441,615,154.11,25.39,26.119999999999994
