n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,10.05,6.89,7.279999999999999
210308,200218,16543,13.96,8.42,8.279999999999998
66864,30911,129875,12.63,8.32,8.679999999999998
199481,117831,123796,13.12,8.18,8.599999999999998
170811,99513,206759,13.01,8.67,8.759999999999998
55038,24604,127888,14.23,7.66,8.719999999999999
7431,234177,219090,13.23,7.42,8.319999999999999
102186,113447,159236,12.75,8.21,8.679999999999998
199827,201105,552,14.75,8.07,8.36
182408,116755,69816,14.77,8.5,8.719999999999999
189147,210193,59968,13.73,8.89,8.759999999999998
154967,247797,26798,12.36,8.23,8.679999999999998
236303,83212,8018,17.0,8.82,8.719999999999999
5851,6670,170274,14.91,8.34,8.759999999999998
141928,2413,246192,13.33,8.12,8.319999999999999
231010,99930,179957,12.56,8.46,8.679999999999998
56780,254028,110655,13.2,7.71,8.599999999999998
190277,7612,138314,11.83,8.76,8.519999999999998
58115,200199,114789,11.52,8.44,8.599999999999998
246196,129974,144928,10.81,8.1,8.559999999999999
61101,90623,60520,11.44,8.56,8.359999999999998
177431,57352,199477,11.78,8.24,8.479999999999999
120482,249625,75964,11.58,8.45,8.799999999999999
242878,5633,109099,10.55,7.46,7.4399999999999995
219566,240194,145871,10.09,6.53,6.759999999999999
241746,168373,26214,12.11,8.27,8.52
48734,164981,260189,13.13,8.58,8.639999999999999
189697,225429,77696,12.95,7.77,7.239999999999998
31690,194811,87214,11.47,7.21,6.759999999999999
234769,189132,255132,14.89,8.76,8.559999999999999
186434,131281,245482,12.29,7.48,7.519999999999999
253548,110652,133095,12.21,8.56,8.559999999999999
217588,238599,175716,9.15,8.0,8.399999999999999
49767,79526,74490,14.48,8.08,8.319999999999999
154030,255184,231336,12.72,8.18,8.599999999999998
130904,221825,246654,13.57,8.15,8.559999999999999
132457,103115,154403,13.34,8.91,8.679999999999998
223684,9050,125888,13.62,8.35,8.759999999999998
63632,194964,209034,11.37,8.55,8.719999999999999
105981,108609,174258,13.45,9.06,8.599999999999998
45352,96239,143864,13.39,8.83,8.759999999999998
231402,184297,203381,12.23,8.43,8.599999999999998
176812,193518,98226,10.92,7.2,7.479999999999999
22666,115071,174000,11.68,8.29,7.839999999999999
133280,28293,204064,15.23,7.77,8.44
42912,136560,220188,17.65,8.09,8.759999999999998
103089,97130,128370,9.24,8.15,8.439999999999998
192090,7752,123029,11.18,8.64,8.559999999999999
11399,80879,184387,12.55,8.17,8.679999999999998
222377,257736,161168,12.25,8.14,8.479999999999999
155499,151565,103179,11.07,8.3,8.639999999999999
169648,44656,44195,12.15,7.35,8.679999999999998
131658,59490,257445,13.95,7.63,8.599999999999998
3224,201988,52302,15.06,7.9,8.799999999999999
141457,241195,225519,7.75,5.75,5.76
143743,60863,106025,11.32,8.49,8.559999999999999
134682,90131,249683,11.27,8.03,8.04
222156,151465,92608,9.75,6.59,6.359999999999999
120358,238486,70589,11.64,8.96,8.639999999999999
172809,143653,159631,13.73,8.69,8.679999999999998
250902,191207,1496,11.95,8.29,8.479999999999999
100581,205430,224644,11.21,7.01,7.279999999999999
215085,250254,232306,12.17,8.0,7.6
246011,194118,134348,13.41,8.18,8.679999999999998
212111,33881,135968,11.81,7.99,8.639999999999999
203790,147156,53866,14.26,8.33,8.759999999999998
111697,248963,14712,11.63,7.72,7.879999999999999
126117,228067,95613,10.69,7.38,7.759999999999998
149421,145332,52386,14.56,8.24,8.559999999999999
246681,132309,108370,14.19,8.95,8.759999999999998
127120,213215,93530,12.46,7.61,8.439999999999998
108638,90722,415,11.29,7.3,7.599999999999998
141158,141586,163444,13.4,7.63,7.759999999999998
206161,160550,86805,11.12,7.43,7.559999999999999
120100,157248,7333,13.96,8.85,8.599999999999998
210913,60189,166558,12.63,8.4,8.559999999999999
46454,144377,153212,12.04,7.99,8.36
47391,225708,24012,13.15,7.23,7.4399999999999995
209305,144448,208954,12.32,8.38,8.719999999999999
223156,214024,244042,11.75,7.71,7.919999999999998
66923,8508,220658,11.87,7.98,7.839999999999998
247351,176452,18468,12.35,7.9,8.399999999999999
21819,227561,4375,11.57,7.7,8.16
118750,3816,197694,8.08,5.54,5.959999999999999
198072,73714,65420,12.68,8.87,8.559999999999999
70422,28701,209004,12.85,8.61,8.599999999999998
163788,48394,90288,10.74,8.2,8.559999999999999
76096,18223,43901,16.37,8.8,8.839999999999998
41844,66903,138249,14.78,8.56,8.679999999999998
249549,44078,172138,11.72,8.51,8.639999999999999
71542,169922,186539,11.96,8.45,8.559999999999999
77199,119197,184189,11.51,7.52,7.879999999999999
84410,130152,124196,11.7,8.09,8.719999999999999
29934,6195,81790,14.31,8.69,8.52
101333,90005,110341,10.28,7.55,8.479999999999999
208719,49293,67743,12.28,8.73,8.719999999999999
28511,66442,235882,9.81,7.46,6.799999999999999
191405,133723,256046,11.95,8.59,8.719999999999999
54811,253116,158767,13.61,8.82,8.679999999999998
113155,214182,255735,11.22,8.19,8.399999999999999
