n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
61878,79507,27044,189062,103824,125535,40625,12.86,11.69,12.050000000000004
23619,17436,5194,105274,144022,240636,75858,12.84,11.83,12.010000000000005
209833,259529,200582,15426,58177,136403,140687,13.35,11.99,12.070000000000004
94436,72530,204405,45262,216759,27835,68608,12.66,12.34,12.050000000000004
56203,247191,243132,6721,217296,167952,211459,11.69,11.22,11.330000000000004
68224,209832,71237,50707,43206,81225,75927,12.75,11.98,11.970000000000004
164357,227363,191861,251900,224040,222436,230700,12.47,12.22,12.010000000000005
97620,22732,221456,158820,88448,176082,101694,11.86,11.14,11.620000000000003
132632,65240,46606,64834,124148,73399,23421,13.04,11.94,12.000000000000005
247615,244996,214403,226881,246993,143560,220322,13.47,12.07,12.090000000000005
78707,1890,238254,76530,150042,184787,231294,13.19,11.73,12.080000000000005
81726,222309,200594,133266,51150,108513,111078,13.62,11.92,12.090000000000003
157001,75550,112995,118324,42289,61138,79983,11.89,11.16,11.610000000000003
68067,213016,209031,11334,21253,12143,121286,12.6,11.63,12.020000000000005
164194,261481,73513,136019,140147,169868,123532,12.04,11.73,11.440000000000005
183731,89874,38027,261430,176627,51268,17416,12.19,11.85,11.960000000000004
108211,239476,53128,166466,165849,115645,72431,12.6,11.83,12.020000000000005
48156,93278,114274,195806,154342,84061,166312,12.5,11.23,11.480000000000002
146415,52091,237060,84812,26471,220050,16150,13.23,11.68,12.080000000000004
185640,59996,72739,200582,152620,161331,225994,12.32,12.09,12.090000000000005
62237,32019,86787,244994,46540,76264,120329,12.43,11.51,11.630000000000004
6730,11222,93607,182790,21655,234862,252831,12.77,12.2,12.080000000000004
250278,74890,192643,177003,251623,85753,4767,12.45,11.63,11.660000000000004
84622,75758,84325,253232,40084,203224,170897,12.21,12.05,11.980000000000004
107591,225803,247282,227935,162663,178269,214414,10.94,11.01,10.810000000000002
20383,76915,161934,50178,234378,116429,76544,12.25,11.22,11.600000000000005
35766,65548,100043,156974,252133,41655,86850,12.69,12.14,12.010000000000005
150232,2463,95243,11743,119219,44450,95732,12.53,11.68,11.470000000000006
205454,210855,95085,261406,76109,149803,25454,13.57,11.95,11.920000000000003
115166,257359,54325,111136,240262,54504,29784,11.64,11.18,11.480000000000004
15555,16307,14488,193231,44215,156115,177426,12.68,12.23,12.070000000000004
254441,39227,158994,10719,143190,128625,152742,12.98,11.15,11.380000000000004
65289,84261,261524,9325,32053,218851,138737,12.76,11.35,12.090000000000003
76783,202844,261332,107301,170816,258908,52497,13.06,11.86,11.960000000000003
125242,52893,63402,115032,107642,128958,9665,12.22,11.84,11.840000000000005
57425,110420,116261,65165,169721,233124,112154,13.13,12.27,11.950000000000005
217854,56549,130699,49207,8296,9648,66687,11.85,11.81,11.610000000000003
66423,63540,137803,54543,202457,60677,109349,11.95,11.62,11.320000000000004
227989,68599,37146,85200,13441,233576,243278,11.98,11.13,11.210000000000004
82448,148201,30633,259672,149345,105634,252380,13.44,11.99,11.910000000000005
236179,171171,171435,228300,207318,188049,195225,13.57,11.91,12.080000000000004
10617,129574,101573,24355,112750,55291,243774,13.7,11.5,11.600000000000003
229063,150026,235867,247500,242372,43373,88234,12.72,12.15,12.080000000000004
77648,172204,123529,209585,236112,168425,82585,12.64,11.8,12.060000000000004
213601,110097,138418,56423,171634,210081,179820,13.21,12.01,12.020000000000005
210004,70332,88743,241906,102808,250682,130125,11.77,10.99,11.210000000000003
19498,225079,254564,73421,252123,164589,175204,12.26,11.69,11.750000000000005
50137,11676,103494,235659,162410,33458,201017,12.41,11.63,11.660000000000004
253895,70632,174899,224477,15855,228086,43847,11.51,10.38,10.710000000000004
180316,166511,121785,149213,123780,195689,105834,9.8,9.79,9.770000000000003
243133,102352,57289,209194,858,55363,241791,12.3,11.81,11.960000000000004
41089,3436,159910,229749,67459,30379,103752,12.99,11.87,12.070000000000006
212303,201790,205250,99899,230130,58283,144338,12.19,11.9,11.790000000000004
13998,230347,249288,52866,42441,176024,159456,12.55,11.67,11.930000000000003
86676,214546,233766,147422,202787,205609,123603,13.06,11.42,11.830000000000005
