n0,monte_carlo,monte_carlo_max_hop,two_hop
163289,4.35,2.49,2.8399999999999994
66963,3.73,2.39,2.6399999999999997
194455,4.04,3.14,2.7999999999999994
93987,3.04,2.43,2.7999999999999994
208455,3.6,3.01,2.9599999999999995
180996,5.01,3.01,2.9599999999999995
247057,3.53,1.97,2.1199999999999997
220597,3.52,2.82,2.8799999999999994
193959,1.0,1.0,1
170926,5.11,3.1,2.8799999999999994
241781,4.49,2.52,2.7999999999999994
138946,2.65,2.59,2.7999999999999994
7603,2.67,2.44,2.6399999999999997
220292,4.89,2.92,2.9199999999999995
122060,3.49,2.54,2.7999999999999994
203412,2.91,2.33,2.7999999999999994
247295,3.87,2.58,2.8399999999999994
65287,4.51,2.56,2.9199999999999995
170124,3.71,2.76,2.7999999999999994
13593,4.55,3.15,2.9999999999999996
236165,4.96,2.7,2.9199999999999995
41117,4.7,2.8,2.8399999999999994
29676,6.33,2.78,2.8399999999999994
97463,4.55,2.39,2.9199999999999995
122963,3.66,2.37,2.6399999999999997
227657,3.42,2.94,2.9199999999999995
64637,4.37,2.81,2.8399999999999994
99813,3.36,2.37,2.8399999999999994
142543,5.57,2.73,2.9599999999999995
26731,7.98,2.97,2.9999999999999996
150455,4.14,2.45,2.84
65360,3.78,2.88,2.8799999999999994
3437,4.67,2.63,2.8799999999999994
191675,4.27,2.64,2.8799999999999994
56814,3.78,2.86,2.9999999999999996
106994,5.27,2.95,2.9599999999999995
73264,5.05,3.35,2.8799999999999994
47730,4.61,2.73,2.8799999999999994
240214,4.86,2.9,2.9599999999999995
227399,3.39,2.8,2.8799999999999994
200730,4.67,3.05,2.7199999999999998
102088,4.88,2.87,2.9199999999999995
41839,3.89,2.93,2.9199999999999995
199734,3.38,2.82,2.9599999999999995
208967,3.77,2.46,2.6399999999999997
18856,5.54,3.16,2.9599999999999995
36377,4.06,3.07,2.9199999999999995
161985,2.97,2.64,2.6399999999999997
161861,3.43,2.78,2.7999999999999994
116611,3.43,2.87,2.8799999999999994
33213,5.39,3.22,2.9599999999999995
34666,5.17,2.61,2.8799999999999994
465,4.28,2.75,2.8799999999999994
254892,4.03,2.61,2.8399999999999994
228433,2.98,2.86,2.7999999999999994
1392,1.0,1.0,1
54907,4.03,2.78,2.9199999999999995
202792,4.22,2.19,2.1599999999999997
56487,3.65,2.7,2.7999999999999994
251691,4.52,2.64,2.8799999999999994
257535,5.11,2.92,2.9599999999999995
43478,3.57,2.77,2.8799999999999994
228696,2.77,1.56,1.7599999999999998
43642,5.08,2.99,2.9999999999999996
75839,4.37,3.0,2.9199999999999995
82221,3.98,2.89,2.9199999999999995
252045,3.81,2.57,2.8399999999999994
52137,2.92,2.92,2.8399999999999994
141354,4.05,2.91,2.9199999999999995
229669,4.0,2.82,2.9199999999999995
177689,2.28,2.21,2.0
164031,1.6,1.55,1.5999999999999999
53681,4.72,2.78,2.9599999999999995
47623,4.83,3.0,2.9599999999999995
246671,4.45,2.86,2.84
253901,3.72,2.98,2.9199999999999995
181047,1.94,1.43,1.3599999999999999
51610,4.41,2.89,2.9999999999999996
253379,4.56,2.94,2.9599999999999995
252994,2.39,1.8,2.0
234289,4.0,2.68,2.9599999999999995
100459,3.07,2.91,2.8799999999999994
78325,5.26,2.87,2.7999999999999994
5654,4.55,3.08,2.9199999999999995
94683,5.13,3.23,2.9199999999999995
108765,2.83,2.62,2.7999999999999994
43504,3.79,2.83,2.7999999999999994
245312,2.1,1.67,1.64
38194,5.33,3.1,2.9199999999999995
69156,4.04,2.77,2.9199999999999995
17075,4.36,2.79,2.8399999999999994
86993,4.78,3.02,2.8799999999999994
78999,4.85,2.84,2.9599999999999995
214276,4.64,2.99,2.9199999999999995
158101,4.17,2.77,2.8799999999999994
153653,4.48,2.83,2.8799999999999994
886,5.74,2.91,2.8799999999999994
156232,3.7,3.11,2.8799999999999994
177716,4.44,2.7,2.9199999999999995
185513,1.0,1.0,1
