n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,10337.09,77.05,74.40999999999997
71271,13365,75227,32680,1718,28407,53497,36632,23865,51044,20919,9428,18188,10349.48,53.38,53.02999999999998
58305,16606,17333,232,696,27453,28243,21739,21821,37919,41110,26068,70677,10324.83,219.16,245.05000000000013
26840,23811,25805,50229,39162,2827,47341,54382,21752,19097,34578,8537,43496,10340.01,125.8,120.61999999999946
39499,443,44288,8653,40626,46576,40116,63012,41391,24218,63074,61936,23084,10343.19,138.38,151.7300000000002
7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,75827,1189,59352,10320.49,171.94,184.05999999999963
6124,23713,25758,15600,32255,60582,45138,67173,46503,68773,32885,60666,14162,9199.51,33.66,32.120000000000005
48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,36133,71453,10320.92,86.63,92.11000000000006
12068,40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,10214.45,51.66,52.22000000000003
53200,4171,31108,45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,10316.93,147.75,154.51999999999944
17114,73930,17403,54240,13976,22127,56958,48889,19561,7703,55134,38641,18507,9705.83,37.41,38.41000000000001
59395,22189,68445,59446,63983,41641,62789,35918,38144,61614,52925,19202,14753,6502.06,26.09,26.00999999999999
49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,47359,5167.39,18.78,17.799999999999997
8271,46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,10315.27,140.78,146.51000000000005
62167,71695,32858,42717,35872,60678,37857,65581,46736,45597,35897,45296,53538,6414.58,23.55,22.69999999999999
45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,8169.13,31.42,29.170000000000044
10333,54608,22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,10314.57,80.28,82.97999999999999
28709,23662,5486,61811,29654,21724,7096,17501,14526,41595,23795,63263,25344,10228.4,62.13,62.10999999999936
71869,4673,54459,60991,46019,49846,9434,26786,31175,49022,86,45943,53133,10326.51,192.47,202.92000000000016
36507,53745,15083,71728,49005,4726,72080,39502,12428,38703,71463,67193,44482,7660.28,41.8,33.989999999999974
38429,46087,16929,54932,53640,73914,70567,48423,61272,18626,20548,50167,73906,8472.38,24.73,23.97999999999999
62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,42656,10332.33,166.73,167.19999999999945
73963,49263,56256,56581,29666,64672,38206,62858,49778,50317,20844,34055,39426,6724.09,22.21,22.849999999999994
65051,32908,54459,2578,41831,40303,64455,37538,18781,62512,3116,15975,58126,10031.59,37.7,41.48000000000003
32178,38417,5239,17883,51431,1730,62953,69804,73441,35885,31912,62164,4818,10321.76,65.45,66.73000000000005
32199,64240,35086,20285,37451,38428,64522,62210,67924,15489,2119,16519,39412,10328.43,109.87,114.02000000000004
37007,69926,44056,38905,69450,3488,60861,45844,47322,17364,4774,371,33085,10321.9,245.63,268.0300000000002
72512,59718,14103,71511,25058,1908,56317,56063,75450,63160,50524,62353,51362,8071.38,34.27,41.32999999999948
25751,38856,60959,8657,39800,422,56730,37533,61924,40756,18701,21685,62706,10326.34,163.08,172.83000000000018
71971,65232,43350,70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,9280.77,42.88,37.83000000000002
3349,43653,56273,9005,53118,63791,6408,16171,16037,28735,14569,17645,38337,9912.32,42.23,41.12999999999999
57405,19625,23997,24285,54255,21126,8811,27936,5709,72811,14183,49702,9437,10218.3,54.98,54.51000000000005
36683,7544,74855,75399,15512,52236,17607,1306,56579,11984,41231,64152,64170,10326.1,98.02,110.02000000000007
46321,49046,7307,18118,38630,19806,74533,66301,38041,72730,72074,28913,34504,10321.01,84.89,88.8600000000001
8281,72309,30884,33317,37151,67763,17534,30725,48655,59419,50974,23503,17194,7448.03,23.58,23.04999999999999
2449,44774,11173,75133,4711,11950,16356,66383,59441,31271,51098,60638,62975,10335.87,51.83,47.53999999999997
42373,14099,69560,3861,71054,50412,7033,19765,56273,29240,15214,10980,64414,10323.95,114.09,112.61999999999946
27721,18319,49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,38785,6401.67,22.43,22.350000000000005
56805,47476,67828,4764,75138,28164,23663,51840,8294,12713,4863,4347,24424,10332.12,107.25,118.03000000000014
26529,25637,5171,64229,63044,45680,57,55966,61628,39393,56183,42370,61023,10321.02,239.11,266.45000000000016
60541,13074,25113,20273,20845,9331,49104,50548,61559,19937,72360,33301,14448,10325.14,131.58,136.83000000000004
36363,21173,37624,30823,4345,63181,4206,45127,48361,41427,7719,2849,59855,10325.11,197.85,208.2399999999997
61830,20443,15455,42505,38155,59490,31450,21394,4395,26348,3267,75329,30208,10323.9,149.98,161.08999999999952
10250,52569,47743,40873,24179,61346,47377,37112,8765,61346,21411,31527,23022,7752.3,26.65,29.070000000000036
27363,5756,56445,35482,822,60544,7977,59380,53761,22250,5891,4360,71882,10215.68,84.35,88.53000000000013
68018,74081,45876,12296,9334,31063,64377,12051,61769,7046,31911,6613,65197,10212.93,68.0,70.79000000000008
52077,7882,6278,33479,53408,58441,40101,6729,4928,25493,23512,66667,52737,10317.4,76.6,85.12000000000008
24649,69639,30634,11057,41141,14153,11379,71032,21225,9879,28103,2281,57830,10335.69,78.62,83.33000000000007
70730,46873,63771,55467,74897,49365,68461,17398,1619,40319,58856,29356,72674,10309.09,84.19,82.94000000000005
15163,18181,40857,63336,11486,34534,52769,41009,17389,17014,70354,10745,61814,10028.48,46.99,47.03999999999999
32092,11052,56184,75626,32163,36153,8053,64573,32607,6295,26195,37488,48989,7761.0,44.26,47.179999999999445
12914,9420,55125,41147,49789,72887,9,37474,17241,75330,3711,57957,18805,10329.14,91.57,92.86000000000003
2452,6186,56045,35087,13964,50122,73653,17071,42110,8641,40166,22198,18000,10344.12,116.8,115.86000000000016
34418,65237,42364,37423,4461,8326,71092,73036,3655,3600,15946,6636,17054,10307.0,276.83,294.5300000000001
46812,57141,33838,2178,30290,69132,56217,16426,47501,26369,43302,46955,1631,10331.76,169.34,171.17999999999952
21403,21386,12490,35148,69509,22438,18878,58486,56958,56289,15493,43710,41559,10306.26,70.94,74.83999999999997
58435,29922,60423,56905,22482,57858,6347,21048,69809,62037,64411,211,13574,10310.61,172.78,184.31000000000017
16630,54979,6856,27204,142,4308,75627,30910,63175,46437,51474,60842,28261,10322.74,184.39,198.65000000000026
26388,36312,26365,39744,73719,67610,46791,31661,48057,46107,32537,8135,64798,3731.02,22.14,20.420000000000016
52541,45766,18750,18720,31238,64240,50013,4947,12290,22224,52034,12939,36889,10322.61,96.86,100.29000000000015
26124,42475,62541,61622,69961,11941,26080,49340,1321,13570,67075,24214,50999,10225.18,53.49,59.6700000000001
2912,41581,3545,40904,67317,50179,65691,62403,71520,52311,58949,73067,8012,9497.56,36.15,37.50999999999999
70348,19218,54614,47552,2642,68446,27104,37247,37538,10190,3583,11438,46644,9398.32,37.86,36.879999999999995
54146,40211,1895,35992,30724,9441,4953,11577,39399,46058,73658,27360,63319,10319.36,438.94,484.9100000000002
67723,12050,15868,31337,44821,71297,55519,51565,387,51139,49542,23348,69249,10332.28,229.94,246.18000000000004
