n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,1632.7,50.7,49.77000000000004
4947,3883,5125,4758,536,1642.8,94.6,89.97000000000017
4961,107,6860,3843,2124,1156.2,27.6,24.030000000000086
4512,1919,1570,5874,3852,1660.1,40.4,44.04999999999996
4431,6852,4502,3902,3253,1153.3,18.1,16.58000000000001
5235,7053,1233,1899,5200,1003.1,18.9,17.88
1242,7111,4285,3194,6072,982.9,31.2,20.11000000000007
124,5500,6367,524,1305,1478.9,25.2,20.799999999999912
6211,4842,350,2467,6390,1628.9,146.2,159.02999999999992
254,6746,7090,2207,3872,5.5,5.4,5.48
4872,5888,3175,5850,6456,998.0,30.2,23.00000000000003
3497,3235,5964,6561,4726,504.8,7.7,6.97
3642,1098,2994,798,293,1657.4,66.9,69.36000000000001
1113,4054,1777,2113,5505,1162.5,21.5,18.790000000000013
3573,6381,5133,7006,2466,1006.4,8.4,10.90000000000001
3450,4155,6827,3161,4702,1314.4,18.9,18.540000000000017
2874,4375,4792,3338,4786,1329.9,48.0,45.25
1903,2758,5586,234,7015,337.8,7.0,7.0600000000000005
2291,4962,5499,5698,1336,1168.3,21.5,18.39999999999999
5723,7050,2673,4438,4685,1323.2,28.6,27.060000000000056
4662,852,5847,5369,1729,490.9,20.7,11.900000000000036
5185,6812,4698,2187,2334,1325.8,14.7,12.470000000000006
1019,519,3948,6995,5232,1645.8,51.3,37.15000000000002
3960,725,2818,6558,545,1316.9,16.3,19.0
3362,1235,164,2407,3499,826.2,10.3,14.600000000000007
6297,3401,974,362,4956,1656.4,43.7,41.870000000000076
5034,6239,368,3094,5885,1469.9,27.0,24.900000000000006
4803,2711,4512,2286,4140,1313.4,19.4,16.570000000000014
1932,295,2536,59,630,1654.6,90.3,92.78999999999996
885,4913,4387,257,1616,1664.2,99.3,104.51999999999995
3341,2388,5000,2157,1279,501.5,10.7,13.20000000000001
5650,347,7108,2783,2570,501.2,5.1,9.29000000000002
2950,1133,7059,3094,3086,1653.8,43.3,34.61
3771,4260,3163,5274,7101,494.5,8.2,8.849999999999998
4879,5578,4581,840,5080,1648.3,75.2,60.770000000000124
6647,4153,2222,3532,5196,1168.8,8.7,11.33
5900,5862,1946,2466,3583,331.1,8.8,9.029999999999996
2115,4269,2482,4492,2776,997.6,17.0,17.89999999999999
93,6458,3401,4751,2579,657.1,10.6,9.769999999999998
164,3084,5044,4826,5178,672.5,10.7,17.060000000000024
1091,492,5189,5139,2723,1653.3,98.4,77.42000000000009
3819,2891,5564,2888,4987,823.9,25.3,16.370000000000008
5791,2284,6045,4010,181,1147.6,10.7,19.249999999999996
4828,496,5537,174,3024,1662.7,35.7,34.830000000000005
2057,5144,3738,2446,4855,5.4,9.3,10.080000000000014
4927,2621,1453,2981,1517,1158.0,19.1,18.86000000000001
2561,6210,3024,6912,4879,174.6,6.9,6.540000000000001
2163,2460,6449,3089,859,1160.0,14.9,13.700000000000003
6326,6660,220,4663,5601,1645.9,159.2,157.3300000000001
6022,1076,2539,4096,1823,1151.2,19.8,20.449999999999996
5355,6584,2206,1955,2685,1641.3,87.4,63.5100000000001
1535,5554,3565,5321,5718,1656.8,129.4,162.37999999999994
794,834,4921,2637,2734,326.4,7.3,7.349999999999998
5529,6828,1838,3591,6633,1662.8,24.4,26.00000000000006
7008,1386,654,2758,6079,1650.0,90.3,66.57000000000014
5326,1786,4656,3695,2216,1487.9,56.9,50.94000000000015
1843,6447,990,277,4338,1657.6,119.7,152.36000000000018
1563,2581,6609,6850,6868,1657.6,29.1,26.09000000000004
4709,1503,7075,2282,2786,660.0,9.8,11.319999999999993
6612,6782,5258,700,6604,1323.1,41.5,30.27000000000001
5073,2828,4829,1062,3451,1646.0,69.0,79.86000000000007
2391,4246,6503,6962,2221,1320.9,18.0,23.160000000000043
3806,2837,5195,3415,2378,1664.7,35.3,45.69000000000008
3438,4655,3354,291,3385,818.8,8.8,12.00000000000001
1277,1634,38,3910,6820,1647.9,129.1,133.01000000000005
5100,4179,3558,4578,5875,1651.6,46.9,60.300000000000026
1819,264,6107,3741,6854,1642.9,45.1,64.76000000000008
6171,5431,6127,4251,2367,1312.2,18.0,23.70000000000001
4455,2794,1863,7057,557,339.6,12.5,12.169999999999995
7028,4822,2351,983,6637,1002.8,12.8,17.48
2003,369,287,6577,5682,1651.2,145.0,160.31999999999985
4196,1625,3521,4726,404,338.7,6.1,5.710000000000001
107,3940,6105,989,1407,1651.6,97.5,104.95000000000017
4122,2456,1958,5430,162,165.4,5.5,5.92
4300,4399,3389,436,5014,497.1,7.5,8.020000000000001
930,2796,1027,2068,7058,1648.2,32.8,32.09000000000002
4431,3909,6648,6408,502,1649.6,105.2,96.63000000000011
2882,1808,1616,1001,4379,1650.0,56.9,66.66000000000012
6691,976,1403,1961,6485,843.1,11.1,13.240000000000014
2242,6603,1052,6746,61,1653.9,293.6,316.63000000000045
3993,5149,4676,7066,3279,1160.3,18.7,12.750000000000002
409,6197,2223,2033,2200,1674.1,114.9,116.51
5063,4319,4257,3465,417,818.8,10.6,8.069999999999999
3873,2646,6361,6713,14,507.6,11.5,8.149999999999999
7020,449,6350,1039,378,1475.0,44.3,41.24999999999994
1020,408,560,3955,270,1685.4,353.6,403.9600000000007
6999,5838,705,4222,4113,822.9,12.5,18.12000000000002
4014,2587,1286,2577,587,1652.5,73.8,76.04000000000019
2877,3160,5299,3191,4805,1314.7,12.4,16.40999999999999
2491,2955,2170,1565,2693,666.9,9.7,10.529999999999996
3511,1013,1045,4550,28,1503.7,29.5,27.74000000000004
5865,5923,3114,6515,654,1328.7,11.6,23.520000000000056
4642,1462,351,3057,3775,1494.3,20.7,17.18999999999999
4951,5327,6411,4434,3115,1645.4,88.6,85.38000000000008
5215,6563,355,5103,3535,5.9,5.4,6.719999999999999
434,3050,5140,4064,6226,1651.8,48.7,38.230000000000054
5757,2580,3444,5686,3426,330.4,8.1,7.989999999999998
3775,146,2007,1791,4389,1332.5,31.8,28.070000000000046
2212,5694,4832,586,6579,1662.2,43.5,50.370000000000054
3480,1838,3488,1067,230,1643.5,213.2,183.90000000000015
