n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
6917,3155,6209,3445,331,2121,4188,3980,3317,6420,6798,2484,3904,2021.08,366.93,479.5999999999994
2933,4779,1789,4134,1140,2308,1144,6191,776,5065,6548,2052,4362,2021.67,635.96,961.5999999999991
5776,6637,4930,1203,2540,809,5978,604,6967,5603,2704,3867,4585,1976.48,119.51,111.11999999999959
824,2898,3556,2590,5004,5246,1675,4526,3907,3626,7088,4270,2133,2019.14,479.4,610.7600000000001
510,6594,4494,115,764,5895,6882,3267,5818,6757,6431,5473,5122,2017.4,189.18,215.23999999999995
9,5012,4043,6783,7107,2729,1998,5982,2664,5764,515,1565,4649,2018.69,353.48,447.3200000000004
1816,1954,6581,1167,6579,4448,3669,747,659,2621,4161,4008,893,2016.5,390.86,489.59999999999945
2469,4515,2384,5788,1022,4484,2725,6672,4426,1664,6548,4941,4482,2016.79,328.55,399.2799999999995
4813,2356,3645,750,4884,6536,3153,2597,4715,1983,2378,1506,1551,2015.8,384.0,466.0800000000014
6729,1529,270,5019,5379,2130,3903,565,735,5560,6206,1066,1225,2016.18,430.89,544.1199999999999
316,6901,657,5728,6794,4428,5599,3205,6863,5777,4297,2257,4274,2021.78,295.99,337.6400000000003
6648,1929,6958,1762,5566,4831,6760,3435,4748,2254,3691,4035,5408,2020.34,290.35,352.7200000000002
5252,5736,6498,2927,674,2656,5019,944,3984,4809,5162,2746,6922,2019.28,136.77,148.31999999999994
1559,1990,132,5992,2220,959,5778,1806,3047,6509,1396,2724,3490,2015.53,863.81,1485.9200000000012
6683,509,824,6415,1198,7006,5715,1792,370,6693,4701,5195,4376,2017.2,395.5,526.4799999999998
4932,5575,606,218,1019,5201,1544,4967,6800,4718,980,3204,749,2020.17,746.45,1206.3199999999997
3032,6830,950,298,4960,177,1594,1515,5882,1014,3925,1725,5956,2016.14,248.1,298.44000000000017
6559,500,5565,186,4458,3486,5083,831,6847,2129,573,1809,589,2015.0,253.42,283.9599999999998
5299,2466,2869,3572,1477,500,4125,3826,322,4886,826,5728,3205,2015.92,574.43,843.2799999999993
1633,2131,2937,5993,3852,6867,4667,1387,5715,5510,1666,6286,475,2016.12,359.56,416.3599999999998
6460,5539,1296,6925,1326,2804,4337,2053,960,4888,3623,5452,1432,2016.32,271.32,298.84000000000026
108,3863,5581,3357,4662,4166,2551,5316,2925,3183,6862,5387,2055,2021.84,103.46,109.91999999999967
1256,4592,5659,101,3751,6074,647,2751,6054,374,4459,2300,1104,2017.73,334.68,383.43999999999977
1967,6243,3947,2885,4998,2358,5516,2942,4835,5191,6994,5087,1084,2020.71,375.31,465.95999999999964
5862,2541,3178,6131,3394,6790,5331,661,12,4870,1575,5722,2739,2019.08,325.63,393.24000000000035
1311,1961,1827,5221,3671,3101,5819,5519,4654,3394,258,3295,5749,2020.44,250.22,270.87999999999994
4648,3426,6325,5424,5808,383,1357,3648,523,2123,5746,1291,3656,2016.92,65.87,68.00000000000003
4321,3991,4599,4947,6188,0,318,4051,2670,2556,6862,3824,408,2028.99,825.94,1261.4000000000037
6627,6739,6655,3400,1540,4493,5186,683,6860,5943,1069,120,3291,2018.55,195.03,222.83999999999986
5558,3420,2590,27,1749,117,5876,6182,19,6739,5535,4328,5014,2017.66,178.79,194.00000000000014
801,1560,974,4983,5318,1626,2477,2293,5640,1492,820,3896,6995,2013.49,210.08,240.8000000000002
3249,5141,666,178,2250,3710,6552,6490,948,7056,2101,1092,5354,2018.33,472.95,598.7199999999995
4266,6695,5331,5283,2843,942,1265,2280,6973,152,346,333,1685,2018.44,361.33,440.5600000000002
5578,2127,4574,2578,3005,4648,6958,344,6933,6136,5745,4977,5368,2022.0,175.56,188.08000000000038
4050,5835,5276,3757,5244,3567,3051,4406,1460,1702,3076,4809,2384,2019.73,282.9,343.99999999999983
72,1134,1237,2223,2731,2764,6468,3008,5885,767,2770,6384,5083,1938.83,51.99,55.719999999999956
292,337,2208,1342,1224,4779,2371,2956,3234,4493,1062,2403,941,2018.42,237.0,268.4800000000001
3916,5984,1963,395,2522,1471,7020,4284,5969,580,2479,3302,6844,2018.55,332.53,407.35999999999996
2691,2451,3397,890,814,4594,3941,3883,2761,6888,6536,6654,2815,2019.33,177.68,186.52000000000027
1018,3924,950,5731,4077,3494,309,2473,2744,6019,5628,1275,1364,2013.58,548.03,762.0399999999993
5134,4624,3076,6603,5233,712,539,6617,693,1622,6142,1810,500,2014.01,451.69,587.9200000000004
3152,64,803,3226,4558,4251,2374,3674,4002,6457,4791,5852,5564,2021.34,959.19,1665.4800000000055
1779,3465,685,3017,1803,2137,4794,6366,1364,3532,1572,2936,942,2017.34,362.49,417.36
523,6733,7074,6986,5750,226,4307,3699,6163,5545,1652,974,4072,2019.82,380.99,480.76000000000056
3260,2101,1697,5251,344,6532,1768,5107,1198,857,1621,3755,3096,2018.65,291.71,330.96000000000026
2962,4476,6774,1239,858,4884,3996,1215,4619,3325,5229,5569,3467,2017.87,302.5,364.4400000000002
4269,4058,5564,2641,6828,4083,4084,5202,5489,1654,4446,4995,1792,2022.3,111.93,112.04000000000012
79,2787,5780,6119,2607,6702,2636,290,4301,1215,2104,4936,6423,2018.49,275.88,321.9199999999999
1277,6900,3104,4775,2411,5882,5786,6611,3853,543,6553,693,4231,2018.42,825.33,1459.0399999999993
322,543,1843,1069,332,2461,125,6216,6913,3674,2708,7060,1316,2016.46,759.89,1212.8000000000004
6558,1219,5374,3774,3041,4136,3131,4340,4115,275,4701,742,5558,2020.93,165.07,192.1999999999999
