n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,516,2089,965,4058,6233,3682,3868,5337,3109,6461,1719,768,3996,232,2023.7,584.9,804.9600000000002
6846,3193,3545,4976,6244,6284,17,5700,3648,2181,5910,6568,1874,4842,837,2600,250,182,208,2025.36,299.14,349.24000000000035
5321,4435,75,3122,5623,1774,3457,5946,237,4322,1816,6256,3587,4061,4529,1909,2831,1891,5544,2022.68,147.0,140.27999999999994
1792,6233,3765,2373,176,3409,6861,4558,5261,819,1522,5155,5928,7044,2428,990,6087,2725,5910,2024.27,368.18,451.71999999999986
5826,4102,3457,4159,6799,5491,1555,2485,2327,4813,4090,6932,4139,3222,4825,6990,282,3934,1988,2026.65,356.75,441.1200000000007
6092,6532,3311,3394,5445,1417,3007,4495,5759,6355,5525,6047,3069,708,3595,5437,4165,884,6377,2026.99,294.94,358.3999999999999
1341,4267,6880,3221,3035,4011,6002,242,3844,356,2527,5762,6949,5036,4859,4736,3224,5301,1395,2023.92,182.57,193.79999999999995
1381,4114,1859,100,6312,1634,4420,7047,4491,1901,3313,4208,2816,6942,4733,2894,3761,2205,5400,2022.71,261.45,315.9600000000004
4489,4988,5975,46,3143,6419,7020,6721,6066,4198,6628,1058,4249,6368,4598,1683,3490,459,3941,2023.09,439.81,534.1999999999998
2987,4669,4541,1637,4134,3386,3972,6662,2922,3394,2835,12,4411,4424,5107,6442,5017,2712,3753,2029.53,321.83,372.7999999999999
4914,229,6591,1880,5204,1451,4511,4787,1480,7053,750,6540,4514,6529,6973,6688,2091,265,6895,2022.26,509.82,633.9199999999998
5514,577,681,7111,136,3710,119,6177,6189,2303,2044,2200,896,6531,5118,1512,2821,2378,569,2019.88,568.84,780.9600000000007
1371,1307,2090,4320,1377,5379,2235,5310,5829,2412,3724,5755,2637,4067,3881,935,193,2555,3166,2018.93,450.92,581.8799999999994
2812,3448,6522,1540,2116,890,2076,5981,4178,1712,4961,3536,6693,170,1846,146,3254,1199,289,2019.02,394.43,491.19999999999976
5888,1312,3650,5772,4147,5555,3495,4462,6817,1807,5167,6535,5693,4231,3693,1828,4291,5312,251,2024.21,610.36,977.7999999999994
3235,5528,4717,6581,2631,5405,5168,3492,481,6041,2446,1029,1737,388,2509,579,7032,626,2542,2022.49,319.52,369.0800000000002
2440,6093,1296,3409,4627,2067,1068,69,4593,6967,310,4838,6712,1782,4671,3775,1405,6782,7108,2023.16,528.15,734.7600000000001
6389,5767,5103,4168,306,3096,1641,2842,811,1685,4697,5522,3546,4844,1590,4033,855,5455,3195,2020.54,151.0,157.7200000000002
2425,4129,4094,140,2665,5014,3295,2304,148,1285,1645,7024,2684,6644,4614,6411,1107,2777,3516,2025.48,779.58,1186.2400000000016
1745,2183,5525,789,6862,3106,4486,2816,6862,5628,4377,3969,6291,4362,1922,535,5943,330,693,2027.09,797.93,1246.5199999999993
1089,1390,1364,4409,1744,2195,6218,2721,4916,4144,6890,2091,3015,2775,2787,933,2385,1926,7105,2022.75,431.73,523.6400000000003
4947,6385,5858,4004,1108,4751,4515,6309,854,2627,320,3330,599,3114,7095,6456,1206,6787,1024,2022.47,261.32,293.00000000000006
2792,939,5039,4812,6405,3096,627,4675,4507,1832,4636,669,2185,2989,2421,4623,4376,936,3750,2024.02,603.47,922.6400000000007
2270,882,6447,374,6781,2422,101,5027,5492,119,751,3387,942,6767,6470,327,1539,1963,6434,2021.99,537.23,683.4000000000007
4807,3448,1327,946,3693,1371,5577,1977,1302,6094,6922,842,3564,3098,6606,4447,6703,2408,4507,2022.27,269.49,334.80000000000024
2075,5829,3907,2576,820,1700,5341,2600,324,223,86,6445,2421,5951,4887,2623,3685,3205,2566,2019.04,495.07,680.1600000000009
3264,515,525,2599,4927,3734,912,2048,1762,6431,5061,6372,4447,7107,5637,3841,5421,2914,2122,2028.41,416.62,495.88000000000073
1500,4436,1702,2517,1631,2018,2952,666,6717,2300,732,6170,3669,741,5341,4705,5271,2776,1863,2017.36,609.85,850.5999999999997
3198,2513,336,2680,1530,2594,6494,6939,4743,2480,2013,2738,826,4458,5008,4743,6615,4882,754,2026.61,995.6,1666.1600000000042
2007,1803,166,6621,1996,3291,592,2195,4515,7107,580,5973,615,176,5205,81,2382,6149,6489,2021.29,142.72,155.64000000000019
2942,4040,3840,7066,7037,1263,826,4107,6371,6512,2687,631,4171,5449,1419,1471,6358,1225,1159,2021.25,356.06,437.63999999999896
6730,7090,2619,2503,875,5810,4213,6837,4930,2404,1034,1693,1160,4468,5919,260,6387,2589,6725,2023.35,212.75,234.88
5107,6585,5506,4529,6887,6112,5649,1682,1459,2448,3544,4403,1293,397,5855,7062,5470,2025,2069,2020.99,204.54,233.04000000000002
6371,527,5587,3659,6621,3523,4499,2049,4434,3599,6973,4407,3713,89,3241,6850,2774,1405,2113,2022.99,585.92,738.5999999999996
3979,199,6496,5295,3413,4674,154,510,5666,2907,4751,1132,4862,1025,1134,2122,6790,2268,3258,2024.34,517.48,646.3600000000004
4620,3285,1410,5017,731,1913,3981,61,1454,4331,2598,4103,5315,3590,5623,5235,5991,1849,1952,2023.96,158.14,165.64000000000004
2563,4055,5627,3922,1843,5839,3377,2760,4590,5007,5965,5352,2254,5295,1797,394,586,6252,4191,2022.15,414.42,516.7200000000005
5286,3020,1306,4191,6275,6491,1669,2554,2447,5673,2454,6954,4524,3044,1353,5744,5744,6032,3807,2022.21,94.63,99.44000000000005
4870,696,7014,1009,4965,4210,4679,3090,1444,1276,2052,3495,1782,4665,5894,6207,6408,427,4055,2022.97,373.14,425.04
5583,3224,5874,5218,2850,3145,4219,6926,1350,4458,5979,333,4294,740,6618,2090,5148,827,2191,2024.6,441.51,665.2799999999992
6036,685,1139,6355,5053,6897,5404,5624,5737,671,3645,6971,1974,6971,3132,6575,3546,3254,1349,2026.36,135.37,147.55999999999997
2666,3589,1034,5098,3997,1736,976,3532,4920,4374,3344,967,5410,2420,2274,2033,3103,6140,4582,2022.65,632.3,882.6399999999995
32,1555,4328,3594,4743,172,252,5140,4961,1984,6843,2133,1692,1416,2332,1215,4442,1642,2238,2020.57,452.67,571.1999999999997
2548,4798,6204,2055,6818,5599,3656,6480,7055,6624,7004,1376,4467,2924,4020,3440,7009,997,6300,2024.8,214.8,237.87999999999997
1711,4673,3139,1677,2326,6640,885,6615,197,967,4663,6121,108,4466,2428,5520,6234,5933,5319,2024.05,683.57,993.6400000000007
1118,615,4099,3061,4690,6598,2549,3581,4120,5548,2923,6214,4328,2651,6,1014,3623,5881,3682,2023.27,603.63,874.4400000000011
2868,2496,4417,3271,2780,6415,5989,5598,4681,4032,926,5305,3092,3132,1670,4562,31,2274,5206,2026.76,615.45,799.7199999999996
4900,5916,6050,6794,5966,4185,1629,3781,4922,6836,4234,3350,6100,5833,2501,5758,1395,3681,5079,2027.95,321.2,384.4800000000004
5479,4349,1616,2944,4310,28,5558,3188,4746,3488,3319,2752,7055,5092,4787,6011,5730,6133,554,2022.11,274.4,307.9999999999996
4036,6109,2028,5245,5314,2382,5158,170,3334,5908,5154,1278,5191,6380,3254,6410,2213,6932,1459,2024.91,448.35,604.1199999999995
6287,601,6679,6357,4959,82,2862,2167,6539,5800,3368,5611,4458,2487,1245,3785,6823,2124,3969,2024.46,617.58,851.8400000000001
1389,3826,4180,371,2218,4180,807,6100,4838,3461,571,2909,548,5380,3624,161,1344,4154,5818,2020.43,565.93,839.7200000000001
1324,5656,762,3292,5209,5643,2259,4956,2493,1711,4326,1701,1943,2735,2204,561,613,5727,6804,2020.91,585.07,798.5199999999996
4286,5396,3016,3833,4190,4568,6035,407,1380,2432,5349,6021,5844,6676,4556,2209,2915,4994,6060,2024.28,273.28,306.52000000000027
1901,3215,4596,3274,1411,3961,6469,2126,7100,5000,2700,5865,1821,2119,4996,5789,2000,6912,5413,2022.81,149.04,159.5599999999996
250,6977,7114,5099,3298,2593,3537,6238,2035,6434,2204,1555,594,5127,5999,1356,4744,3633,4763,2021.09,188.17,200.32000000000016
5965,1213,4966,2146,3763,4313,1331,1135,6377,1131,5863,3610,2958,2537,6155,3282,1970,948,5883,2024.26,331.14,408.32
1689,5885,5582,2502,558,871,1864,3252,2632,4033,818,1529,368,453,6631,4894,190,6163,1774,2020.86,664.76,947.2000000000002
5597,284,4050,5766,4329,6675,5930,5023,3623,2805,5430,6863,2249,967,5023,5674,1414,780,1819,2021.13,414.91,522.3600000000008
3274,1910,4055,3684,3095,6149,1381,1898,1931,6718,2323,3789,4481,4750,3191,1735,3700,5856,2112,2018.32,188.94,203.4400000000001
2704,4065,4862,908,1751,645,378,126,6532,42,7025,3935,2617,3138,6946,4753,2352,1604,3276,2018.69,428.52,522.4400000000006
1311,6752,6214,5292,1247,6502,249,124,3172,1189,5446,4444,467,4626,3108,2082,1064,651,3791,2020.7,387.98,463.56000000000006
5342,6881,2485,118,290,4398,498,4300,6886,1056,350,2241,6396,962,3543,745,1557,226,4093,2017.36,875.48,1593.6400000000003
5222,1067,6099,2287,5626,6693,6927,1572,5431,3666,3192,2701,5169,2195,2128,5256,5206,1991,2010,2027.29,563.46,739.3199999999996
493,4816,6455,4837,1435,2864,3510,4959,5718,4589,5229,4277,498,2893,4480,3380,4408,1633,5829,2023.73,430.96,518.4800000000004
