n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,1622.16,50.65,52.10000000000004
4342,237,6884,3814,6356,2040,5316,424,1284,1654.65,56.5,55.08000000000002
927,3045,3842,7114,2019,3119,4454,835,4701,1359.62,39.19,37.749999999999936
2042,107,5989,1775,3343,2289,1491,7106,6272,1633.67,68.15,65.29000000000019
3190,1307,6241,6530,589,1136,5062,5058,3644,1622.15,54.24,56.42000000000003
1037,1083,14,43,1715,6337,1765,1358,1363,1654.31,96.85,94.43000000000002
2369,2569,1629,4417,5552,5125,1677,1488,5657,1648.87,118.66,134.55999999999997
1612,3139,2447,176,2958,3398,1359,1193,2161,1574.69,35.24,34.65999999999998
533,2718,2468,6696,4940,4801,27,4882,5553,1657.57,119.99,131.88
5797,2768,540,2539,2911,6705,2507,3938,5705,1623.57,63.13,63.13000000000019
2586,1513,3942,3871,5772,1442,466,2098,187,1654.91,81.28,79.1000000000001
6142,2929,6921,3311,148,4497,6453,3431,2999,1242.71,30.78,33.37999999999997
3083,4739,6891,74,3709,382,5797,1482,5109,1657.6,127.68,137.22000000000008
1609,975,6190,2015,6713,3786,2821,4198,2906,1503.09,33.76,33.230000000000025
4298,2055,6353,3791,885,4831,6130,6397,6530,1625.55,46.12,47.95000000000003
3008,7042,2423,300,3546,746,1707,2791,4201,1653.03,142.12,154.7599999999997
5003,2970,1214,2784,2258,5755,4465,754,2559,1654.23,65.0,67.12000000000012
5619,2595,2508,1453,6543,640,5134,1219,5907,1452.34,31.89,30.43000000000002
5645,2533,3963,1323,5899,397,663,4920,4370,1598.98,41.11,40.56999999999998
3325,260,1944,6066,4865,2816,6769,2049,3732,1332.06,28.64,27.84000000000005
5332,3455,1192,456,5229,268,6567,4043,2737,1648.67,83.6,94.4600000000001
6868,1696,1069,5993,4620,1087,5164,6455,3390,1644.72,63.69,67.54
873,1382,3559,3055,1222,481,6920,3445,2415,1635.12,42.81,45.13999999999998
1156,3712,5082,6981,1386,4277,3715,3998,5642,1652.14,206.85,232.1799999999999
5976,2602,3924,2244,2384,3850,3307,1200,922,1657.45,192.39,211.78000000000003
3088,6734,4356,1469,5136,4090,7109,2772,1475,1358.82,26.4,28.380000000000024
730,4029,2230,4220,6406,4490,7105,4119,2959,934.47,17.89,18.800000000000008
516,6439,6513,6347,2913,5690,4812,5439,281,1635.76,72.81,73.12000000000003
6222,2504,2977,4581,5771,5474,2300,6842,3978,1599.67,41.49,48.11000000000004
2169,6305,5659,5865,2407,2785,5322,1463,4756,1659.07,91.12,101.74999999999997
6978,94,3885,4480,6338,2053,2669,5502,2242,1655.53,63.38,68.62000000000003
3792,2366,6690,4098,5303,5518,6534,2921,2849,1656.73,47.35,51.150000000000034
2243,5276,2831,6044,6784,3346,2867,6904,1412,1225.82,26.38,27.7
7102,5638,3684,2984,2738,4244,1162,4336,1361,1640.05,76.35,83.21000000000001
1627,6853,2965,6994,3909,2317,5664,645,5895,1062.93,21.11,21.870000000000033
5495,5983,3413,1407,5052,6392,4758,4230,5452,1590.17,37.23,36.819999999999986
3447,2479,5109,4531,6346,7103,5217,2217,5901,1541.89,37.93,36.36999999999998
226,1602,1310,4804,3613,5112,5325,1480,1794,1652.59,87.83,91.93000000000013
6217,5619,1478,5168,5885,342,3863,1853,1357,1667.87,118.44,125.56999999999981
443,1093,907,2599,1487,3953,1584,4491,292,1667.63,134.08,145.68000000000012
3403,3811,2876,3115,5427,5011,589,4834,1674,1648.81,59.57,63.81000000000002
