n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
75211,10560,63574,34291,4826,59,19081,61637,48910,41862,2869,35743,64073,10315.68,377.28,428.64999999999975
25966,54264,70556,70680,12348,25294,73848,72563,34802,11548,55666,43985,12207,10219.34,49.2,50.220000000000034
47466,53732,32831,58354,12291,25842,38166,12786,5987,26328,47235,63793,25391,9203.81,32.83,32.45000000000002
67456,75482,66019,3725,47366,32098,56320,39888,46842,15674,11755,65556,68847,10325.6,99.0,104.77999999999999
26099,15312,35112,40931,25719,49782,63405,29194,18101,27510,68438,1641,24739,9411.98,34.6,33.72
22169,2235,43635,73104,40124,49103,49467,69123,51008,37899,16624,64062,7054,10029.23,47.71,48.31000000000001
24294,55428,52135,12580,57835,32153,11672,58472,58614,49809,10023,67723,55891,10126.37,69.95,72.39000000000003
61725,39775,53616,11263,25184,34841,59160,63919,22561,2430,2866,70509,16186,10315.23,159.91,164.71
32917,47323,24583,33595,65894,59183,43180,67747,33392,53814,55278,63622,35119,6932.38,21.07,20.849999999999998
62221,62723,64490,18636,49476,65096,40065,61244,42387,48034,21368,49288,34839,4861.44,21.91,20.75000000000002
41957,52203,63962,20733,38114,73381,811,58898,7484,23930,3946,74680,14698,10320.75,137.36,140.83999999999955
48615,47449,65200,8162,25248,20235,35291,1942,55327,68794,64447,9937,61459,10317.35,112.92,123.1700000000001
30417,13127,48616,47444,19000,31897,41723,18910,4938,12756,13819,5932,62636,10325.57,87.07,92.339999999999
60648,9043,4043,72276,16647,10950,21110,34758,59242,65495,2658,17966,24745,10028.93,54.83,59.56000000000008
57787,62804,57603,58599,73215,36229,62577,8345,38241,47637,37495,47204,4439,8784.5,30.4,32.00999999999999
10968,65851,36147,36674,35928,62010,56452,58226,48687,4182,11225,32712,31254,10341.3,80.23,84.2500000000001
70189,4287,22713,44090,48560,4189,6824,27417,56758,45020,10170,20661,14946,10324.09,94.29,96.28000000000009
52383,71712,17785,60824,64819,9854,16783,9695,45927,68192,3994,24337,68868,8893.48,42.47,42.110000000000056
19700,24078,36923,19792,66495,74506,50896,29239,29045,73932,16495,54936,21388,7446.74,44.94,37.82999999999999
41484,31501,73533,75020,624,74568,50683,24660,42632,49949,68982,57795,1268,10329.85,231.52,264.3499999999993
52102,69571,72228,17860,30630,71293,48788,35638,24267,19583,21512,17607,50423,9610.08,37.47,37.329999999999984
9735,8004,1606,5226,61892,7763,15019,70815,13126,48184,4218,7848,71140,10325.24,222.69,234.3800000000001
29463,53325,29566,74095,38469,12152,61741,10131,75157,7708,22100,57401,15736,6423.98,19.91,20.729999999999997
14709,23304,6555,3982,55748,37621,33513,58113,30401,26495,70201,28043,36414,10332.02,86.9,86.83000000000001
1718,33415,69080,43381,67818,12278,4291,47454,48121,15351,29655,3671,47233,10323.66,135.12,141.37999999999994
44643,57098,6783,45089,18271,3984,1288,44065,8924,63561,338,60768,34563,10319.93,433.12,491.0799999999994
11471,35812,30175,17351,16506,54947,71535,23834,31845,50319,56242,73864,67838,7438.82,28.34,26.930000000000017
62971,35409,33182,17927,39197,4307,25235,58775,13726,23080,75505,14213,339,10225.87,53.31,53.51999999999995
67314,21032,15717,19921,51528,62088,63728,69572,70973,61662,28231,50902,20230,8245.61,23.9,23.32000000000002
60041,1397,44271,54734,33006,41859,17410,37458,48626,47563,29268,702,39966,10337.15,266.07,284.7599999999998
23153,10817,53431,30344,11694,25458,49860,53980,16496,19338,68131,6598,68194,10325.34,63.18,64.40000000000002
