n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
1857,3034,3075,1034,1582,5773,358,697,1121,2027,6645,4148,1715,3282,5258,248,3761,3992,3712,2019.8,384.29,445.1999999999999
3198,4054,4695,1574,6803,3298,733,3973,1918,6217,163,5743,2185,4261,3339,3885,3105,5947,931,2026.25,433.06,594.64
5430,2116,795,6670,516,3165,5080,6795,3090,882,5413,475,2772,1920,5663,704,4076,5322,4233,2024.67,479.75,651.9200000000003
1703,4763,6622,1164,4970,527,4421,306,4003,5749,1588,1214,7047,4742,3737,5971,4787,3646,2340,2023.25,357.95,427.24000000000046
4565,2922,7004,3490,1105,1296,6261,4925,799,4356,5653,2570,5751,2924,5274,6909,4052,4125,5111,2026.84,316.81,387.15999999999985
1619,2529,1230,2914,4331,2329,4176,5382,585,6620,7018,4156,5745,4464,1801,2819,1997,97,2422,2021.55,209.91,240.5600000000003
2811,1800,2185,275,3468,2087,3087,2444,6834,5778,3415,1435,5385,3246,952,1361,5432,6980,209,2023.28,300.92,370.4400000000003
1653,6278,1316,2457,954,108,6524,6261,3116,2800,6851,1393,4662,3568,1898,1139,3359,4620,3654,2021.93,88.58,92.56
3335,3423,656,4821,573,2365,5872,779,278,698,5433,872,6260,4267,4319,2950,1258,6616,4136,2022.28,589.65,836.8000000000001
3999,5801,1216,4951,515,1553,138,1150,2791,3164,5392,4699,989,6092,2452,2879,2665,2998,24,2019.82,827.87,1441.6400000000021
5290,6845,4087,1720,496,5056,271,6220,6623,6688,4751,1408,1456,2764,3531,3616,990,682,1642,2023.19,601.32,880.6799999999996
4959,1834,4073,6646,3876,6473,1265,3121,999,888,4757,5906,3708,5307,1035,5892,3600,4214,5943,2024.91,329.26,384.00000000000045
740,5861,3860,4619,3225,6688,2955,3730,1847,417,1617,400,3655,912,886,1730,5940,37,5802,2018.07,475.7,605.5600000000005
