n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
75211,10560,63574,34291,4826,59,19081,61637,48910,41862,2869,35743,64073,226.1,81.18,77.67711949179647
25966,54264,70556,70680,12348,25294,73848,72563,34802,11548,55666,43985,12207,36.69,20.81,21.453151097799047
47466,53732,32831,58354,12291,25842,38166,12786,5987,26328,47235,63793,25391,36.99,21.37,22.532850478289618
67456,75482,66019,3725,47366,32098,56320,39888,46842,15674,11755,65556,68847,96.14,32.42,32.757568322407955
26099,15312,35112,40931,25719,49782,63405,29194,18101,27510,68438,1641,24739,30.53,18.72,19.11140160819311
22169,2235,43635,73104,40124,49103,49467,69123,51008,37899,16624,64062,7054,76.69,42.03,40.92996974785529
24294,55428,52135,12580,57835,32153,11672,58472,58614,49809,10023,67723,55891,44.79,20.72,21.929112689547562
61725,39775,53616,11263,25184,34841,59160,63919,22561,2430,2866,70509,16186,83.81,56.8,56.804020438550026
32917,47323,24583,33595,65894,59183,43180,67747,33392,53814,55278,63622,35119,32.23,22.01,22.587153389619147
62221,62723,64490,18636,49476,65096,40065,61244,42387,48034,21368,49288,34839,18.26,14.46,14.709971250043605
41957,52203,63962,20733,38114,73381,811,58898,7484,23930,3946,74680,14698,139.73,31.92,33.021665347389835
48615,47449,65200,8162,25248,20235,35291,1942,55327,68794,64447,9937,61459,71.82,24.68,22.57616326973661
30417,13127,48616,47444,19000,31897,41723,18910,4938,12756,13819,5932,62636,43.42,21.66,26.7103149355304
60648,9043,4043,72276,16647,10950,21110,34758,59242,65495,2658,17966,24745,53.65,32.79,33.730123238244296
57787,62804,57603,58599,73215,36229,62577,8345,38241,47637,37495,47204,4439,22.65,15.56,16.521666805224466
10968,65851,36147,36674,35928,62010,56452,58226,48687,4182,11225,32712,31254,51.86,27.97,28.527909196255727
70189,4287,22713,44090,48560,4189,6824,27417,56758,45020,10170,20661,14946,180.85,102.01,102.15292751564807
52383,71712,17785,60824,64819,9854,16783,9695,45927,68192,3994,24337,68868,22.97,17.8,16.94728984383093
19700,24078,36923,19792,66495,74506,50896,29239,29045,73932,16495,54936,21388,32.16,23.03,22.97197309420462
