n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,71271,13365,75227,32680,1718,28407,53497,36632,113.74,42.05,41.727541928634494
23865,51044,20919,9428,18188,58305,16606,17333,232,696,27453,28243,21739,21821,37919,41110,26068,70677,26840,23811,25805,119.07,41.25,42.25831314947027
50229,39162,2827,47341,54382,21752,19097,34578,8537,43496,39499,443,44288,8653,40626,46576,40116,63012,41391,24218,63074,133.61,65.21,58.215703273457684
61936,23084,7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,75827,1189,59352,6124,23713,25758,15600,32255,60582,185.73,66.52,66.27361121228245
45138,67173,46503,68773,32885,60666,14162,48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,36133,71453,12068,115.87,42.27,43.36921773421772
40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,53200,4171,31108,45066,32795,59724,55280,19087,7301,82.73,37.16,36.83220306379202
4288,64692,43802,27139,17114,73930,17403,54240,13976,22127,56958,48889,19561,7703,55134,38641,18507,59395,22189,68445,59446,132.65,49.99,47.75859301070109
63983,41641,62789,35918,38144,61614,52925,19202,14753,49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,27.03,25.98,26.37759098785018
47359,8271,46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,62167,71695,32858,42717,35872,60678,37857,110.72,36.7,38.0836462253537
65581,46736,45597,35897,45296,53538,45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,10333,54608,57.26,36.62,36.24931050894465
22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,28709,23662,5486,61811,29654,21724,7096,17501,14526,41595,90.96,35.78,37.922768618000475
23795,63263,25344,71869,4673,54459,60991,46019,49846,9434,26786,31175,49022,86,45943,53133,36507,53745,15083,71728,49005,75.36,38.66,38.77934640437561
4726,72080,39502,12428,38703,71463,67193,44482,38429,46087,16929,54932,53640,73914,70567,48423,61272,18626,20548,50167,73906,44.18,30.16,30.49153416499041
62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,42656,73963,49263,56256,56581,29666,64672,38206,62858,84.75,37.82,38.17006191980585
49778,50317,20844,34055,39426,65051,32908,54459,2578,41831,40303,64455,37538,18781,62512,3116,15975,58126,32178,38417,5239,73.14,42.42,41.69238450800915
17883,51431,1730,62953,69804,73441,35885,31912,62164,4818,32199,64240,35086,20285,37451,38428,64522,62210,67924,15489,2119,85.3,52.61,53.33898274077927
16519,39412,37007,69926,44056,38905,69450,3488,60861,45844,47322,17364,4774,371,33085,72512,59718,14103,71511,25058,1908,134.87,62.94,53.75231062600865
56317,56063,75450,63160,50524,62353,51362,25751,38856,60959,8657,39800,422,56730,37533,61924,40756,18701,21685,62706,71971,42.66,31.4,30.66679376488678
65232,43350,70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,3349,43653,56273,9005,53118,63791,6408,16171,16037,51.92,28.41,29.04197170218914
28735,14569,17645,38337,57405,19625,23997,24285,54255,21126,8811,27936,5709,72811,14183,49702,9437,36683,7544,74855,75399,75.52,36.95,36.59565069184036
15512,52236,17607,1306,56579,11984,41231,64152,64170,46321,49046,7307,18118,38630,19806,74533,66301,38041,72730,72074,28913,107.03,43.85,44.26947905790887
34504,8281,72309,30884,33317,37151,67763,17534,30725,48655,59419,50974,23503,17194,2449,44774,11173,75133,4711,11950,16356,78.59,33.98,33.390105859881224
66383,59441,31271,51098,60638,62975,42373,14099,69560,3861,71054,50412,7033,19765,56273,29240,15214,10980,64414,27721,18319,52.41,34.54,35.02694780243254
49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,38785,56805,47476,67828,4764,75138,28164,23663,51840,8294,12713,33.84,28.81,28.576665570606348
4863,4347,24424,26529,25637,5171,64229,63044,45680,57,55966,61628,39393,56183,42370,61023,60541,13074,25113,20273,20845,314.05,94.26,93.54526098401766
9331,49104,50548,61559,19937,72360,33301,14448,36363,21173,37624,30823,4345,63181,4206,45127,48361,41427,7719,2849,59855,343.93,137.53,135.30943045840473
61830,20443,15455,42505,38155,59490,31450,21394,4395,26348,3267,75329,30208,10250,52569,47743,40873,24179,61346,47377,37112,178.52,47.85,47.87642735626069
