n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,840,548,96,374,596,59,931,519,219,38,161.56,55.96,56.36498308044535
88,444,428,71,246,92,564,434,60,846,579,126,970,228,645,642,596,145.12,48.53,49.193362729146926
970,63,590,599,406,50,999,226,47,570,879,136,296,429,147,553,120,136.06,49.04,49.22832420935579
584,315,573,835,698,185,105,595,584,654,192,381,99,560,729,64,577,130.98,44.79,48.192392663500385
61,633,210,508,696,544,437,795,321,476,599,945,464,370,306,254,813,127.68,45.19,45.20217917615659
184,715,798,249,83,588,307,537,506,896,351,746,459,294,623,74,120,130.21,52.05,51.2903559865823
524,428,168,775,350,155,955,500,431,40,985,684,79,782,571,586,808,132.87,48.99,49.61105745454347
896,837,321,348,711,358,608,508,593,816,467,70,860,95,967,276,485,106.89,40.96,40.79277885855951
713,680,66,62,748,718,317,662,591,697,841,456,291,733,395,908,684,119.62,41.03,40.61119676818807
355,23,963,472,363,172,625,119,505,60,223,786,294,132,756,253,407,160.46,60.09,61.3274155024514
400,938,892,508,82,170,459,411,562,284,904,140,838,440,884,563,285,123.25,42.27,43.45914534502732
723,425,367,699,905,389,980,236,154,84,180,154,237,674,238,12,496,139.32,52.24,57.44017101739991
851,603,186,269,288,4,149,429,547,378,624,579,326,975,128,707,879,127.09,47.05,46.84759875944606
527,973,632,670,692,757,55,467,921,891,798,974,895,696,817,572,401,118.78,41.73,41.907216763605376
407,408,403,106,493,649,410,63,195,68,213,451,166,112,348,615,53,137.12,53.11,53.68502405678458
104,0,580,154,549,103,971,372,628,26,72,895,212,628,385,152,649,149.51,58.05,59.461556802857274
258,978,355,616,372,485,125,118,869,499,477,491,495,319,87,147,104,133.95,47.66,49.02738177672156
767,350,758,271,490,848,708,165,528,23,210,973,974,540,370,150,706,140.5,52.27,52.47160016095597
556,936,27,776,540,305,658,884,93,712,865,267,530,375,930,171,364,115.38,43.2,43.643702299769465
790,228,545,554,797,514,337,651,228,627,830,807,776,873,199,825,245,100.22,37.56,39.812845561570924
837,410,757,822,232,204,530,504,364,748,29,28,809,286,483,265,198,143.25,53.15,52.52645309678739
709,619,979,352,457,827,959,740,357,977,997,373,82,225,104,232,481,109.31,43.77,43.02914168730932
201,345,209,494,639,921,624,860,1,490,931,668,352,818,658,86,854,133.86,46.32,47.36360410438445
676,122,931,397,801,728,768,204,489,910,182,444,808,651,340,88,820,120.32,43.24,43.204076379061505
968,994,739,405,474,411,761,969,86,742,162,174,130,28,154,604,926,138.02,51.68,52.514196917164334
476,825,671,149,626,846,610,485,673,959,358,159,561,561,134,21,14,162.65,64.79,68.04547183401274
818,994,743,665,105,539,767,956,142,444,892,199,845,894,216,28,257,142.72,47.73,48.74310390688327
217,299,513,246,782,600,333,265,557,429,854,134,62,931,757,362,919,125.07,45.65,45.79648098959591
469,678,597,834,925,529,430,846,939,899,513,133,544,155,536,522,19,122.75,48.62,47.27032265791392
893,450,795,187,623,4,794,818,153,176,144,484,633,742,123,569,63,128.92,50.41,50.58161064093787
333,698,530,543,568,494,803,795,108,904,573,58,254,195,283,43,790,144.74,50.86,53.0584382988855
100,519,463,575,28,778,915,934,64,453,333,627,996,517,620,524,204,124.93,46.46,48.75901668493657
709,283,463,520,546,826,489,519,964,253,715,535,897,897,964,950,265,107.93,35.55,40.096642173040344
944,572,914,965,207,860,458,140,426,124,401,452,323,74,687,246,438,134.46,45.76,46.09832582893268
74,217,685,310,802,125,918,795,158,962,733,658,676,374,146,259,904,110.24,43.08,43.17924062568057
140,990,478,224,764,975,96,407,906,498,166,683,852,229,165,723,441,115.29,44.18,44.17888132652958
527,413,347,431,200,365,326,94,739,374,19,346,567,469,451,720,18,165.18,58.42,60.09047829799348
393,339,529,638,302,524,983,65,115,940,807,234,995,897,107,86,271,125.99,49.09,49.659918405702214
278,40,927,797,185,276,773,132,839,432,869,933,692,838,968,264,415,131.45,46.08,44.852674438495846
152,549,941,527,584,506,717,334,91,285,58,818,704,187,435,916,74,136.71,52.94,51.830426542379115
275,960,17,649,90,820,266,85,622,876,227,68,270,883,124,464,11,170.99,69.72,70.21881649065162
347,566,427,948,937,274,636,132,44,539,726,244,960,112,992,165,268,126.15,45.63,45.110349719753536
51,185,206,954,319,643,312,543,777,210,296,456,512,688,182,277,355,132.56,48.26,47.97016238809488
822,18,256,37,15,18,750,517,564,194,526,486,251,957,457,108,674,163.81,58.99,71.60050900092062
838,665,442,672,506,559,854,910,402,993,518,315,704,220,235,350,203,118.6,41.87,42.83310391325926
852,903,723,746,651,143,414,355,55,857,132,14,72,640,758,900,261,171.86,65.42,67.06137510244592
441,167,56,86,681,861,390,891,518,686,994,288,613,248,709,300,46,146.04,50.63,51.5156973470708
470,189,161,275,456,3,269,372,984,336,995,560,331,250,35,988,903,137.82,54.3,56.267095868759625
316,223,365,187,1,343,390,85,486,285,514,671,205,254,516,794,5,149.85,53.6,55.53584057574259
93,270,836,91,147,409,600,42,403,23,306,311,644,238,86,599,980,178.2,62.96,63.77748933990794
541,873,768,158,673,914,733,802,900,610,398,782,333,737,506,153,290,106.15,40.79,39.82229759998619
741,633,658,148,44,844,855,732,913,525,642,439,751,717,831,517,142,122.64,41.84,42.46392438714448
931,536,770,516,582,854,832,823,16,846,702,598,817,914,728,699,979,126.22,44.55,44.14587642421943
709,658,235,87,31,42,136,652,369,982,107,385,855,462,571,51,642,156.62,57.58,58.45658029101387
19,641,544,697,250,501,270,3,467,816,71,766,954,515,919,548,94,160.45,58.3,57.912976888283154
675,538,67,763,754,485,258,828,76,866,271,240,746,774,210,236,757,124.66,46.98,47.51857610973963
665,999,471,505,865,391,78,490,932,700,294,785,47,631,647,658,203,117.97,45.64,46.10186027430869
79,614,150,339,260,667,761,709,311,636,581,136,12,493,62,497,275,167.58,58.73,58.90594205040444
995,688,101,708,222,691,501,297,725,528,292,475,477,477,785,121,915,113.93,39.3,42.012957816530104
562,204,319,87,958,484,17,296,469,78,839,518,991,460,275,396,214,154.65,57.64,61.25868330054469
938,968,952,215,76,595,92,145,765,536,268,975,368,135,617,839,646,128.35,45.12,45.43272148135641
520,286,908,115,720,373,236,509,919,897,497,403,25,162,3,972,503,171.13,56.51,57.891056097243535
697,461,415,309,744,144,426,352,385,323,123,860,339,1,332,768,346,127.23,45.65,45.411881146144715
859,407,122,962,948,200,730,12,923,757,296,259,381,66,402,399,890,146.36,51.36,51.4412449468864
603,78,369,947,438,773,281,874,49,287,104,52,854,677,292,650,958,124.37,49.48,50.06404773060422
152,255,994,272,446,523,323,194,791,382,803,979,438,905,29,831,779,133.12,46.11,46.74663225485144
646,409,935,896,963,567,562,208,736,82,50,955,749,420,461,629,770,110.66,44.37,44.847018544799006
141,659,890,293,497,50,933,949,563,130,174,483,424,351,288,304,261,123.84,47.4,46.53885145666909
756,756,999,668,266,415,671,244,308,494,570,684,403,122,171,658,165,115.77,40.57,43.576594570349165
76,212,512,927,831,509,563,225,463,928,340,777,460,437,142,560,197,128.09,45.03,46.036340495180745
249,92,178,350,569,93,326,244,377,264,828,583,206,908,20,767,891,136.34,53.4,55.16748054643102
422,392,423,763,536,215,385,276,346,770,63,510,284,588,990,368,128,122.34,44.12,43.4351243998016
703,515,541,644,809,883,868,221,94,277,918,254,393,409,661,456,442,110.72,40.14,40.34280155783107
976,319,869,833,893,991,22,130,33,435,726,782,917,823,484,991,601,147.99,52.61,55.660506683504394
501,0,74,400,952,949,950,845,540,875,479,995,459,254,801,111,229,131.79,48.41,49.15030873800789
158,155,534,995,698,111,964,845,739,717,662,866,783,916,468,87,564,129.18,44.7,44.64238326838566
795,40,1,801,128,238,583,941,38,660,732,311,985,131,641,257,540,137.79,52.15,53.24827412964042
651,447,715,782,114,101,72,307,537,966,596,196,397,267,228,809,615,145.65,46.84,48.02465598602328
1,10,550,308,471,285,981,323,660,859,904,248,486,538,240,560,252,137.72,47.43,48.89442866121641
29,983,421,721,665,314,56,22,198,510,906,690,662,430,83,263,233,165.64,61.15,61.81051765542293
683,434,947,379,232,504,34,712,346,735,430,371,698,405,202,6,816,152.93,48.09,48.59684845832708
299,756,865,516,69,210,507,993,205,319,784,839,198,236,476,226,271,139.75,51.94,51.758151649102146
778,910,302,111,974,638,507,624,191,917,228,496,427,932,681,57,971,133.69,49.43,48.52960139670654
609,149,944,402,55,218,24,997,610,145,425,53,726,61,188,402,460,168.81,58.78,64.33669344033386
919,729,904,321,750,115,81,953,169,337,195,189,668,958,537,764,478,136.41,45.92,45.74529807453835
32,319,680,742,387,859,382,339,453,173,111,2,80,286,82,359,430,167.75,62.26,62.677268894418845
978,906,126,574,987,777,212,389,365,787,841,316,841,823,442,89,50,121.73,40.31,43.72156220205653
722,484,200,381,554,941,457,197,331,372,755,918,485,31,646,420,253,126.45,45.28,47.02882059646484
831,640,785,414,41,384,35,475,64,822,942,63,263,199,765,64,920,136.06,48.4,54.317179089680636
620,347,371,278,343,980,976,631,44,268,764,733,706,324,946,282,304,124.91,43.26,43.67929080866342
3,738,773,609,938,824,649,969,965,66,24,845,239,109,486,732,979,156.93,61.03,60.27400044350408
476,976,794,395,808,257,935,440,834,505,135,950,508,187,8,821,953,124.87,44.29,44.94651054903971
756,310,842,708,791,154,621,241,335,881,327,471,370,802,801,610,80,125.86,45.83,45.90831244425058
524,202,401,770,163,253,417,66,665,34,493,565,557,333,164,436,904,103.8,44.01,45.23736814893995
107,73,271,639,86,213,98,431,510,726,995,457,177,239,136,426,471,147.12,53.22,55.99430839390205
635,912,690,240,765,551,867,792,680,777,124,798,861,300,300,286,580,102.06,34.87,38.378560229135104
274,381,260,755,266,203,449,253,190,251,241,157,288,905,929,592,192,131.58,43.29,45.794601161715605
334,66,405,257,251,519,538,236,665,827,102,669,475,37,104,4,486,152.26,56.33,56.17463146686504
904,838,236,860,459,936,382,41,897,300,238,122,51,194,614,996,847,119.7,44.55,45.29831201008513
597,198,952,76,381,524,886,182,459,617,266,793,796,680,968,6,108,131.55,46.88,47.70903488479478
