n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,3843,2124,4512,1919,1654.57,160.31,174.31000000000026
1570,5874,3852,4431,6852,4502,3902,3253,5235,7053,1233,1899,5200,1242,7111,4285,3194,1647.56,85.96,86.66000000000005
6072,124,5500,6367,524,1305,6211,4842,350,2467,6390,254,6746,7090,2207,3872,4872,1661.86,169.73,187.35999999999981
5888,3175,5850,6456,3497,3235,5964,6561,4726,3642,1098,2994,798,293,1113,4054,1777,1663.67,106.96,105.85000000000005
2113,5505,3573,6381,5133,7006,2466,3450,4155,6827,3161,4702,2874,4375,4792,3338,4786,1665.51,85.69,85.84000000000006
1903,2758,5586,234,7015,2291,4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,1629.22,55.77,56.86000000000005
5847,5369,1729,5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,2818,6558,1659.01,63.37,64.59000000000007
545,3362,1235,164,2407,3499,6297,3401,974,362,4956,5034,6239,368,3094,5885,4803,1660.71,89.22,93.96000000000006
2711,4512,2286,4140,1932,295,2536,59,630,885,4913,4387,257,1616,3341,2388,5000,1668.35,199.8,216.22999999999993
2157,1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,3771,4260,3163,5274,7101,1631.03,63.2,62.12000000000002
4879,5578,4581,840,5080,6647,4153,2222,3532,5196,5900,5862,1946,2466,3583,2115,4269,1667.6,86.34,86.20000000000012
2482,4492,2776,93,6458,3401,4751,2579,164,3084,5044,4826,5178,1091,492,5189,5139,1665.8,107.6,115.84000000000012
2723,3819,2891,5564,2888,4987,5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,1662.49,71.41,72.61000000000001
5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,6210,3024,6912,4879,2163,2460,6449,1471.08,43.18,41.46000000000003
3089,859,6326,6660,220,4663,5601,6022,1076,2539,4096,1823,5355,6584,2206,1955,2685,1658.29,234.48,247.73000000000016
1535,5554,3565,5321,5718,794,834,4921,2637,2734,5529,6828,1838,3591,6633,7008,1386,1659.21,214.77,244.28000000000003
654,2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,2581,6609,6850,1657.72,207.85,245.06000000000043
6868,4709,1503,7075,2282,2786,6612,6782,5258,700,6604,5073,2828,4829,1062,3451,2391,1664.44,118.31,123.42000000000007
4246,6503,6962,2221,3806,2837,5195,3415,2378,3438,4655,3354,291,3385,1277,1634,38,1665.06,186.53,206.49000000000018
3910,6820,5100,4179,3558,4578,5875,1819,264,6107,3741,6854,6171,5431,6127,4251,2367,1663.29,143.54,155.02000000000012
4455,2794,1863,7057,557,7028,4822,2351,983,6637,2003,369,287,6577,5682,4196,1625,1661.3,179.4,191.20999999999984
3521,4726,404,107,3940,6105,989,1407,4122,2456,1958,5430,162,4300,4399,3389,436,1651.21,113.48,120.70000000000017
5014,930,2796,1027,2068,7058,4431,3909,6648,6408,502,2882,1808,1616,1001,4379,6691,1659.27,180.75,197.8000000000002
