n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,2,743,779,523,181
5,1000.0000,654,582,583,181,92
5,1000.0000,2,582,787,215,759
5,1000.0000,2,779,787,215,759
5,1000.0000,2,582,787,278,487
5,1000.0000,360,779,799,181,92
5,1000.0000,654,582,583,181,92
5,1000.0000,2,582,799,787,353
5,1000.0000,602,360,11,215,759
5,1000.0000,2,779,583,787,759
5,1000.0000,2,582,787,215,353
5,1000.0000,438,779,787,759,215
5,1000.0000,2,743,779,787,181
5,1000.0000,2,743,779,787,181
5,1000.0000,654,582,583,787,353
5,1000.0000,2,743,787,181,92
