n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,129.36,17.68,16.479999999999993
49,74,840,548,96,156.97,26.06,30.119999999999983
374,596,59,931,519,120.9,13.43,13.040000000000003
219,38,88,444,428,145.33,18.74,19.160000000000004
71,246,92,564,434,131.59,17.09,16.360000000000007
60,846,579,126,970,117.3,14.82,16.0
228,645,642,596,970,94.75,12.18,12.64
63,590,599,406,50,146.2,19.07,18.599999999999994
999,226,47,570,879,126.79,19.12,20.239999999999995
136,296,429,147,553,96.07,12.37,12.040000000000001
120,584,315,573,835,119.04,13.19,12.96
698,185,105,595,584,118.57,14.35,14.200000000000003
654,192,381,99,560,126.14,18.98,20.71999999999999
729,64,577,61,633,101.87,14.58,15.24
210,508,696,544,437,130.96,20.56,19.879999999999985
795,321,476,599,945,83.47,11.79,11.400000000000002
464,370,306,254,813,106.43,14.61,15.199999999999992
184,715,798,249,83,115.03,15.86,16.72
588,307,537,506,896,104.45,13.74,13.04
351,746,459,294,623,107.48,13.03,12.440000000000001
74,120,524,428,168,134.68,23.45,23.839999999999986
775,350,155,955,500,110.38,12.71,13.560000000000002
431,40,985,684,79,131.27,19.97,20.279999999999994
782,571,586,808,896,109.64,11.87,11.320000000000002
837,321,348,711,358,101.28,12.49,12.0
608,508,593,816,467,91.35,17.69,18.079999999999984
70,860,95,967,276,96.61,13.47,13.320000000000002
485,713,680,66,62,93.88,16.87,15.959999999999994
748,718,317,662,591,135.21,18.54,20.23999999999998
697,841,456,291,733,76.29,10.07,9.44
395,908,684,355,23,153.95,25.22,24.39999999999999
963,472,363,172,625,105.43,11.23,11.64
119,505,60,223,786,132.96,17.15,16.28
294,132,756,253,407,118.19,18.16,18.159999999999993
400,938,892,508,82,142.94,22.36,23.119999999999987
170,459,411,562,284,126.93,13.43,13.920000000000003
904,140,838,440,884,125.23,13.55,14.440000000000003
563,285,723,425,367,119.58,17.23,20.079999999999984
699,905,389,980,236,69.88,10.2,10.92
154,84,180,154,237,108.64,18.23,20.800000000000004
674,238,12,496,851,141.84,24.45,23.75999999999999
603,186,269,288,4,156.39,35.14,36.43999999999998
149,429,547,378,624,105.2,13.11,12.880000000000004
579,326,975,128,707,127.21,17.42,17.599999999999994
879,527,973,632,670,107.09,13.54,12.840000000000002
692,757,55,467,921,109.4,10.79,11.4
891,798,974,895,696,80.56,10.77,10.56
817,572,401,407,408,124.44,16.86,16.79999999999999
403,106,493,649,410,111.98,15.44,14.28
63,195,68,213,451,139.85,19.63,21.159999999999997
166,112,348,615,53,133.04,17.28,16.000000000000004
104,0,580,154,549,166.87,35.64,39.19999999999998
103,971,372,628,26,131.65,21.75,22.04
72,895,212,628,385,128.94,21.58,20.359999999999996
152,649,258,978,355,112.48,15.67,13.56
616,372,485,125,118,121.37,16.44,16.0
869,499,477,491,495,87.85,10.68,10.4
319,87,147,104,767,131.37,15.36,14.999999999999998
350,758,271,490,848,80.87,12.68,12.24
708,165,528,23,210,154.98,28.12,29.479999999999983
973,974,540,370,150,92.35,10.56,11.840000000000002
706,556,936,27,776,135.56,19.49,20.72
540,305,658,884,93,112.25,18.66,20.039999999999985
712,865,267,530,375,98.0,16.15,15.559999999999992
930,171,364,790,228,103.76,15.85,13.920000000000002
545,554,797,514,337,119.89,16.04,16.999999999999993
651,228,627,830,807,105.83,13.47,13.960000000000003
776,873,199,825,245,105.6,12.62,12.440000000000001
837,410,757,822,232,83.15,11.39,11.759999999999998
204,530,504,364,748,134.44,19.96,20.999999999999986
29,28,809,286,483,142.24,23.39,25.07999999999999
265,198,709,619,979,118.9,17.58,16.28
352,457,827,959,740,114.52,15.77,17.599999999999987
357,977,997,373,82,107.92,14.8,14.84
225,104,232,481,201,118.91,13.49,13.92
345,209,494,639,921,114.43,15.94,17.399999999999995
624,860,1,490,931,92.52,11.94,11.920000000000002
668,352,818,658,86,115.86,14.99,15.439999999999994
854,676,122,931,397,112.67,13.49,12.840000000000003
801,728,768,204,489,110.53,15.8,15.64
910,182,444,808,651,118.0,15.09,14.8
340,88,820,968,994,114.87,12.31,12.200000000000003
739,405,474,411,761,107.79,17.62,16.159999999999993
969,86,742,162,174,119.74,13.56,14.240000000000002
130,28,154,604,926,134.53,20.35,20.07999999999999
476,825,671,149,626,83.6,10.26,10.440000000000001
846,610,485,673,959,101.68,15.19,14.999999999999993
358,159,561,561,134,126.74,16.98,21.279999999999994
21,14,818,994,743,163.65,26.13,27.240000000000006
665,105,539,767,956,110.86,16.22,16.199999999999992
142,444,892,199,845,147.18,21.27,22.999999999999986
894,216,28,257,217,143.12,21.85,24.19999999999999
299,513,246,782,600,113.23,13.39,14.120000000000001
333,265,557,429,854,105.02,12.77,12.24
134,62,931,757,362,141.51,22.54,23.43999999999999
919,469,678,597,834,86.16,10.84,11.040000000000001
925,529,430,846,939,108.18,10.99,11.560000000000002
899,513,133,544,155,125.27,17.08,17.08
536,522,19,893,450,138.13,21.59,21.199999999999996
795,187,623,4,794,162.35,31.04,31.479999999999997
