n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,1336.33,23.09,23.940000000000012
660,3973,6244,1303.71,19.45,22.45000000000005
2143,301,3,1153.31,13.3,14.139999999999988
1192,5429,4804,712.48,7.37,6.750000000000002
3852,6223,6019,1254.33,26.32,26.93999999999997
3056,2616,6308,531.75,6.98,6.909999999999998
179,2233,4004,1246.15,18.79,17.100000000000012
6569,1622,5978,363.77,10.41,13.769999999999909
3391,4409,4417,1626.86,51.21,52.65999999999998
5587,771,1580,1648.16,52.43,57.110000000000056
4615,4535,5730,923.95,12.69,11.460000000000019
6595,5971,2175,250.82,4.74,4.619999999999999
5430,6581,4997,1059.23,24.0,26.209999999999944
5617,721,6916,1650.95,54.48,57.08000000000006
3479,2749,762,664.1,20.0,16.96000000000006
2966,6555,3358,234.67,4.26,4.65
6592,2051,3647,150.66,3.35,3.3200000000000003
5731,768,6189,1643.12,112.17,112.66999999999992
1615,5740,5201,1651.57,163.24,182.17999999999978
6524,2385,799,136.45,4.06,4.15
374,4821,1645,1619.43,36.02,37.75000000000006
6782,5369,2952,1533.95,24.34,24.620000000000008
3987,6821,1586,1628.97,67.16,78.35000000000002
4216,4717,5280,3.4,3.3,3.3200000000000003
5717,6598,4126,382.07,6.98,6.660000000000009
232,5189,2960,709.49,7.52,7.609999999999994
2006,4929,3520,186.47,4.29,4.429999999999997
2493,2927,4826,3.31,3.35,3.3000000000000003
979,734,4097,1655.16,149.63,162.98999999999992
5559,4302,1631,1117.98,14.79,15.64999999999999
957,4982,5429,808.63,8.24,7.67
2194,2558,5890,516.22,6.84,6.619999999999996
1607,3111,3962,1159.21,15.75,18.320000000000068
1824,1131,4893,348.26,7.79,7.29
1719,6832,7090,1532.24,33.2,31.62000000000005
5719,4277,102,1617.62,61.56,63.51000000000002
1546,6373,1385,1649.81,67.1,67.20000000000005
139,5308,2727,381.85,7.83,7.820000000000006
4569,5499,5081,616.98,7.47,7.1199999999999966
5067,2507,3068,384.34,7.34,7.370000000000011
3091,4320,3188,1648.83,60.6,64.32000000000009
2368,1039,5560,878.21,32.82,23.329999999999956
4003,440,1518,531.78,5.12,5.929999999999996
3464,4865,6113,840.86,15.71,13.810000000000034
3258,786,3614,1644.88,66.36,73.70999999999992
2009,6600,729,494.95,4.98,5.500000000000001
4941,5490,3654,613.03,6.67,7.249999999999997
3663,6421,6809,1506.53,23.53,25.790000000000006
3113,6521,626,250.79,4.29,4.220000000000001
4232,3493,3857,1636.65,46.95,50.250000000000036
2485,5780,6689,3.21,3.24,3.2
3351,703,1574,69.88,3.86,3.660000000000001
6115,5572,2177,762.46,9.33,10.0
3697,3994,5919,1384.94,18.86,20.850000000000012
6422,1410,151,3.22,3.25,3.2
179,4406,1011,1648.71,93.56,97.75000000000006
2057,4828,6568,907.93,14.58,14.09000000000001
2957,1536,2099,1285.0,31.06,28.840000000000096
4118,3698,2698,648.42,14.35,12.860000000000058
4234,2087,3363,482.71,6.17,6.0799999999999965
3454,5014,3976,829.98,7.76,8.479999999999995
2194,4935,3888,565.38,6.99,6.519999999999996
5376,3920,4030,53.11,3.35,3.3700000000000006
1164,5908,3092,1551.12,37.59,38.9700000000001
4068,2504,5197,1104.89,12.82,11.960000000000004
6592,3827,2649,282.31,4.63,4.769999999999998
3002,5400,1335,613.75,8.34,9.72000000000001
5074,3080,5688,133.8,3.62,3.5100000000000002
4940,2177,2622,1535.34,30.15,31.37000000000001
5292,3262,3997,778.28,8.78,8.679999999999994
5974,6499,1295,990.31,13.23,11.230000000000004
6780,2382,4586,463.75,6.98,6.159999999999997
50,5110,3681,1601.03,58.58,58.1400000000001
467,1495,246,1433.01,30.26,30.460000000000022
4996,6337,4667,745.28,13.21,13.220000000000029
918,5587,5886,1270.26,18.43,18.13000000000002
3038,2965,4075,218.29,6.37,6.520000000000009
6991,4831,510,547.65,7.59,8.160000000000018
1578,1264,2205,1650.17,65.38,68.73000000000008
5025,121,3457,725.55,9.45,8.560000000000015
6604,6408,6554,1389.6,24.46,29.29000000000001
6664,4299,4027,798.43,11.15,9.760000000000005
621,3841,1901,1087.9,15.39,14.259999999999986
820,3038,2965,86.26,4.01,3.91
1187,5578,5124,1653.1,47.08,56.21000000000014
1993,4969,2607,100.33,3.58,3.650000000000001
1181,308,5144,136.34,4.12,4.849999999999998
5473,797,5848,1384.18,34.0,30.600000000000037
863,370,5288,3.0,3.0,3
3914,3790,5931,448.22,4.96,5.209999999999997
565,5154,252,1628.03,68.83,71.42999999999998
5745,4517,1040,810.75,8.01,8.17
5051,6821,684,1402.14,24.62,22.73000000000004
1319,5063,5170,647.12,5.54,6.109999999999998
2172,6868,5359,1205.94,12.04,13.560000000000002
3702,4093,5683,793.78,11.55,10.14
166,6482,5221,779.78,11.54,12.630000000000027
1122,6703,1546,1403.64,30.05,29.710000000000022
3611,3925,6377,1403.91,30.94,29.990000000000038
3600,3662,4575,251.42,3.84,3.82
