generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 2, 31.38, 31.53, 31.455, 31.455, 0.07500000000000107,1.0,0,[1.e-300 1.e-300 1.e-300]
1, 2, 31.46, 31.53, 31.495, 31.495, 0.03500000000000014,0.09999999999999998,0.0,[1.e+000 1.e+000 1.e-300]
2, 2, 31.53, 31.73, 31.630000000000003, 31.630000000000003, 0.09999999999999964,0.09999999999999998,0.006343165239454465,[1. 2. 1.]
3, 2, 31.67, 31.73, 31.700000000000003, 31.700000000000003, 0.02999999999999936,0.09999999999999998,0.0,[2. 2. 2.]
4, 2, 31.63, 31.73, 31.68, 31.68, 0.05000000000000071,0.09999999999999998,0.0,[2. 4. 2.]
5, 2, 31.4, 31.73, 31.564999999999998, 31.564999999999998, 0.16500000000000092,0.6555555555555557,0.0,[2. 5. 3.]
6, 3, 31.56, 31.82, 31.73, 31.703333333333333, 0.10780641085864223,0.06666666666666665,0.0028364323983611677,[2. 7. 3.]
7, 2, 31.46, 31.82, 31.64, 31.64, 0.17999999999999972,0.1333333333333333,0.0,[2. 8. 4.]
8, 2, 31.52, 31.82, 31.67, 31.67, 0.15000000000000036,0.06666666666666665,0.0,[2. 9. 5.]
9, 2, 31.72, 31.82, 31.77, 31.77, 0.05000000000000071,0.6555555555555557,0.0,[ 2. 10.  6.]
10, 3, 31.55, 31.82, 31.57, 31.646666666666665, 0.12283683848458841,0.5277777777777777,0.0,[ 2. 10.  8.]
11, 4, 31.51, 31.87, 31.675, 31.6825, 0.16361158271956144,0.12222222222222223,0.0015713387806411286,[ 2. 11. 11.]
12, 3, 31.62, 31.87, 31.65, 31.713333333333335, 0.11145502331533705,0.09999999999999998,0.0,[ 2. 12. 12.]
13, 3, 31.47, 31.87, 31.84, 31.72666666666667, 0.18190351532856414,0.1333333333333333,0.0,[ 2. 13. 13.]
14, 3, 31.5, 31.87, 31.56, 31.643333333333334, 0.16213848676020481,0.5111111111111111,0.0,[ 2. 13. 15.]
15, 4, 31.55, 31.87, 31.615000000000002, 31.662499999999998, 0.12316147936753616,0.44999999999999996,0.0,[ 2. 16. 16.]
16, 5, 31.3, 31.87, 31.58, 31.580000000000002, 0.18363006289820855,0.41999999999999993,0.0,[ 5. 16. 17.]
17, 6, 31.61, 31.87, 31.700000000000003, 31.721666666666664, 0.09136313382443831,0.36031746031746026,0.0,[11. 16. 17.]
18, 7, 31.46, 31.87, 31.63, 31.63, 0.11625096005747951,0.3571428571428571,0.0,[15. 18. 17.]
19, 8, 31.48, 31.87, 31.619999999999997, 31.6425, 0.1414876319683104,0.3194444444444444,0.0,[15. 25. 18.]
20, 9, 31.38, 31.87, 31.53, 31.574444444444445, 0.13985000783467325,0.28962962962962957,0.0,[15. 33. 18.]
21, 10, 31.49, 31.87, 31.575, 31.621999999999996, 0.1160000000000003,0.2787878787878787,0.0,[16. 40. 20.]
22, 11, 31.3, 31.87, 31.56, 31.552727272727278, 0.13430568315944666,0.29898989898989903,0.0,[26. 40. 20.]
