n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,173,753,828,685,27.3,20.85,20.770000000000003
874,315,257,620,217,621,36,595,697,162,441,653,402,27.96,22.08,22.58000000000001
822,740,880,521,972,380,557,958,455,514,274,922,36,30.78,21.9,21.930000000000007
891,28,372,476,954,326,929,389,433,913,905,538,168,34.83,23.52,24.549999999999994
573,181,241,236,24,180,332,177,139,522,522,368,526,31.63,24.14,25.230000000000008
690,573,186,915,456,815,424,752,537,928,930,781,372,25.34,18.8,19.010000000000005
808,607,362,370,879,984,456,165,977,772,409,732,756,22.62,18.49,19.250000000000007
472,670,543,255,501,285,947,510,512,527,851,815,362,27.63,20.05,20.620000000000005
677,904,465,921,924,472,359,581,743,942,570,741,467,24.98,18.03,19.120000000000005
498,674,227,963,332,834,716,855,170,897,929,631,274,25.05,18.96,19.260000000000005
791,933,491,316,310,980,818,723,851,516,575,530,519,22.09,19.53,18.94
667,630,602,416,319,748,212,500,524,375,956,700,638,32.24,23.3,22.890000000000004
903,77,803,840,349,743,8,929,834,195,762,108,60,31.79,24.31,23.840000000000003
588,668,50,279,605,232,698,896,937,108,772,534,139,28.7,21.57,20.880000000000003
874,272,250,844,215,966,901,61,433,919,734,777,32,27.2,21.32,21.910000000000007
58,371,368,176,255,688,24,84,117,977,69,25,41,43.63,29.97,31.869999999999997
746,940,21,382,261,130,832,958,160,752,188,535,708,30.49,22.81,22.930000000000003
1,394,603,44,813,253,155,994,37,4,352,960,630,43.62,30.4,29.659999999999997
642,760,765,115,292,345,500,31,315,459,564,784,619,28.79,20.87,20.820000000000007
757,46,923,270,773,411,883,636,722,157,484,981,230,27.96,21.31,21.869999999999997
95,676,703,323,858,104,24,458,807,895,970,130,530,33.5,23.49,24.410000000000004
598,799,402,498,527,335,147,895,982,349,265,268,620,25.6,21.08,20.530000000000005
993,429,668,18,716,571,982,143,686,58,259,34,134,38.94,27.36,27.200000000000003
165,174,98,464,650,237,520,938,725,956,32,252,238,31.32,24.28,23.790000000000006
731,455,75,256,82,605,233,639,810,819,638,726,368,27.62,20.4,21.180000000000003
262,700,433,285,538,768,4,154,36,393,418,164,113,41.3,29.75,30.19
524,741,89,246,104,102,20,186,768,237,107,222,25,38.65,27.5,28.150000000000002
533,685,475,464,317,548,657,389,217,701,928,778,986,26.62,20.26,19.380000000000003
215,746,825,444,435,523,21,595,605,52,902,428,951,29.26,22.59,23.1
537,595,185,942,96,679,821,491,374,19,531,983,943,28.96,23.16,22.720000000000002
121,625,375,296,706,954,381,315,19,895,701,422,103,29.77,23.99,24.2
107,313,203,860,793,688,845,16,831,462,61,420,652,32.6,23.43,24.430000000000007
497,474,213,910,602,628,75,5,291,24,381,313,957,34.14,24.43,26.55
740,78,224,773,502,196,118,585,382,401,733,474,143,26.41,19.69,19.490000000000006
771,353,404,908,124,260,124,125,82,631,870,342,656,31.71,22.08,24.2
400,982,217,709,107,25,633,674,481,795,44,740,722,35.05,24.4,23.66
509,297,366,982,468,144,817,383,275,495,538,886,489,32.1,21.73,22.67
736,977,745,823,429,954,503,856,696,303,404,237,160,29.56,21.28,22.009999999999998
500,610,265,561,437,712,695,715,940,86,599,745,837,23.64,19.28,19.200000000000003
589,98,72,364,180,558,150,825,426,919,68,817,88,32.31,21.76,22.760000000000005
933,916,697,829,663,38,131,997,303,399,237,725,686,26.69,20.13,20.34
906,697,337,449,176,536,293,114,159,553,972,992,773,28.08,21.77,21.870000000000005
433,98,336,528,254,732,526,263,173,916,161,472,970,27.75,21.17,21.67
720,240,413,895,367,801,782,587,746,148,477,451,736,33.75,23.97,24.239999999999995
30,829,609,392,902,754,184,402,522,54,494,280,414,30.97,21.15,21.730000000000004
259,727,748,959,422,722,663,483,368,985,560,338,730,28.66,19.83,20.6
763,933,674,83,779,839,872,743,230,545,636,192,412,27.82,20.52,20.990000000000006
835,682,391,902,650,936,11,320,475,536,728,928,904,31.26,22.67,23.87
477,665,181,835,96,17,412,965,221,746,582,620,395,30.57,23.48,24.64
927,220,905,995,102,399,835,571,785,820,204,280,762,26.99,20.49,19.830000000000005
943,600,594,196,501,823,626,141,8,627,694,444,493,31.29,23.85,24.110000000000007
259,525,579,177,478,729,209,995,989,778,74,358,3,46.39,35.23,35.769999999999996
927,497,545,857,685,674,67,772,605,496,947,690,944,24.34,18.13,18.370000000000008
342,470,273,898,514,471,28,81,628,772,355,177,777,31.46,24.07,25.05
768,961,803,414,261,691,640,806,853,884,736,138,55,28.9,21.52,21.61
166,511,390,475,691,301,159,10,289,570,478,990,1,32.87,24.56,24.76
375,34,550,870,391,577,453,209,891,692,315,510,664,32.03,21.62,22.240000000000002
136,495,706,551,728,936,309,78,264,844,320,311,341,28.13,20.96,20.76
661,971,814,319,669,658,402,530,860,942,95,520,648,26.59,20.88,21.469999999999995
215,400,610,543,868,871,153,817,516,643,91,315,41,36.52,25.21,25.78
238,972,468,574,237,535,284,62,980,114,114,691,838,27.59,21.21,23.450000000000006
806,388,877,373,218,326,364,79,342,468,371,170,509,31.26,23.52,23.63000000000001
452,890,298,472,916,137,943,735,452,654,221,951,279,26.93,18.04,20.640000000000004
334,162,101,909,243,480,194,770,694,866,382,189,364,25.55,19.98,20.3
143,814,138,238,275,827,563,648,387,409,827,843,767,24.45,18.49,19.850000000000005
350,287,899,737,948,609,514,594,706,749,971,328,760,26.57,20.66,20.93
409,769,730,890,721,958,647,771,992,733,298,544,637,25.29,18.37,19.38
652,686,74,376,315,404,495,178,264,980,922,362,451,30.37,23.49,23.439999999999994
488,89,915,945,190,322,983,388,130,991,28,106,359,31.22,23.62,23.32
171,367,78,939,899,904,749,779,667,446,8,555,328,32.13,23.64,23.060000000000002
242,844,853,608,399,554,291,480,653,922,154,368,323,31.44,22.95,23.070000000000004
206,948,510,97,994,145,802,209,339,257,144,430,369,31.61,21.25,22.420000000000005
256,91,350,192,252,724,245,745,625,47,344,962,381,33.67,24.8,24.260000000000005
663,786,626,63,882,147,181,871,64,440,454,797,278,27.66,21.17,21.22
135,328,535,590,865,119,346,663,786,727,625,980,404,29.7,21.16,21.03
233,55,401,784,485,501,634,892,324,557,857,636,611,28.31,21.61,21.580000000000002
92,602,522,551,680,507,410,860,708,465,173,421,395,25.81,19.48,20.310000000000002
537,463,47,899,110,462,605,131,121,959,943,696,512,31.03,23.33,23.43
937,179,79,402,313,468,817,724,9,259,108,684,359,39.32,29.01,29.040000000000003
225,177,25,150,437,685,94,344,994,839,664,476,50,28.12,22.3,23.280000000000005
878,920,486,247,66,493,142,572,31,141,712,514,555,30.07,22.6,22.480000000000004
61,49,204,559,940,6,841,833,535,345,698,541,896,36.31,28.35,27.790000000000013
244,143,380,503,1,134,553,119,252,110,477,216,817,31.78,21.8,23.060000000000006
54,630,220,641,388,344,637,663,879,403,925,957,734,31.88,22.82,22.750000000000004
537,519,799,938,691,166,523,107,853,837,155,642,980,30.44,21.01,20.94
215,177,386,206,304,348,441,147,437,133,407,321,816,30.45,23.37,23.60000000000001
306,830,101,575,102,484,278,291,540,783,500,286,234,27.58,20.9,21.480000000000004
430,719,140,715,560,674,106,31,616,564,769,206,217,28.34,21.38,21.410000000000007
199,400,593,40,660,141,640,24,760,268,719,739,486,29.07,22.0,22.550000000000004
552,48,754,790,881,842,229,855,147,612,320,39,705,28.28,21.52,21.490000000000006
200,110,143,651,710,557,938,190,781,978,94,703,920,24.45,19.4,19.480000000000004
889,475,644,298,986,213,161,843,332,717,839,283,870,24.73,19.53,19.620000000000005
924,530,582,69,422,919,425,683,737,34,466,304,675,27.5,22.06,22.38
882,124,651,719,751,278,966,932,16,219,428,341,267,28.05,21.24,21.700000000000006
550,745,401,607,538,765,945,913,205,440,790,131,709,25.88,20.46,20.75
174,805,895,458,892,465,993,354,392,484,627,260,629,32.62,21.67,22.460000000000004
195,594,487,455,196,773,480,870,587,345,316,72,174,27.72,22.7,22.599999999999998
378,619,641,880,482,227,786,630,669,674,590,906,131,27.4,21.08,21.07
698,956,315,890,212,548,856,843,306,100,12,807,891,34.56,24.89,25.590000000000003
29,202,320,59,326,546,262,811,741,680,351,842,451,32.59,23.14,23.350000000000005
