n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,4914,11265,56838,54810,9156,31544,11889,72226,17100.6,515.97,595.6400000000004
55642,7747,74115,16226,29260,8108,75642,51993,6499,28977,6105,72963,17455,37959,54937,18907,70868,15439,74830,17102.1,528.1,568.1599999999996
40433,73434,23688,13507,74868,24624,48810,12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,61027,59399,17105.15,139.23,149.0800000000002
47393,39291,32561,23562,31994,10728,75290,39354,68838,64895,45020,58829,37740,9594,15475,67100,54804,21621,44833,17096.8,189.6,193.76000000000016
19920,64089,55272,5138,10173,73148,75107,41123,44580,45898,65100,59795,9012,12267,35381,62141,8519,7952,40580,17097.14,298.04,323.32000000000016
75752,58411,37302,50566,45482,2957,60515,46591,22026,15347,64709,7727,28600,37674,16952,32455,52153,51242,65078,17116.88,164.66,184.47999999999982
10561,21805,58875,52644,72016,36416,17947,56429,72118,36493,54433,47024,49865,30245,19781,10876,23097,19830,30403,17120.21,112.89,119.9999999999998
30583,1581,63565,23900,34438,36953,536,19094,54912,70069,48398,74231,41761,16448,67566,7076,59853,73304,51429,17107.79,976.36,1306.2399999999984
52175,52294,51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,44571,6891,13419,30,74289,19826,17107.57,1256.83,2201.200000000002
70335,13299,47659,3342,9216,27256,49313,19470,33063,45533,47731,62147,16101,15119,63972,61078,62966,63417,40875,17112.42,260.28,263.79999999999814
11257,18889,13393,44909,34702,62733,21160,67676,3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,17091.98,329.72,365.1599999999999
67947,48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,31377,52518,29719,26203,67847,64589,46604,3798,17103.29,408.21,459.1599999999978
3661,36623,61897,33970,25381,45125,58619,45812,47793,10556,28896,13389,29733,61614,25782,44267,26787,63262,250,17090.68,421.27,494.5200000000003
62845,45089,11112,15716,50926,26125,62656,23399,56875,43583,11370,51883,60707,52610,11130,20821,22282,16651,3610,17114.69,158.02,166.56000000000014
19811,60994,19159,62174,45928,20435,71913,71864,17168,2804,1866,13470,69020,18251,56860,25533,27661,3669,33008,17102.17,621.27,805.28
27889,38399,65688,31527,42728,33995,71349,54920,17180,7982,46371,60052,67732,55132,65752,17139,69707,19901,68617,16758.1,85.79,87.51999999999995
66918,2451,57688,24000,515,19634,22589,18554,62061,15772,72938,8094,42727,67941,69563,72802,63240,13907,73439,17096.4,499.26,586.7199999999988
7447,32570,25074,36296,5531,12811,66547,59267,73626,3652,8305,58097,42678,66263,67130,26136,36331,59289,66605,17095.25,146.6,160.24000000000035
69898,62657,66552,32460,68578,34025,73336,26553,58658,17974,54609,15941,51427,57949,41416,9508,31541,56143,9584,17076.52,150.2,161.9199999999999
27877,39685,16036,20243,47996,18740,33175,17990,61307,28781,12337,52200,63866,21337,29322,21163,56560,67581,52928,17122.37,119.76,127.12000000000002
