generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 2, 106.78, 131.79, 119.285, 119.285, 12.504999999999995,0.5,0,[1.e-300 1.e-300 1.e-300]
1, 2, 131.79, 132.66, 132.225, 132.225, 0.4350000000000023,0.09999999999999998,0.006601411336216743,[1.e+000 1.e+000 1.e-300]
2, 2, 130.2, 132.66, 131.43, 131.43, 1.230000000000004,0.15000000000000002,0.0,[2. 1. 1.]
3, 2, 131.24, 132.66, 131.95, 131.95, 0.7099999999999937,0.050000000000000044,0.0,[2. 2. 2.]
4, 2, 132.66, 133.76, 133.20999999999998, 133.20999999999998, 0.5499999999999972,0.09999999999999998,0.008291873963515712,[4. 2. 2.]
5, 2, 130.43, 133.76, 132.095, 132.095, 1.664999999999992,0.15000000000000002,0.0,[6. 2. 2.]
6, 2, 132.84, 133.76, 133.3, 133.3, 0.45999999999999375,0.15000000000000002,0.0,[8. 2. 2.]
7, 2, 129.79, 133.76, 131.77499999999998, 131.77499999999998, 1.9849999999999994,0.6333333333333333,0.0,[10.  2.  2.]
8, 3, 131.71, 133.76, 131.79, 132.42, 0.948085790773524,0.5666666666666667,0.0,[12.  2.  2.]
9, 4, 130.48, 137.13, 134.38, 134.0925, 2.4088729210981663,0.1166666666666667,0.025194377990430658,[16.  2.  2.]
10, 3, 131.4, 137.13, 136.5, 135.01, 2.5655798564846855,0.16666666666666663,0.0,[18.  2.  2.]
11, 3, 135.49, 139.06, 137.13, 137.22666666666666, 1.459048396120641,0.19999999999999996,0.014074236126303558,[20.  2.  2.]
12, 2, 138.37, 139.06, 138.715, 138.715, 0.34499999999999886,0.09999999999999998,0.0,[22.  2.  2.]
13, 2, 139.06, 139.86, 139.46, 139.46, 0.4000000000000057,0.09999999999999998,0.00575291241190861,[24.  2.  2.]
14, 2, 134.88, 139.86, 137.37, 137.37, 2.490000000000009,0.15000000000000002,0.0,[26.  2.  2.]
15, 2, 137.5, 139.86, 138.68, 138.68, 1.1800000000000068,0.09999999999999998,0.0,[28.  2.  2.]
16, 2, 132.14, 139.86, 136.0, 136.0, 3.8600000000000136,0.6333333333333333,0.0,[30.  2.  2.]
17, 3, 131.8, 139.86, 133.26, 134.97333333333333, 3.5064258472442065,0.5583333333333333,0.0,[32.  2.  2.]
18, 4, 135.71, 139.86, 138.745, 138.26500000000001, 1.6579279236444506,0.475,0.0,[36.  2.  2.]
19, 5, 129.7, 142.84, 136.53, 136.73200000000003, 4.4853066784780795,0.16666666666666674,0.02130702130702123,[40.  2.  2.]
20, 4, 134.13, 142.84, 140.6, 139.5425, 3.3475840168694804,0.16666666666666663,0.0,[44.  2.  2.]
21, 4, 137.05, 142.84, 141.475, 140.70999999999998, 2.206886947716167,0.14166666666666672,0.0,[48.  2.  2.]
22, 4, 135.33, 142.84, 137.36, 138.2225, 2.9262123555887025,0.49,0.0,[52.  2.  2.]
23, 5, 133.28, 142.84, 137.81, 137.48, 3.2961492684646423,0.43666666666666665,0.0,[56.  2.  2.]
24, 6, 136.08, 143.04, 138.585, 139.275, 2.7624249612734526,0.17999999999999994,0.00140016802016234,[62.  2.  2.]
25, 5, 139.81, 145.73, 142.86, 142.804, 1.8780053248060782,0.22499999999999987,0.018805928411633095,[66.  2.  2.]
26, 4, 131.85, 145.73, 142.32, 140.555, 5.460684480905304,0.1416666666666666,0.0,[70.  2.  2.]
27, 4, 134.66, 145.73, 136.83499999999998, 138.515, 4.30909793344268,0.21666666666666667,0.0,[74.  2.  2.]
28, 4, 135.85, 145.73, 140.755, 140.7725, 3.5183971847987814,0.475,0.0,[78.  2.  2.]
29, 5, 132.35, 145.73, 138.05, 138.398, 4.367967032842622,0.45333333333333325,0.0,[82.  2.  2.]
30, 6, 134.73, 145.73, 142.98000000000002, 141.06, 4.381685368287723,0.411904761904762,0.0,[88.  2.  2.]
31, 7, 134.34, 145.73, 139.02, 139.55, 4.031862384272839,0.40535714285714286,0.0,[94.  2.  2.]
32, 8, 135.85, 145.73, 139.06, 139.83249999999998, 3.321647746224757,0.35416666666666663,0.0,[102.   2.   2.]
33, 9, 133.74, 145.73, 139.18, 139.23444444444445, 3.5299106413339216,0.3355555555555556,0.0,[110.   2.   2.]
34, 10, 132.23, 145.73, 142.57, 140.917, 4.043904177895418,0.30727272727272725,0.0,[120.   2.   2.]
35, 11, 134.25, 150.62, 143.57, 142.10363636363638, 4.462238070188694,0.16888888888888887,0.03355520483085168,[130.   2.   2.]
36, 10, 138.51, 150.62, 142.745, 142.555, 3.3515824620617676,0.1777777777777777,0.0,[140.   2.   2.]
37, 10, 138.3, 151.24, 144.76, 144.57300000000004, 4.131951233981351,0.1527777777777778,0.0041163192139158445,[150.   2.   2.]
38, 9, 136.82, 151.24, 137.56, 140.50666666666666, 4.613169553932887,0.17638888888888893,0.0,[158.   2.   2.]
39, 9, 135.68, 151.24, 139.37, 141.2155555555556, 4.8099829316193174,0.1791666666666667,0.0,[166.   2.   2.]
40, 9, 133.91, 151.24, 143.72, 143.69555555555556, 4.186887231746043,0.3388888888888888,0.0,[174.   2.   2.]
41, 10, 137.85, 151.24, 144.95999999999998, 144.652, 3.317983725095712,0.3163636363636364,0.0,[184.   2.   2.]
42, 11, 137.36, 151.24, 144.63, 143.51818181818183, 3.960527554808413,0.31666666666666676,0.0,[194.   2.   2.]
43, 12, 134.33, 151.24, 140.155, 140.68499999999997, 5.1284281217542675,0.33461538461538454,0.0,[204.   3.   3.]
44, 13, 126.58, 151.24, 143.52, 141.8676923076923, 6.108016364199219,0.35329670329670315,0.0,[206.   3.  13.]
45, 14, 137.2, 151.24, 142.825, 143.16, 3.7551355311283876,0.320952380952381,0.0,[220.   3.  13.]
46, 15, 135.28, 151.24, 140.85, 141.59200000000004, 4.216456964482543,0.3274999999999999,0.0,[234.   3.  13.]
47, 16, 136.6, 151.24, 142.445, 142.528125, 4.115935827290683,0.2746323529411764,0.0,[250.   3.  13.]
48, 17, 132.41, 151.24, 141.91, 141.4270588235294, 4.222283693071214,0.27908496732026145,0.0,[260.   9.  13.]
