n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,1653.41,100.15,108.18000000000006
4500,2370,6557,6268,482,1818,4262,4396,2951,2266,6387,1663.32,178.17,189.5300000000001
1414,6773,869,2144,1756,210,6790,5248,6608,2132,6557,1622.56,50.86,52.11000000000012
2226,1584,1350,2538,2372,5136,7105,5995,7001,6951,3050,1658.21,151.69,166.59999999999977
710,6920,4963,2764,5502,3177,4144,2038,1456,2026,3879,1657.9,93.71,101.56000000000022
2293,731,6700,7090,4486,6885,2459,59,2391,4688,5774,1650.1,96.15,96.74999999999997
2553,6947,6268,4164,1598,3391,3471,4906,2360,3531,3697,1659.31,109.9,115.16000000000015
1321,1910,2499,2127,6656,6532,354,664,379,3790,5131,1663.07,77.35,80.79000000000006
2297,4250,4379,5308,3860,5741,2808,1188,5519,1602,544,1659.49,80.91,83.64000000000007
3381,1660,5202,5182,3613,2263,1504,2914,3571,6118,4823,1623.71,52.83,53.50000000000004
2626,5197,4575,1627,2650,827,6876,504,5801,1874,2273,1655.67,104.96,108.14000000000016
6268,4769,5041,7062,1944,1000,2712,1454,2383,3760,210,1165.37,22.1,23.11999999999999
350,2925,5712,676,2340,6020,5531,2679,148,2644,2367,1653.35,192.17,211.81
2635,1252,6350,5340,3362,7056,5083,5570,6700,636,2403,1645.13,55.19,61.49999999999989
5060,1568,3638,2392,1117,2048,3126,4905,1301,2714,4694,1668.95,107.79,106.99999999999989
76,2976,366,3725,1389,2991,6420,6589,2971,2378,4681,1635.12,73.74,80.06000000000012
795,3598,1697,3473,1703,930,486,509,452,6038,1381,1660.26,117.94,127.59000000000007
4878,5544,1225,4968,334,4474,4019,4773,2040,2633,291,1648.52,92.28,92.39000000000006
1001,6839,4335,2399,6338,3353,5338,1640,3913,1652,1981,1659.15,88.34,98.49000000000008
3594,3363,4029,302,1794,3450,3633,2036,5303,3504,6807,901.36,19.46,19.74999999999999
1767,4084,1537,259,301,2083,2075,1985,4306,1704,6326,1637.71,86.61,93.1500000000002
1896,3417,2143,1160,2662,420,2576,4631,957,4667,3301,1657.75,113.48,125.65999999999991
5349,5357,6478,5876,6100,331,4049,3174,761,3523,1727,1653.05,204.34,237.0699999999998
4688,1355,2757,2426,5381,3860,6549,5263,2580,6675,3440,1080.88,19.2,19.330000000000005
4325,1763,5363,6565,5619,6562,2197,2773,3212,4066,609,1459.32,49.72,50.45999999999999
7033,2294,5143,5475,1566,364,3234,5075,1045,6281,2207,1637.15,82.5,79.88000000000002
5465,7014,495,1370,5634,5203,3805,4662,3868,6115,3307,1654.79,82.11,89.08000000000004
3198,1790,6537,26,1730,1284,107,4997,2108,949,3242,1647.68,85.16,88.30000000000005
6634,6305,6414,3121,1821,4510,437,1652,1326,5500,4983,1661.68,61.92,62.26000000000008
2708,6704,4606,6337,6425,3862,4312,3601,216,647,280,1658.92,130.66,124.49000000000011
5696,4870,925,4004,4594,7083,2104,4981,6341,1136,338,1493.79,34.11,31.22
2970,652,6288,4284,86,2432,6862,2841,6779,612,697,1653.54,114.7,119.07000000000002
4451,3717,3122,1682,6450,2549,3183,1914,6215,3986,7008,1639.51,87.85,92.09000000000034
3277,779,632,937,5086,6540,2997,4198,3554,3406,7027,836.19,17.8,18.71000000000001
5826,6361,3639,548,5149,1604,5217,2476,6852,3921,3460,1654.93,117.7,121.36999999999992
968,6540,4573,1371,3044,1333,1444,5789,1223,2675,4048,1634.71,82.35,83.88999999999996
7043,2773,2118,4438,39,5820,1382,45,5309,2554,990,1654.71,125.42,129.01000000000002
4464,907,3985,6440,5862,4923,3966,4311,620,4265,2010,1642.34,51.69,55.71999999999993
3368,6943,2403,2922,1877,6280,1477,7077,5133,13,5543,1654.91,104.21,105.31000000000006
433,4993,2566,4457,3825,6409,4655,2503,7106,4150,6445,1659.97,90.84,94.38000000000004
3610,5021,5058,3621,3209,1152,2061,6316,4891,2966,5423,1630.2,80.39,83.8200000000001
2785,1091,3550,676,4961,1179,5532,6627,5096,1455,2337,1661.24,84.36,92.8700000000002
