n0,monte_carlo,monte_carlo_max_hop,two_hop
35222,1.79,1.63,1.7400000000000007
149213,1.84,1.97,1.7400000000000007
222149,1.13,1.17,1.1400000000000001
210308,1.81,1.69,1.7000000000000006
200218,1.68,1.69,1.7000000000000006
16543,1.89,1.63,1.6700000000000006
66864,2.05,1.96,1.7200000000000006
30911,1.87,1.67,1.7300000000000006
129875,1.51,1.85,1.7200000000000006
199481,2.1,1.65,1.7300000000000006
117831,1.81,1.64,1.7000000000000006
123796,2.18,1.7,1.7200000000000006
170811,2.01,1.52,1.7400000000000007
99513,1.78,1.7,1.7300000000000006
206759,1.8,1.75,1.7200000000000006
55038,1.98,1.68,1.7200000000000006
24604,2.29,1.74,1.7200000000000006
127888,1.72,1.67,1.7400000000000007
7431,1.69,1.53,1.7200000000000006
234177,1.79,1.65,1.6700000000000006
219090,1.99,1.64,1.6900000000000006
102186,1.84,1.92,1.7200000000000006
113447,1.78,1.77,1.7200000000000006
159236,1.75,1.79,1.7300000000000006
199827,2.05,1.84,1.7400000000000007
201105,2.12,1.93,1.7300000000000006
552,1.62,1.54,1.6200000000000006
182408,1.71,1.7,1.7100000000000006
116755,1.58,1.59,1.7200000000000006
69816,1.83,1.63,1.7500000000000007
189147,1.89,1.78,1.7300000000000006
210193,1.67,1.79,1.7100000000000006
59968,1.87,1.58,1.7500000000000007
154967,1.68,1.6,1.7200000000000006
247797,1.58,1.82,1.7400000000000007
26798,1.91,1.67,1.7100000000000006
236303,2.01,1.58,1.7400000000000007
83212,1.73,1.71,1.7200000000000006
8018,1.7,1.63,1.7200000000000006
5851,1.87,1.81,1.7100000000000006
6670,2.0,1.8,1.7500000000000007
170274,1.84,1.75,1.7300000000000006
141928,1.97,1.75,1.7300000000000006
2413,1.58,1.66,1.7100000000000006
246192,1.74,1.67,1.5900000000000005
231010,1.93,1.77,1.7200000000000006
99930,1.81,1.7,1.7200000000000006
179957,1.92,1.77,1.7300000000000006
56780,1.91,1.5,1.7300000000000006
254028,1.92,1.66,1.7300000000000006
110655,1.73,1.72,1.6900000000000006
190277,1.68,1.52,1.6900000000000006
7612,1.86,1.48,1.7400000000000007
138314,1.73,1.78,1.7000000000000006
58115,1.71,1.75,1.7000000000000006
200199,1.74,1.81,1.7100000000000006
114789,1.82,1.85,1.7400000000000007
246196,1.7,1.61,1.7000000000000006
129974,1.87,1.83,1.7300000000000006
144928,1.7,1.72,1.7100000000000006
61101,1.62,1.67,1.5900000000000005
90623,1.64,1.65,1.7100000000000006
60520,1.9,1.58,1.7400000000000007
177431,1.83,1.74,1.7400000000000007
57352,1.87,1.68,1.7400000000000007
199477,1.62,1.58,1.5900000000000005
120482,1.65,1.6,1.7300000000000006
249625,1.84,1.84,1.7300000000000006
75964,2.03,1.92,1.7400000000000007
242878,1.29,1.2,1.2600000000000002
5633,1.79,1.72,1.7200000000000006
109099,1.75,1.75,1.7300000000000006
219566,1.74,1.64,1.7200000000000006
240194,1.0,1.0,1
145871,1.66,1.85,1.7200000000000006
241746,1.7,1.64,1.7000000000000006
168373,2.01,1.53,1.7200000000000006
26214,1.8,1.7,1.7100000000000006
48734,1.87,1.72,1.7200000000000006
164981,1.69,1.76,1.7200000000000006
260189,1.61,1.64,1.7200000000000006
189697,1.81,1.65,1.7400000000000007
225429,1.14,1.13,1.1400000000000001
77696,1.73,1.86,1.7300000000000006
31690,1.97,1.78,1.7300000000000006
194811,1.91,1.61,1.7100000000000006
87214,1.0,1.0,1
234769,1.87,1.74,1.7100000000000006
189132,1.74,1.74,1.7200000000000006
255132,1.85,1.73,1.7100000000000006
186434,1.98,1.41,1.7400000000000007
131281,1.65,1.72,1.7300000000000006
245482,1.31,1.23,1.2600000000000002
253548,1.77,1.74,1.7300000000000006
110652,1.62,1.58,1.7000000000000006
133095,1.79,1.67,1.7100000000000006
217588,1.72,1.69,1.7000000000000006
238599,2.02,1.64,1.7000000000000006
175716,1.7,2.01,1.7000000000000006
49767,1.9,1.58,1.7100000000000006
