generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 2, 42.13, 42.17, 42.150000000000006, 42.150000000000006, 0.019999999999999574,1.0,0,[1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
1, 2, 42.17, 42.18, 42.175, 42.175, 0.004999999999999005,0.050000000000000044,0.00023713540431581718,[1.e+000 1.e+000 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
2, 2, 42.07, 42.18, 42.125, 42.125, 0.054999999999999716,0.07499999999999996,0.0,[1.e+000 1.e+000 1.e+000 1.e+000 1.e-300 1.e-300 1.e-300 1.e-300]
3, 2, 42.14, 42.18, 42.16, 42.16, 0.019999999999999574,0.09999999999999998,0.0,[1.e+000 1.e+000 1.e+000 1.e+000 1.e+000 1.e+000 1.e-300 1.e-300]
4, 2, 42.18, 42.19, 42.185, 42.185, 0.004999999999999005,0.025000000000000022,0.00023707918444755834,[1. 1. 1. 1. 1. 1. 1. 1.]
5, 2, 42.1, 42.19, 42.144999999999996, 42.144999999999996, 0.04499999999999815,0.07499999999999996,0.0,[1. 1. 1. 1. 2. 1. 2. 1.]
6, 2, 41.99, 42.19, 42.09, 42.09, 0.09999999999999788,0.050000000000000044,0.0,[2. 2. 1. 1. 2. 1. 2. 1.]
7, 2, 42.17, 42.19, 42.18, 42.18, 0.00999999999999801,0.6166666666666667,0.0,[3. 2. 1. 1. 2. 1. 3. 1.]
8, 3, 41.74, 42.19, 41.95, 41.96, 0.18384776310850057,0.4999999999999999,0.0,[4. 2. 2. 1. 2. 1. 3. 1.]
9, 4, 42.19, 42.46, 42.215, 42.27, 0.1102270384252438,0.15000000000000002,0.0063996207632141065,[5. 2. 2. 2. 2. 2. 4. 1.]
10, 3, 42.05, 42.46, 42.16, 42.223333333333336, 0.1732692189115621,0.09166666666666667,0.0,[7. 2. 2. 2. 2. 2. 4. 1.]
11, 3, 42.23, 42.46, 42.3, 42.32999999999999, 0.09626352718795944,0.09999999999999998,0.0,[8. 2. 2. 3. 2. 2. 4. 1.]
12, 3, 42.14, 42.46, 42.14, 42.24666666666666, 0.15084944665313027,0.5,0.0,[8. 2. 2. 5. 2. 2. 4. 1.]
13, 4, 41.91, 42.46, 42.11, 42.1475, 0.19816344264268457,0.4275,0.0,[8. 2. 2. 9. 2. 2. 4. 1.]
14, 5, 42.0, 42.46, 42.19, 42.194, 0.17001176429882722,0.3866666666666666,0.0,[ 8.  2.  2. 13.  2.  2.  4.  1.]
15, 6, 41.9, 42.46, 42.095, 42.14333333333334, 0.1749920633120896,0.3309523809523809,0.0,[12.  2.  2. 13.  2.  2.  6.  1.]
16, 7, 42.07, 42.46, 42.08, 42.16714285714285, 0.13144409846169713,0.30892857142857144,0.0,[12.  2.  2. 13.  2.  2. 12.  1.]
17, 8, 41.96, 42.46, 42.15, 42.14875, 0.15111564280378115,0.30138888888888893,0.0,[13.  2.  2. 14.  3.  2. 17.  1.]
18, 9, 41.93, 42.46, 42.02, 42.10777777777778, 0.18140058665700712,0.5361111111111111,0.0,[21.  2.  2. 14.  3.  2. 17.  1.]
19, 10, 42.09, 42.46, 42.155, 42.206, 0.11083320801997971,0.3718181818181817,0.0,[30.  2.  2. 15.  3.  2. 17.  1.]
20, 11, 41.86, 42.46, 42.13, 42.14727272727273, 0.1665746302352688,0.25075757575757596,0.0,[40.  2.  2. 15.  3.  2. 17.  1.]
