n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,660,3973,6244,2143,2011.74,145.37,156.08000000000015
301,3,1192,5429,4804,3852,6223,2013.67,145.55,145.95999999999987
6019,3056,2616,6308,179,2233,4004,1994.22,74.98,72.8
6569,1622,5978,3391,4409,4417,5587,2015.2,209.74,239.11999999999955
771,1580,4615,4535,5730,6595,5971,2011.68,212.9,228.68000000000004
2175,5430,6581,4997,5617,721,6916,2013.63,247.97,300.2799999999999
3479,2749,762,2966,6555,3358,6592,1813.39,63.91,66.64000000000024
2051,3647,5731,768,6189,1615,5740,2012.02,362.21,452.87999999999994
5201,6524,2385,799,374,4821,1645,2015.71,540.09,738.1199999999995
6782,5369,2952,3987,6821,1586,4216,2015.35,310.89,360.1999999999998
4717,5280,5717,6598,4126,232,5189,1772.64,40.8,36.56
2960,2006,4929,3520,2493,2927,4826,449.49,13.76,13.319999999999986
979,734,4097,5559,4302,1631,957,2012.5,470.45,626.319999999999
4982,5429,2194,2558,5890,1607,3111,2013.64,82.97,92.04000000000025
3962,1824,1131,4893,1719,6832,7090,1993.66,121.26,126.2400000000002
5719,4277,102,1546,6373,1385,139,2012.88,376.74,484.6000000000002
5308,2727,4569,5499,5081,5067,2507,1796.24,38.88,40.920000000000016
3068,3091,4320,3188,2368,1039,5560,2012.74,256.1,309.79999999999984
4003,440,1518,3464,4865,6113,3258,1774.52,56.35,58.24000000000011
786,3614,2009,6600,729,4941,5490,2014.21,252.98,285.5599999999996
3654,3663,6421,6809,3113,6521,626,2015.56,93.37,99.84
4232,3493,3857,2485,5780,6689,3351,2015.32,164.99,178.72000000000008
703,1574,6115,5572,2177,3697,3994,1993.53,89.84,94.08000000000007
5919,6422,1410,151,179,4406,1011,2013.83,296.34,352.64
2057,4828,6568,2957,1536,2099,4118,2013.35,170.42,178.3600000000006
3698,2698,4234,2087,3363,3454,5014,1653.41,23.16,23.919999999999977
3976,2194,4935,3888,5376,3920,4030,1834.78,32.9,35.11999999999997
1164,5908,3092,4068,2504,5197,6592,2015.72,158.84,171.12000000000035
3827,2649,3002,5400,1335,5074,3080,1611.34,38.85,39.20000000000002
5688,4940,2177,2622,5292,3262,3997,2012.8,120.34,133.79999999999998
5974,6499,1295,6780,2382,4586,50,2014.26,241.2,235.36000000000035
5110,3681,467,1495,246,4996,6337,2013.88,141.25,152.12000000000018
4667,918,5587,5886,3038,2965,4075,1993.43,75.89,83.56000000000013
6991,4831,510,1578,1264,2205,5025,2014.17,228.94,259.80000000000035
121,3457,6604,6408,6554,6664,4299,1996.82,113.36,121.00000000000009
4027,621,3841,1901,820,3038,2965,2012.77,71.87,69.67999999999998
1187,5578,5124,1993,4969,2607,1181,2015.41,176.66,202.40000000000038
308,5144,5473,797,5848,863,370,2010.78,101.41,111.88000000000011
5288,3914,3790,5931,565,5154,252,2013.76,228.44,263.5599999999997
5745,4517,1040,5051,6821,684,1319,2010.78,91.46,94.80000000000015
5063,5170,2172,6868,5359,3702,4093,2015.27,70.78,76.72
5683,166,6482,5221,1122,6703,1546,2012.35,132.77,144.48000000000016
3611,3925,6377,3600,3662,4575,2264,1995.87,108.0,110.44000000000013
3911,5836,4745,521,6811,6555,2390,1973.55,82.02,85.20000000000005
2977,2343,2950,277,685,4115,7029,2013.98,88.54,90.88000000000005
2259,2292,2245,3875,3528,3639,3042,1973.71,48.37,52.599999999999945
261,5847,701,2044,6687,4953,5231,1856.78,72.81,81.6400000000003
1953,4386,6106,267,6054,1419,2755,2011.03,113.83,123.87999999999931
3035,261,426,6060,6268,6154,1713,1392.63,20.45,21.720000000000006
5740,3547,2813,635,1291,5992,5536,1834.38,36.13,35.28000000000001
934,3273,4482,1111,3801,6086,4051,2014.67,515.85,723.0000000000002
5237,615,1048,605,2870,4262,249,1910.02,51.9,53.55999999999999
1521,4304,5800,1231,1504,2307,6053,851.41,21.76,21.96000000000001
1237,4155,4656,6963,3181,6526,1827,2014.62,180.19,205.4799999999998
1815,5698,4620,5859,1030,3433,5659,2016.47,303.14,335.95999999999987
1336,6203,2592,1968,4595,4688,39,1969.11,62.64,64.56
6442,6595,4660,3167,1541,6227,2664,2014.55,147.41,154.8800000000003
7003,3121,4311,3612,79,3256,6921,2012.5,121.27,137.2400000000003
4348,4514,6963,5423,1116,5868,1914,2014.63,92.28,92.56000000000012
5285,4455,6596,6085,3049,2227,5460,1676.39,17.5,17.040000000000003
1516,1223,1344,5654,5123,1100,3151,2011.32,146.45,157.20000000000002
608,500,100,326,3868,6217,485,2009.56,222.25,267.4400000000001
938,5331,5824,4425,820,5519,3011,2015.49,98.77,109.88000000000001
4879,263,490,4446,1841,6442,3332,2013.54,60.85,59.519999999999996
1847,6255,4630,5633,2404,759,3858,2012.87,82.34,88.71999999999997
633,5932,4697,7079,481,1381,5417,2012.84,78.05,77.36000000000003
3587,983,919,5750,1456,409,5602,2010.22,159.26,176.60000000000005
248,6144,6887,5537,5975,3484,5332,2016.91,225.67,258.48
5802,2351,2094,3632,1900,1655,6683,1989.17,106.29,106.32000000000014
7039,5359,6380,4387,6451,5281,1752,2016.7,202.91,212.7199999999998
2275,4851,107,2088,4317,6476,5995,2013.62,159.29,170.64000000000055
6101,5801,5602,2711,6365,4238,767,1872.79,27.5,28.439999999999976
4791,4877,5287,268,2965,3007,5663,2016.13,233.1,285.31999999999954
959,1853,6249,229,2952,5670,2790,2015.45,972.41,1694.0000000000011
3568,5617,6819,423,2818,1141,249,1996.9,59.41,61.96000000000002
80,2754,557,3972,21,3798,6785,2011.87,164.91,176.51999999999975
2160,716,5546,4839,5047,2238,1885,2016.22,102.57,119.83999999999996
1084,1031,3434,4470,1489,1990,5430,890.84,10.93,11.120000000000001
3144,4864,3515,4616,4239,5135,6803,2014.79,303.31,370.87999999999954
3935,2213,2073,1120,2449,269,1577,2013.93,300.21,362.23999999999984
6210,3673,857,6622,1442,4719,888,2011.75,161.95,180.84000000000043
6631,21,4207,1314,982,1245,4855,2012.92,129.88,147.4800000000003
3220,3880,3983,7059,4348,6285,5687,1953.64,78.42,73.60000000000012
4435,6648,6515,3853,1764,6896,5277,1775.4,37.5,38.00000000000003
3181,1264,6311,3752,7004,87,2766,1995.77,101.68,108.56000000000007
3420,2062,2616,1088,2341,3039,4819,1994.62,125.8,137.2400000000002
7004,5558,2972,1829,43,6390,2497,2012.27,255.43,290.67999999999927
1447,676,3339,5099,5081,6293,1896,2013.06,201.92,221.20000000000027
5259,730,1591,3116,3373,1031,6169,1731.35,33.52,32.19999999999997
6856,1208,4258,412,4262,4299,6360,2014.58,174.31,183.72000000000045
3998,2984,2692,6895,5835,4847,3192,2017.45,431.43,571.6799999999994
7104,2236,5320,5437,6535,546,2142,2011.79,526.98,667.0800000000005
1077,337,896,4824,4940,5008,5895,2015.55,208.42,225.2800000000002
1270,6717,4138,4149,930,6408,5632,2014.57,179.92,189.08000000000004
6270,6381,709,708,6822,5446,6184,2011.49,96.01,101.3199999999997
1023,1770,2875,2771,1296,5963,6705,1991.44,77.35,78.19999999999997
2000,1434,1507,1847,5151,1028,7041,1851.28,43.42,41.640000000000036
3924,6053,3750,5098,905,5951,5030,2015.96,182.75,217.40000000000026
1119,3731,6584,1608,4685,3040,6012,2014.88,239.35,270.9200000000004
1184,2721,5128,2159,559,2244,6166,2013.11,191.38,203.9999999999998
