n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
926,1500,1390,5915,2770,5048,4121,9927,3476,9941,585,9522,2594,7056,6447,8340,6095,7630.28,230.29,229.59000000000037
8915,7288,8225,4394,588,449,5964,7616,5217,6226,6940,8613,2694,9183,2907,3868,3778,7644.12,203.61,214.90000000000035
390,2895,5327,2844,2239,8358,8359,5893,8417,9173,2979,7301,6793,8607,5967,9723,5796,7639.62,205.08,216.61000000000044
5929,7303,2640,6551,7559,8689,4094,8028,4572,8160,8205,8444,5798,7449,7553,5747,9301,7640.17,154.48,154.2200000000002
9135,7480,7972,3634,5319,2720,4393,7860,5071,4969,8261,9210,8482,8312,9632,6662,5109,7637.93,181.74,175.83000000000027
3404,8010,8386,6006,1234,5594,137,3135,1739,962,9411,801,4474,9694,3712,1741,8558,7636.51,233.27,245.59000000000037
2236,4355,4011,3448,989,6929,522,930,5936,5901,2816,4087,384,1358,1887,1105,415,7633.13,299.94,301.67000000000036
669,346,6112,4189,2093,2574,3010,8570,31,6317,9657,707,4060,2480,594,68,5639,7635.63,414.86,451.1900000000008
1853,4686,5524,8007,504,5052,7350,9035,9914,749,4324,6583,2514,7746,3695,1531,5182,7633.26,218.39,225.54000000000036
1671,396,7337,2089,8491,9583,6438,7977,8434,5373,2356,5587,4245,4289,9929,6877,295,7639.19,215.36,232.59000000000037
9141,2303,930,4144,549,2157,2640,2796,1570,7428,3795,8327,514,4042,3808,7285,1205,7642.18,248.54,262.96000000000043
4108,1317,9686,3738,5895,4204,6930,4566,8621,79,2475,581,6303,6696,2625,1821,8389,7641.22,300.69,305.88000000000034
1438,3946,1669,1634,324,2977,3793,1723,3561,400,8531,7608,7436,5074,8774,6225,3480,7625.79,239.74,245.69000000000037
3442,7106,6973,8380,349,9520,9688,839,6848,8602,9524,2969,1536,7861,5999,319,8506,7649.16,271.39,272.7500000000005
1942,6004,4744,6098,5050,312,6754,1657,1720,5012,3250,257,7396,982,6728,7960,7591,7638.77,284.19,284.1200000000005
3411,9645,1208,87,4658,395,6109,5010,1254,3590,8035,3151,1896,9364,6117,6418,7589,7636.07,279.19,295.80000000000035
2288,5651,6472,1994,4164,1995,2014,1319,5480,6407,3473,1726,404,7706,707,8158,4763,7640.55,286.26,293.0600000000006
5858,7488,2317,6142,4406,7933,8622,7824,6864,8062,4862,6466,3794,2562,8008,9773,4250,7626.64,182.26,186.13000000000022
8987,7006,1381,9599,9433,1572,1165,5833,2885,8933,2400,6828,1095,1411,615,2105,4855,7639.17,268.9,277.7700000000004
6399,3796,5397,7190,2826,8585,4702,1836,2556,8861,6942,1575,5387,8462,4073,8424,4214,7636.81,186.61,195.57000000000028
2778,2580,7552,3841,6621,5874,9395,2371,7645,7228,481,9751,6279,2956,6436,8358,877,7635.71,219.91,229.3900000000004
7904,4488,6634,4156,6752,7741,5899,8971,5418,1333,3686,8730,3078,6598,6267,190,5127,7630.54,209.5,207.71000000000024
