n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,33.12,18.46,19.044183068508676
369,855,173,753,828,685,874,25.87,13.64,14.1641868792859
315,257,620,217,621,36,595,46.54,27.38,29.258874434882543
697,162,441,653,402,822,740,24.69,15.23,15.597052667507684
880,521,972,380,557,958,455,22.46,13.6,12.951018756900424
514,274,922,36,891,28,372,52.94,32.06,32.011024204260636
476,954,326,929,389,433,913,23.85,14.2,14.449369028019401
905,538,168,573,181,241,236,28.77,17.72,18.710593775391104
24,180,332,177,139,522,522,43.09,22.27,24.171607490193278
368,526,690,573,186,915,456,32.94,18.06,17.856298033718023
815,424,752,537,928,930,781,17.88,12.53,12.379735143759104
372,808,607,362,370,879,984,30.91,17.81,17.934122351063838
456,165,977,772,409,732,756,25.28,16.43,15.928513533347227
472,670,543,255,501,285,947,23.13,14.08,14.46442252007271
510,512,527,851,815,362,677,30.02,17.34,17.310223613918495
904,465,921,924,472,359,581,25.96,15.02,15.646400169039365
743,942,570,741,467,498,674,20.19,16.38,14.885050090909518
227,963,332,834,716,855,170,22.86,14.86,14.841739213010719
897,929,631,274,791,933,491,20.18,12.86,13.068632777151713
316,310,980,818,723,851,516,25.12,13.62,13.718176111637652
575,530,519,667,630,602,416,23.47,14.83,14.50922828708975
319,748,212,500,524,375,956,29.33,18.28,18.4770893918011
700,638,903,77,803,840,349,28.76,15.78,16.338749251747792
743,8,929,834,195,762,108,37.34,22.17,22.5093027323112
60,588,668,50,279,605,232,31.34,18.15,19.003611003234365
698,896,937,108,772,534,139,28.72,14.97,16.110122971909263
874,272,250,844,215,966,901,33.22,20.6,20.298084653290033
61,433,919,734,777,32,58,28.21,18.66,18.883278346278292
371,368,176,255,688,24,84,55.75,31.1,32.14500305344143
117,977,69,25,41,746,940,46.99,28.43,29.731408633794892
21,382,261,130,832,958,160,49.37,28.06,28.4616977933
752,188,535,708,1,394,603,22.5,13.28,13.09069132885947
44,813,253,155,994,37,4,69.12,36.24,36.934302181998845
352,960,630,642,760,765,115,31.07,18.16,18.85870094791792
292,345,500,31,315,459,564,27.81,18.02,18.55550640899546
784,619,757,46,923,270,773,34.31,18.25,18.94633779693536
411,883,636,722,157,484,981,23.98,14.93,14.447860183739227
230,95,676,703,323,858,104,25.06,16.44,16.872810459858282
24,458,807,895,970,130,530,39.31,20.3,21.20041256784191
