n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,3843,2124,4512,1919,1570,5874,3852,4431,38.61,31.57,31.343066979619092
6852,4502,3902,3253,5235,7053,1233,1899,5200,1242,7111,4285,3194,6072,124,5500,6367,524,1305,6211,4842,26.01,23.86,23.981792775195665
350,2467,6390,254,6746,7090,2207,3872,4872,5888,3175,5850,6456,3497,3235,5964,6561,4726,3642,1098,2994,41.07,32.28,31.990630377847086
798,293,1113,4054,1777,2113,5505,3573,6381,5133,7006,2466,3450,4155,6827,3161,4702,2874,4375,4792,3338,29.69,27.13,27.140877777347693
4786,1903,2758,5586,234,7015,2291,4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,5847,5369,1729,25.09,24.61,24.287526364365362
5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,2818,6558,545,3362,1235,164,2407,3499,6297,26.13,25.55,25.517959634444367
3401,974,362,4956,5034,6239,368,3094,5885,4803,2711,4512,2286,4140,1932,295,2536,59,630,885,4913,44.16,34.85,35.11622073266131
4387,257,1616,3341,2388,5000,2157,1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,3771,4260,3163,32.58,29.63,29.459705507124408
5274,7101,4879,5578,4581,840,5080,6647,4153,2222,3532,5196,5900,5862,1946,2466,3583,2115,4269,2482,4492,26.46,25.11,25.37029554018993
2776,93,6458,3401,4751,2579,164,3084,5044,4826,5178,1091,492,5189,5139,2723,3819,2891,5564,2888,4987,30.45,27.43,28.053724498397866
5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,27.02,25.71,25.288248704595794
6210,3024,6912,4879,2163,2460,6449,3089,859,6326,6660,220,4663,5601,6022,1076,2539,4096,1823,5355,6584,39.93,34.2,33.57408312835229
2206,1955,2685,1535,5554,3565,5321,5718,794,834,4921,2637,2734,5529,6828,1838,3591,6633,7008,1386,654,42.9,38.87,38.93866352227644
2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,2581,6609,6850,6868,4709,1503,7075,2282,39.04,33.87,33.201739287077245
2786,6612,6782,5258,700,6604,5073,2828,4829,1062,3451,2391,4246,6503,6962,2221,3806,2837,5195,3415,2378,36.88,30.49,31.302390141265683
3438,4655,3354,291,3385,1277,1634,38,3910,6820,5100,4179,3558,4578,5875,1819,264,6107,3741,6854,6171,46.3,39.87,40.757555146000314
5431,6127,4251,2367,4455,2794,1863,7057,557,7028,4822,2351,983,6637,2003,369,287,6577,5682,4196,1625,41.4,35.64,34.741147441143625
3521,4726,404,107,3940,6105,989,1407,4122,2456,1958,5430,162,4300,4399,3389,436,5014,930,2796,1027,30.33,27.17,28.659878154565348
2068,7058,4431,3909,6648,6408,502,2882,1808,1616,1001,4379,6691,976,1403,1961,6485,2242,6603,1052,6746,60.86,49.29,50.50553571112016
61,3993,5149,4676,7066,3279,409,6197,2223,2033,2200,5063,4319,4257,3465,417,3873,2646,6361,6713,14,35.36,30.35,30.696034090619435
7020,449,6350,1039,378,1020,408,560,3955,270,6999,5838,705,4222,4113,4014,2587,1286,2577,587,2877,96.86,65.2,66.29503145798114
3160,5299,3191,4805,2491,2955,2170,1565,2693,3511,1013,1045,4550,28,5865,5923,3114,6515,654,4642,1462,27.44,26.37,25.791041138822276
351,3057,3775,4951,5327,6411,4434,3115,5215,6563,355,5103,3535,434,3050,5140,4064,6226,5757,2580,3444,31.92,27.94,28.266544288097865
5686,3426,3775,146,2007,1791,4389,2212,5694,4832,586,6579,3480,1838,3488,1067,230,2667,3065,4579,6479,43.77,36.07,36.54534877334917
2147,994,3802,5657,1008,6661,5992,5425,6961,4343,6491,3083,5468,889,6010,2608,4619,4357,844,6648,4814,31.13,28.41,28.763999623054115
5870,40,3879,1175,1933,6343,3184,363,4318,752,4622,813,5400,3078,1467,6712,192,2797,6893,6982,993,46.49,36.06,37.64908609223202
208,6913,942,5517,3947,6850,5704,2330,4743,2452,6543,727,297,6286,4617,4188,4333,5858,1952,874,4542,31.42,29.11,29.819807018392446
6135,818,4532,500,4506,2656,4620,1478,6783,633,1983,1472,5291,2047,3720,5046,5735,6173,3225,2071,3010,37.3,34.5,33.47910549738966
4910,3249,2869,4559,3426,682,3074,4098,1927,3381,6910,6122,1315,3401,5659,4656,6194,4749,5520,4236,5616,30.05,27.04,26.768279521601542
3962,1279,5267,3285,1223,1331,785,4079,6128,3960,5723,4237,3629,4804,5889,7029,1524,1116,2190,6160,1631,33.1,30.65,30.999466589068557
1200,4797,4223,2579,1903,6975,5661,4407,6385,2423,5499,5778,7006,3384,4876,6993,4788,4789,2188,1782,2516,32.4,30.93,31.74936191215668
189,2196,3927,6587,3135,1643,1411,4668,2952,1956,2638,3953,6342,7076,1176,3427,5714,3928,5746,4907,1685,45.64,38.72,38.6743790843601
3834,4755,6837,6730,5344,4563,227,3942,5904,592,7017,3278,6415,6009,375,3828,1880,1923,5310,5879,6367,37.1,32.26,32.442836882990235
5532,567,1780,6994,2082,1983,1553,6355,2118,1126,1533,5094,5773,5530,7033,301,2089,1390,7086,368,2567,25.8,24.92,24.693139477412107
1501,3467,745,5971,6544,703,966,758,2164,6831,2390,295,2921,3705,4753,6013,5533,2757,56,240,2742,35.02,30.58,30.04477713539716
2715,3573,3110,3980,638,1721,5278,4793,6081,4013,3202,1027,4459,2611,976,2250,624,5451,3543,921,3591,34.49,28.74,28.986246273125097
4321,2055,793,4322,5740,3065,5557,6327,3018,6203,3689,2421,5430,5536,5488,5358,6603,6695,2175,877,6178,50.45,44.15,44.3308667515578
2773,5511,4637,4392,4306,928,5463,4045,4167,2884,487,5882,2411,5558,5962,4639,6080,1490,5290,5289,5981,23.97,23.32,23.42601661321117
5168,1225,1467,3037,5368,3721,1008,886,4585,1158,2715,5283,5902,5321,4894,3441,4545,2462,5304,1531,3749,40.39,33.47,34.115312839090464
3951,2559,6407,1444,5779,561,879,5864,1484,6180,4536,4449,4717,6059,3210,2942,818,2177,2218,3140,438,35.02,30.57,31.822554121170818
1118,344,3921,4134,2222,2025,5697,6298,4216,2900,2726,3304,3671,4435,6628,6321,567,2890,4079,6937,918,36.1,29.29,29.757429549514338
1241,2215,4834,816,5582,923,4623,6381,5957,918,1514,5719,1549,4645,3413,5489,6089,3204,6682,6133,1052,56.41,49.36,50.19417277571534
4848,4979,1199,7041,3263,6538,1586,4462,4322,1395,4656,1465,1655,2049,3027,6403,2400,246,6900,6579,3644,31.43,29.14,28.853641593855965
3336,6672,3138,2588,4526,4776,2536,5190,4078,4334,5624,5791,2452,7045,5469,3965,247,4926,1560,5954,5194,28.03,26.49,26.75241161780816
19,880,6311,6192,5422,1915,4029,1418,4289,5120,3772,1629,1584,6407,4338,1735,303,6657,4099,5291,3639,25.91,25.64,24.852626066642106
914,4636,2320,5386,1250,1110,3827,6491,726,5105,414,209,2948,5065,1912,4144,637,4084,4414,154,2782,38.35,32.44,32.087819917008446
2646,2689,2816,5690,5680,1100,659,7031,6873,4924,6351,278,5865,655,6059,2814,6608,1680,518,7057,1638,25.14,24.18,24.1879596274336
3580,5726,6200,1809,3973,2587,893,6446,349,3346,638,6924,1640,5782,1317,3207,4072,3877,5728,556,4402,34.93,28.83,29.124411983365167
6977,3457,1707,5318,4006,2495,191,3804,3748,6202,5663,3288,3591,1479,3730,305,5895,2102,3005,6953,3039,29.08,27.19,26.664645325319224
3667,4336,2961,4886,3291,1833,22,6587,1712,2119,6415,3028,1175,7007,3768,4373,1599,1303,1714,182,1398,33.28,30.17,30.47444495235763
4788,3307,4125,1378,5215,225,1140,901,4986,1378,3626,4016,1513,489,6894,183,3302,3670,2603,3340,269,29.11,26.22,27.557157628743713
5762,5849,418,1959,3303,320,3249,4040,218,1793,1978,772,3187,3887,1561,1349,2727,5099,951,2837,1015,38.47,32.23,31.74480509520511
4869,425,6614,5961,2382,2253,6453,3812,6465,2462,4002,2047,4596,2177,246,6673,2760,5153,2824,2597,767,32.78,29.53,30.086105108656085
464,5590,3566,732,4851,5059,29,858,248,5577,741,156,1395,4120,299,3947,441,1549,5360,4175,2713,46.54,37.22,36.13230372752082
1644,6204,3906,2785,6582,3920,2879,5395,280,3131,2496,6156,4971,5173,3230,719,2403,1508,6962,3383,939,25.51,23.49,23.52177675663475
4157,3193,4483,2737,4395,5570,6376,3299,1430,6860,6060,7082,6012,3160,6845,4532,2942,1506,2972,6567,3397,29.97,28.16,28.421451482000247
3591,1879,3641,6385,5756,3937,2827,2207,6725,1390,4153,5903,6166,4961,5821,5709,3168,3990,350,1260,1406,47.53,38.39,38.70255431373639
5822,6157,188,6740,3825,753,6213,5667,5548,5411,795,2622,1942,4920,6911,6564,5262,462,5015,394,3685,34.97,31.31,31.322094492104995
3821,6003,5296,2733,3031,13,590,1596,3271,6446,860,2772,4660,2550,902,3689,662,6733,5317,1723,1971,68.43,55.66,56.582711655298056
5637,399,1250,5280,1172,4796,95,918,1883,2355,1710,1802,6969,4607,4223,3437,4136,6399,4950,2612,6460,25.8,25.76,25.668569465306977
4384,6407,1541,3829,1454,5098,648,338,6762,6605,921,4900,196,7035,830,1632,2089,702,893,3811,3269,43.09,36.96,37.3048127782592
1824,6762,6795,5575,5041,891,5257,3977,6237,5476,5730,2834,3300,4940,5415,3650,6371,908,2390,6843,4869,26.73,25.69,25.562221268206986
3634,6674,3108,1687,957,4416,61,3802,2451,5963,5264,632,2798,2835,1572,3969,6173,585,4527,5622,6023,43.36,36.28,36.04711825676706
2987,3464,6423,5311,548,4963,4249,1754,2047,2871,6864,511,2745,1934,3529,3596,689,2055,1784,2647,1353,41.16,34.09,34.59959490159848
6140,1695,5950,1791,6022,5014,3797,5826,4388,6984,3430,3012,1565,5109,3352,3966,6336,3333,3845,4813,286,58.07,44.48,45.30399264236349
2392,148,1512,785,231,5917,1234,2410,4124,4255,502,5236,3867,332,1595,6104,1698,2260,4028,3542,308,47.99,39.28,39.54151993172182
2824,3835,6079,1611,6117,6406,2353,1171,846,3637,2452,3367,3635,635,1684,1255,3992,6248,6635,5737,2329,26.1,24.91,24.59484621322837
3072,6602,5195,3052,1321,3533,2555,3794,3883,4308,4440,1823,2946,6985,2362,2336,240,3794,3059,2943,6612,32.18,29.91,33.052118649299636
6806,2436,6123,1987,6608,4256,82,117,1077,5153,4348,1221,4389,170,1357,411,15,1670,6307,6497,3815,59.81,48.32,49.074999239495476
2907,6435,2972,4527,287,4015,1515,1955,108,2267,3541,2771,6844,419,4943,4472,6645,768,3686,2552,2144,50.01,40.22,40.713127549989
2025,5504,6571,4084,3426,5921,2132,2781,360,240,3518,305,5140,5531,1356,6237,6623,4618,2026,1111,6092,38.53,31.45,32.602075184784624
6212,6892,6467,3378,4168,6148,6807,2764,4520,1095,2290,136,1382,371,139,3979,5268,495,6687,3768,3829,33.06,29.16,28.61651641245133
4269,5451,6182,7046,6668,4936,4220,3394,3039,4246,5178,1399,2406,1498,604,5601,1143,6817,4481,832,3343,30.87,29.2,28.890505916144477
6342,2882,3638,3726,2280,6577,2093,3707,2318,4340,1272,4728,2579,1144,4276,309,3374,3977,6971,1888,6779,43.21,35.38,35.53210093562579
3759,4796,5017,2239,250,2592,4706,4896,4503,950,3994,1025,2292,6434,5811,6174,2192,839,3565,5477,621,32.91,27.4,27.997341687173982
3041,275,4217,3989,6164,6771,5271,3668,1598,2550,2832,1483,5356,3140,6784,3248,2590,403,2219,1754,310,47.39,38.58,37.87802175678815
2594,2600,5001,3215,4548,2309,291,1077,3419,2049,3386,649,4056,1882,1638,6041,651,5719,4311,943,6086,31.76,29.1,29.528385583310552
5179,6867,1012,5170,6870,6699,43,2311,5669,568,3532,2192,3955,3782,2194,2370,4473,4583,386,1430,1932,34.52,30.41,30.350781415048456
3986,1376,1181,1227,5779,1457,5652,3828,5526,3257,5299,69,1165,3209,447,1476,6221,5133,1443,2547,1553,41.28,35.97,35.88593919920435
5313,6739,1071,1202,399,4292,1245,4380,1755,3132,6379,877,3549,3193,1489,215,2300,855,1075,942,1189,49.42,46.97,45.203670786327756
2416,1039,3142,2887,4945,630,1572,60,3038,1167,3918,2014,526,2903,4473,3973,850,5762,6937,2566,3872,44.63,35.52,35.03676279227444
174,6057,2829,4348,6129,6996,6405,3624,4660,3337,3801,4407,4408,2501,3623,1221,4378,3737,6823,3145,1642,48.4,41.69,40.81487515644791
6198,4868,2421,6141,6949,6124,1470,2463,7035,6881,1375,2596,2178,6880,1657,1068,434,4944,466,3352,5033,33.69,30.28,29.61944716349513
1457,938,4697,114,1293,1003,6504,3304,4660,5615,3065,4302,5709,6275,2253,757,3796,4426,4758,3614,2669,41.14,35.51,35.16476946461507
1198,4837,4918,1790,2647,3737,4148,4617,3059,5216,2606,4841,2936,5754,4923,6315,5923,2818,7063,5656,6842,25.24,24.73,24.422199993958838
2796,2349,2437,2209,1493,1009,4932,4102,1812,5998,2793,5970,5286,2036,2313,3561,2186,3710,1063,3914,2740,30.56,26.35,25.878044943480347
4353,6460,1440,5081,4329,4269,3617,5061,422,567,3419,3485,4504,6942,5001,6368,2385,486,1936,6999,3126,29.42,27.42,27.15726285164286
3145,1730,612,3003,4210,1758,453,4494,4047,963,3531,5998,7106,3191,5827,4590,2961,97,2462,3047,4139,30.09,26.71,26.48632386509697
3039,3268,3598,3051,5338,5614,853,4787,4055,1197,2649,1801,0,3038,526,5035,1,1142,668,1713,2626,30.52,29.78,29.366935380355862
3564,2318,1612,241,232,4413,6006,2570,4377,3640,6040,2981,6786,5907,6862,6561,1745,3615,2778,5590,4785,27.69,25.62,25.82674811892267
