n_nodes,influence,n0,n1,n2,n3,n4
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
5,698.2800,929,223,516,722,829
