n_nodes,influence,n0,n1,n2,n3,n4
5,444.0800,219,36,620,857,217
5,438.2900,514,36,620,217,857
5,433.6900,514,36,620,217,857
5,432.8800,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,432.5100,514,36,620,217,857
5,430.6700,514,620,217,36,857
5,430.6700,514,620,217,36,857
