n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,485,640,594,67,169.95,37.4,36.79999999999998
620,13,930,857,480,265,564,239,196,734,481,167.75,34.4,37.92000000000001
553,856,562,487,406,654,881,154,237,650,155,156.88,28.81,29.599999999999994
888,948,535,399,759,15,687,795,65,163,776,181.29,34.81,35.879999999999995
980,605,43,308,798,31,843,886,275,484,609,173.0,34.4,36.27999999999999
736,942,899,396,731,807,943,437,404,745,820,169.76,32.7,34.15999999999999
590,455,987,958,137,899,374,99,36,139,506,183.6,36.43,37.68
222,264,988,688,446,797,641,875,308,431,519,150.11,27.8,28.79999999999999
853,395,587,359,546,599,417,598,237,925,344,161.6,34.57,33.79999999999999
698,937,951,29,876,286,620,687,712,167,715,178.01,31.8,33.52
881,334,987,554,926,585,582,106,730,671,216,139.88,26.89,26.520000000000003
648,851,587,273,291,127,64,493,874,654,495,176.56,28.73,30.519999999999992
90,352,819,68,420,918,154,20,300,437,787,180.57,39.43,42.32
425,893,121,45,619,629,779,46,386,735,600,181.79,40.55,41.839999999999996
338,564,902,944,285,517,241,36,317,7,78,191.5,53.98,57.03999999999999
110,614,548,32,971,202,994,417,298,625,269,166.01,32.74,33.31999999999999
159,706,43,888,347,321,368,981,141,918,882,165.48,31.28,32.24
386,385,471,890,532,395,659,887,609,697,572,152.26,27.18,26.360000000000007
105,635,996,963,830,519,277,441,649,737,732,149.41,23.16,24.480000000000004
243,958,308,447,264,533,310,561,347,11,807,190.79,41.42,42.11999999999999
425,593,322,20,385,630,603,647,136,61,648,183.05,39.51,42.759999999999984
642,340,477,361,695,939,361,623,723,285,755,158.59,29.07,30.0
501,22,603,62,977,692,21,986,378,257,643,191.52,43.4,44.919999999999995
467,305,606,615,327,181,372,189,320,776,378,161.24,30.57,29.8
864,609,270,307,806,386,107,790,832,27,994,180.88,35.77,37.76
582,700,752,134,317,512,227,669,823,275,244,167.03,33.21,34.87999999999998
335,191,694,445,665,714,99,104,615,329,971,162.01,31.53,34.239999999999995
341,691,853,229,448,829,876,983,173,81,344,173.81,35.28,35.16
