n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,4342,237,6884,3814,6356,2040,5316,424,1662.11,101.82,104.82000000000005
1284,927,3045,3842,7114,2019,3119,4454,835,4701,2042,107,5989,1775,3343,2289,1491,1645.33,97.96,102.32000000000012
7106,6272,3190,1307,6241,6530,589,1136,5062,5058,3644,1037,1083,14,43,1715,6337,1658.8,127.52,134.62
1765,1358,1363,2369,2569,1629,4417,5552,5125,1677,1488,5657,1612,3139,2447,176,2958,1657.21,147.78,167.56
3398,1359,1193,2161,533,2718,2468,6696,4940,4801,27,4882,5553,5797,2768,540,2539,1663.36,178.39,194.3100000000001
2911,6705,2507,3938,5705,2586,1513,3942,3871,5772,1442,466,2098,187,6142,2929,6921,1648.38,97.19,102.69000000000017
3311,148,4497,6453,3431,2999,3083,4739,6891,74,3709,382,5797,1482,5109,1609,975,1660.36,169.64,182.48000000000008
6190,2015,6713,3786,2821,4198,2906,4298,2055,6353,3791,885,4831,6130,6397,6530,3008,1641.65,68.66,66.91000000000005
7042,2423,300,3546,746,1707,2791,4201,5003,2970,1214,2784,2258,5755,4465,754,2559,1657.8,203.12,219.39999999999984
5619,2595,2508,1453,6543,640,5134,1219,5907,5645,2533,3963,1323,5899,397,663,4920,1662.79,65.14,65.49
4370,3325,260,1944,6066,4865,2816,6769,2049,3732,5332,3455,1192,456,5229,268,6567,1658.55,115.47,120.91000000000014
4043,2737,6868,1696,1069,5993,4620,1087,5164,6455,3390,873,1382,3559,3055,1222,481,1660.86,107.26,112.89999999999998
6920,3445,2415,1156,3712,5082,6981,1386,4277,3715,3998,5642,5976,2602,3924,2244,2384,1664.0,276.26,321.9599999999998
3850,3307,1200,922,3088,6734,4356,1469,5136,4090,7109,2772,1475,730,4029,2230,4220,1660.51,152.2,163.74
6406,4490,7105,4119,2959,516,6439,6513,6347,2913,5690,4812,5439,281,6222,2504,2977,1664.09,84.93,88.34000000000003
4581,5771,5474,2300,6842,3978,2169,6305,5659,5865,2407,2785,5322,1463,4756,6978,94,1661.24,136.48,149.92999999999998
3885,4480,6338,2053,2669,5502,2242,3792,2366,6690,4098,5303,5518,6534,2921,2849,2243,1658.33,108.78,117.37000000000009
5276,2831,6044,6784,3346,2867,6904,1412,7102,5638,3684,2984,2738,4244,1162,4336,1361,1659.75,106.88,108.78
1627,6853,2965,6994,3909,2317,5664,645,5895,5495,5983,3413,1407,5052,6392,4758,4230,1662.61,50.65,56.88000000000002
5452,3447,2479,5109,4531,6346,7103,5217,2217,5901,226,1602,1310,4804,3613,5112,5325,1662.24,87.25,91.21000000000005
1480,1794,6217,5619,1478,5168,5885,342,3863,1853,1357,443,1093,907,2599,1487,3953,1687.32,259.78,288.94
1584,4491,292,3403,3811,2876,3115,5427,5011,589,4834,1674,1948,5881,3063,5,2871,1664.48,120.45,126.91000000000014
3320,2281,7011,3359,7097,942,5643,6810,4483,3062,295,4505,5026,2468,776,2418,4466,1662.79,227.94,258.4400000000002
4199,2780,4758,2401,2880,6705,1058,3433,3352,6660,4619,5261,4410,3026,3829,1164,1284,1661.32,156.84,164.78000000000023
4881,3135,4619,3907,1631,1089,4985,744,2876,6727,5420,7,3128,884,2670,4635,5039,1665.52,252.21,270.9599999999999
4418,1152,2666,5156,4622,3078,3516,3536,1854,4042,2387,3928,5802,3111,3144,7003,1302,1668.54,195.77,216.78000000000014
4880,4865,2128,6070,2464,4065,2056,3403,161,2614,2518,4028,2346,1173,3907,194,998,1667.68,280.48,311.5799999999998
