n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,214,410,208.85,55.46,55.87999999999998
657,31,470,499,464,399,506,586,196,918,850,412,91,496,239,184.35,38.89,39.60000000000001
777,20,717,273,532,417,485,923,933,388,743,116,678,264,99,195.04,46.45,45.359999999999985
833,64,395,635,849,386,110,676,59,346,240,707,88,509,925,189.08,47.28,46.72
665,529,923,212,595,827,145,621,65,552,968,38,500,718,198,195.46,42.84,45.16000000000001
151,968,880,592,467,746,598,902,455,292,570,365,875,899,436,174.7,37.6,38.76
138,162,782,615,99,544,706,321,718,365,972,659,863,506,515,190.25,37.57,39.04
638,202,316,153,364,541,291,522,672,73,827,924,877,519,934,195.22,43.89,43.800000000000004
718,558,225,352,249,929,12,302,351,225,273,34,433,260,385,194.93,46.04,52.08
305,854,722,912,426,179,673,405,119,170,954,679,872,998,26,185.73,41.51,43.6
206,996,784,164,307,119,13,815,782,389,350,856,174,582,446,189.38,45.49,47.32000000000001
926,237,142,419,577,456,416,427,82,602,71,295,734,97,34,191.32,47.91,49.680000000000014
87,679,109,782,533,539,368,157,827,958,517,499,725,152,618,189.06,40.63,44.79999999999998
64,194,17,934,143,348,395,674,587,123,761,306,359,333,988,203.92,52.68,55.12
374,3,661,855,510,215,62,896,632,33,904,988,889,777,827,202.07,79.63,80.80000000000005
836,593,176,182,345,993,441,452,123,85,205,619,229,509,830,197.3,41.2,42.160000000000004
484,809,158,390,124,111,594,738,463,663,129,736,450,526,742,201.06,51.86,56.47999999999997
92,732,950,482,577,403,836,369,466,230,52,202,50,456,114,187.58,46.92,47.31999999999999
110,216,742,4,725,615,626,928,23,670,372,849,442,540,95,207.28,61.97,65.12
991,766,773,614,514,838,722,582,205,513,234,331,538,393,761,183.14,41.11,40.999999999999986
532,662,200,6,296,627,303,930,81,761,328,949,928,412,229,200.82,56.5,60.31999999999999
647,303,81,560,429,762,378,826,964,758,870,328,528,309,640,173.09,34.75,36.32
851,980,365,802,916,302,667,866,111,200,496,378,387,981,599,167.88,35.64,34.919999999999995
867,940,319,210,297,406,627,392,862,941,700,536,958,707,745,185.8,38.96,41.83999999999998
364,840,692,619,599,370,689,437,200,501,842,541,519,858,83,178.7,35.51,35.84
275,167,70,510,750,887,277,429,798,119,639,849,844,280,298,193.28,41.83,41.16000000000001
280,823,845,516,275,283,909,647,421,250,370,251,988,253,809,188.2,37.71,37.75999999999999
516,765,468,255,239,832,830,610,537,849,200,376,508,799,108,195.88,46.0,46.04
812,114,397,86,670,174,798,580,437,942,46,805,931,140,22,193.21,50.51,52.39999999999999
624,195,701,270,89,97,473,470,889,685,927,289,947,579,94,192.42,43.71,44.16
129,621,366,885,668,67,327,809,39,855,941,85,879,140,669,201.79,55.02,53.12
823,375,848,76,834,236,742,37,614,809,326,227,303,761,366,194.33,42.6,41.99999999999999
990,334,67,532,921,116,938,738,624,356,444,163,160,261,914,200.1,47.71,48.919999999999995
398,152,441,745,800,66,102,547,227,84,300,947,180,345,767,190.24,47.87,50.2
203,111,968,52,58,569,805,753,181,844,174,572,654,334,302,199.47,50.89,51.71999999999998
903,248,753,512,490,113,576,735,958,84,140,953,767,135,230,192.96,44.48,44.600000000000016
334,223,417,178,173,138,780,450,62,711,908,459,599,683,628,186.58,44.36,44.75999999999999
294,424,833,958,447,592,703,918,754,944,380,708,577,727,501,182.03,41.39,42.55999999999999
889,375,752,864,798,540,191,316,272,696,968,487,853,130,859,179.17,37.04,38.559999999999995
857,283,511,650,994,518,546,807,959,524,296,826,222,582,539,176.8,40.35,41.55999999999999
400,785,138,844,500,662,487,127,298,403,32,35,889,380,518,192.46,43.17,44.400000000000006
967,303,355,384,715,28,636,146,850,704,14,81,847,189,459,206.75,60.41,60.28
593,970,130,786,987,861,435,577,645,592,988,898,110,381,514,185.78,39.97,39.44
40,615,732,671,377,366,108,969,327,665,104,488,863,173,661,190.23,41.21,39.60000000000001
241,488,373,590,354,955,380,771,827,439,383,760,643,686,39,190.03,45.51,46.95999999999999
752,144,951,726,678,911,666,320,62,33,982,238,522,369,495,195.7,48.08,51.91999999999997
375,487,574,177,308,142,662,272,804,23,802,451,759,294,598,185.79,51.95,51.999999999999986
700,267,465,861,303,296,412,880,509,457,672,644,91,511,919,181.73,35.47,36.96
669,449,349,139,592,994,754,110,370,734,614,682,467,370,481,171.18,31.21,32.440000000000005
586,392,208,559,535,726,604,177,800,149,516,842,35,90,561,191.84,42.06,42.36
812,681,777,318,222,150,651,410,259,970,902,818,202,979,118,187.33,44.32,45.51999999999999
14,37,453,735,848,216,324,321,28,5,753,17,755,131,589,209.8,76.4,90.23999999999997
309,655,318,11,45,832,218,336,324,875,95,424,240,933,867,194.14,54.39,57.15999999999998
0,890,697,98,528,523,207,493,938,774,734,838,431,927,114,200.23,60.62,61.47999999999999
435,518,151,76,149,673,726,797,974,805,680,722,354,958,611,182.29,37.7,37.08
446,672,51,259,419,710,679,203,28,291,65,788,499,322,712,194.68,45.4,47.199999999999996
165,230,56,406,847,709,316,269,315,534,283,617,22,415,813,184.88,44.56,43.87999999999999
213,720,709,711,717,216,193,114,826,790,670,887,958,798,506,185.64,35.64,35.92
159,732,844,322,244,669,928,84,445,354,914,518,844,906,562,192.8,45.17,47.04
700,510,930,474,890,627,994,373,632,140,631,169,480,99,226,192.47,39.52,40.64000000000001
531,815,344,625,968,165,568,245,964,226,435,740,692,611,941,170.21,33.82,34.6
205,345,704,131,576,792,272,73,455,331,585,144,676,242,737,191.97,43.59,44.91999999999999
608,407,860,21,943,322,408,364,787,317,121,120,395,694,877,200.05,54.82,56.27999999999997
947,680,878,457,421,612,10,499,346,561,733,905,880,999,935,188.32,43.63,45.47999999999999
205,16,773,15,967,721,621,704,512,326,381,722,495,897,594,193.45,54.89,56.23999999999998
105,626,179,116,55,455,282,83,560,28,203,254,646,943,76,197.19,55.78,59.39999999999998
61,343,352,393,725,320,946,498,619,162,987,502,754,814,281,175.28,37.11,40.36
643,964,993,913,972,60,488,857,479,598,780,252,900,824,553,183.38,41.11,40.239999999999995
683,802,707,59,526,784,520,665,410,962,459,535,485,897,822,189.6,35.03,36.72
684,163,120,587,945,629,522,826,713,175,937,337,753,300,580,200.19,47.65,48.95999999999999
559,974,408,639,118,457,567,187,305,163,766,811,906,918,365,186.34,39.15,41.599999999999994
361,541,57,694,409,621,978,281,72,933,252,565,853,731,979,189.06,45.81,48.319999999999986
704,483,448,291,718,965,194,488,561,67,667,64,644,869,299,187.54,37.62,38.92
69,185,404,103,560,126,186,188,735,497,330,582,243,722,197,192.57,50.43,51.839999999999996
448,255,786,388,30,532,356,312,122,539,528,502,586,40,597,188.02,45.08,43.48000000000001
96,454,745,376,260,336,929,108,107,197,892,498,434,581,460,198.39,45.67,49.95999999999998
102,707,865,133,28,360,129,399,458,919,340,686,532,933,706,184.91,46.18,50.91999999999998
434,608,113,803,389,481,976,692,649,427,853,129,795,75,736,197.84,43.48,47.07999999999998
186,241,454,205,282,621,574,858,683,856,941,934,153,216,980,180.23,40.49,41.359999999999985
534,1,834,910,341,942,373,88,817,168,517,327,575,849,877,185.99,44.25,44.88
426,964,741,307,139,224,385,938,13,606,109,923,157,226,66,192.3,48.66,51.71999999999999
869,786,163,659,150,506,295,895,949,556,396,90,450,727,295,186.65,38.42,43.68000000000001
980,76,393,452,943,508,446,342,495,748,239,317,923,45,931,198.91,49.05,52.399999999999984
941,592,694,104,21,573,932,635,370,665,720,435,12,742,264,197.94,47.97,50.959999999999994
970,719,379,42,666,643,180,638,66,558,498,960,979,53,515,198.79,45.42,47.160000000000004
17,53,739,910,102,326,140,255,836,370,864,904,363,820,515,193.85,54.32,57.23999999999999
678,551,367,858,84,247,999,891,891,656,939,193,521,244,287,198.24,43.94,44.6
100,642,942,429,30,196,23,115,781,417,323,151,512,274,231,206.57,54.68,55.71999999999999
59,956,335,906,364,524,389,781,540,167,879,635,328,997,941,193.22,42.71,44.07999999999999
809,776,648,642,715,311,163,21,711,277,748,848,16,540,44,205.25,60.6,62.120000000000005
638,625,821,302,566,144,308,908,556,615,212,27,143,713,43,207.57,51.89,54.519999999999996
738,531,779,618,134,361,279,454,740,987,685,266,354,999,992,181.35,39.52,43.639999999999986
720,309,729,912,699,138,372,468,455,628,710,234,775,534,904,169.82,33.22,34.92
690,642,821,559,327,844,87,544,264,981,584,779,685,1,889,177.17,35.53,36.800000000000004
