n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,490,158,92,68,20,411,562,939,296,819,783,60,53.86,48.08,49.906363378723675
227,532,549,368,283,798,176,846,108,268,219,965,949,26,848,656,826,48.94,43.57,45.46670967192811
266,819,278,198,168,317,296,642,888,749,983,875,868,901,381,88,865,39.2,34.84,33.784902816682234
620,345,687,397,518,254,182,253,484,286,91,967,957,837,886,964,560,36.85,30.38,30.160253276135627
860,307,7,930,298,586,721,903,319,868,783,520,199,423,433,613,295,41.78,35.61,34.181255760099184
441,462,165,238,312,265,832,816,44,83,47,473,641,287,531,547,663,59.69,52.84,54.347209326140984
482,717,351,148,689,200,68,422,935,207,650,647,451,282,188,364,446,49.18,43.56,44.376684389684385
764,602,328,649,571,203,926,331,103,859,63,725,234,284,783,596,630,41.81,35.64,35.249962167462165
882,243,125,339,957,181,297,470,26,43,365,714,84,917,987,977,292,64.48,55.46,56.61491608873314
752,691,982,334,18,330,295,329,989,156,793,667,420,882,965,890,635,39.1,34.68,34.04909781979202
696,837,79,300,632,196,915,454,299,139,256,390,613,984,162,339,586,43.29,38.35,38.10793673374557
9,372,45,465,173,373,802,823,371,297,585,99,449,212,434,938,212,43.41,39.05,41.1567332434002
116,60,63,56,754,172,609,693,993,153,621,41,559,502,596,255,329,59.3,54.06,52.96817139423758
36,125,854,541,299,792,419,667,205,489,206,247,449,420,503,37,224,46.08,36.91,38.90404093108288
431,454,254,662,910,438,850,220,510,192,32,37,260,259,248,538,213,54.02,54.47,51.4490329736264
790,237,427,890,267,145,332,52,912,950,322,578,119,583,412,985,922,44.03,38.78,37.658853440676964
668,669,891,809,734,762,41,506,396,95,440,215,952,894,586,921,966,43.99,37.92,39.3554996648232
946,169,344,303,672,482,818,922,657,322,834,430,540,220,670,820,702,36.86,30.48,30.042956041779572
820,274,346,944,401,979,508,76,879,994,286,984,642,684,195,45,404,43.04,37.04,37.734536005933066
920,634,130,785,991,275,683,876,61,890,171,704,650,475,582,483,764,47.48,39.71,39.327139910262744
413,949,399,223,817,3,216,944,160,13,624,897,263,118,405,829,788,41.14,37.27,35.95937095556949
801,390,898,227,563,54,899,973,206,165,687,622,338,838,913,575,792,48.79,41.08,41.12763070459913
803,482,937,539,450,27,80,35,712,608,115,500,574,885,263,622,792,54.07,47.58,48.97108110843404
142,42,371,81,786,900,535,926,10,304,857,355,847,76,87,982,556,55.81,49.54,49.44545101180698
464,390,210,806,318,397,239,776,498,876,989,409,97,79,117,937,635,41.45,37.13,37.193317771553055
817,906,374,524,444,425,878,728,795,454,68,643,902,963,200,652,309,41.42,36.6,36.81611852968255
952,856,490,432,121,817,571,171,380,895,166,180,723,152,334,506,880,41.46,37.49,35.9247244558274
346,264,554,997,925,4,727,172,5,663,319,123,558,113,498,805,732,102.71,94.07,90.95769576964427
615,495,538,77,533,251,421,867,300,365,234,785,184,884,641,1,692,53.52,47.38,46.41809982773219
54,624,929,320,557,934,930,478,801,933,581,312,959,888,518,805,451,43.05,40.69,40.18277096826664
627,632,452,401,144,257,789,611,370,677,348,136,443,84,620,147,691,57.78,54.37,52.42729004879524
828,637,181,292,923,962,380,202,589,812,358,691,635,904,95,78,412,42.39,37.54,32.91157824201942
661,958,925,183,337,669,380,334,178,307,904,23,618,20,536,972,772,38.06,33.34,34.02753714422832
849,90,820,367,826,832,976,100,162,186,598,507,676,587,960,78,778,44.62,37.97,38.99232909471664
947,991,119,176,667,490,691,907,763,227,632,805,851,676,310,873,950,38.86,31.42,31.913832816148997
704,415,902,613,243,918,501,720,226,317,376,235,763,334,550,641,542,40.23,33.68,35.12737974123787
462,920,822,409,518,410,992,837,320,290,448,421,602,13,257,188,918,41.64,36.82,35.81352719584337
553,469,709,574,629,845,373,413,973,397,638,28,159,523,69,469,997,38.83,31.11,32.72722906511661
988,645,942,355,618,815,319,932,93,773,264,495,227,655,950,488,913,39.17,33.96,34.2913873816815
618,796,67,152,946,244,70,306,135,970,48,167,407,809,595,697,635,50.15,46.78,46.47658767702885
560,730,982,551,268,18,536,251,161,769,99,210,32,972,324,83,124,56.27,51.1,51.95574679146304
277,62,899,658,295,624,911,646,718,176,748,152,670,424,975,133,899,44.73,38.29,39.687882367216275
726,736,83,573,373,710,2,741,901,565,159,514,421,157,220,864,305,64.65,56.88,57.372289412176954
