n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,66510,28140,4914,11265,56838,54810,9156,31544,11889,72226,55642,7747,293.47,137.69,139.28656052306377
74115,16226,29260,8108,75642,51993,6499,28977,6105,72963,17455,37959,54937,18907,70868,15439,74830,40433,73434,23688,13507,53.09,35.03,35.513871979936994
74868,24624,48810,12770,71793,8229,73972,7812,26995,65066,69693,56045,41175,61027,59399,47393,39291,32561,23562,31994,10728,41.42,34.65,34.80259374773077
75290,39354,68838,64895,45020,58829,37740,9594,15475,67100,54804,21621,44833,19920,64089,55272,5138,10173,73148,75107,41123,61.82,37.63,36.95052108599598
44580,45898,65100,59795,9012,12267,35381,62141,8519,7952,40580,75752,58411,37302,50566,45482,2957,60515,46591,22026,15347,71.1,32.35,32.474662534301714
64709,7727,28600,37674,16952,32455,52153,51242,65078,10561,21805,58875,52644,72016,36416,17947,56429,72118,36493,54433,47024,33.23,24.49,24.733414258864844
49865,30245,19781,10876,23097,19830,30403,30583,1581,63565,23900,34438,36953,536,19094,54912,70069,48398,74231,41761,16448,189.75,54.35,55.68828014205742
67566,7076,59853,73304,51429,52175,52294,51658,13570,63114,52486,8158,24983,8827,27363,57753,21273,14408,44571,6891,13419,119.49,44.91,47.57548712851421
30,74289,19826,70335,13299,47659,3342,9216,27256,49313,19470,33063,45533,47731,62147,16101,15119,63972,61078,62966,63417,291.56,66.73,64.71659434674662
40875,11257,18889,13393,44909,34702,62733,21160,67676,3027,26897,69239,47415,19215,71194,3544,69220,39071,11928,34224,67947,93.88,41.13,40.655526809111414
48064,21894,46621,29201,69807,70984,65889,43209,29234,25578,31377,52518,29719,26203,67847,64589,46604,3798,3661,36623,61897,97.03,49.45,49.770584804335805
33970,25381,45125,58619,45812,47793,10556,28896,13389,29733,61614,25782,44267,26787,63262,250,62845,45089,11112,15716,50926,72.87,33.52,33.09249025866399
26125,62656,23399,56875,43583,11370,51883,60707,52610,11130,20821,22282,16651,3610,19811,60994,19159,62174,45928,20435,71913,57.66,30.48,33.15261179810719
71864,17168,2804,1866,13470,69020,18251,56860,25533,27661,3669,33008,27889,38399,65688,31527,42728,33995,71349,54920,17180,101.12,43.58,45.27093051504467
7982,46371,60052,67732,55132,65752,17139,69707,19901,68617,66918,2451,57688,24000,515,19634,22589,18554,62061,15772,72938,155.5,71.0,72.04894269703213
8094,42727,67941,69563,72802,63240,13907,73439,7447,32570,25074,36296,5531,12811,66547,59267,73626,3652,8305,58097,42678,78.79,35.08,36.14715047523091
66263,67130,26136,36331,59289,66605,69898,62657,66552,32460,68578,34025,73336,26553,58658,17974,54609,15941,51427,57949,41416,42.76,33.46,30.84250472954868
9508,31541,56143,9584,27877,39685,16036,20243,47996,18740,33175,17990,61307,28781,12337,52200,63866,21337,29322,21163,56560,73.97,46.51,48.52651092062907
67581,52928,44448,55217,25656,46742,41749,12084,47966,2553,44299,72620,60118,57731,2370,50376,43450,67821,38725,67143,8426,82.69,44.25,38.890819721250935
14791,29957,13733,11018,34808,35641,5188,23796,35447,16981,55345,33896,53208,19577,70333,67473,74789,64829,42866,11725,36577,67.7,36.08,34.95819815119537
7540,24031,55747,9491,35248,2206,11608,34151,10976,29151,8732,34662,15948,59477,1513,44453,72491,54756,35108,16937,5663,110.17,61.52,59.50832056805976
69063,31252,14346,21161,34327,6603,23743,26446,40893,39977,69610,26983,38005,58417,65547,23317,35457,45482,2380,32826,4843,66.71,37.98,37.57829842772184
2011,2416,66277,72227,24832,67401,62227,32201,58596,13930,56646,64880,71553,51522,66412,40341,28204,30089,44918,26034,18313,204.13,69.59,68.60389936507514
53044,45554,7128,17015,1868,9269,33501,56458,21397,7261,11073,49922,66314,36953,31747,38411,5929,60221,24294,20648,35263,117.49,44.6,43.29121327051926
58435,474,34503,47728,43113,71706,42406,32040,4515,40573,28556,46738,23980,140,43952,50020,10995,62212,36559,65898,26342,230.67,49.04,50.80757316503228
32529,66156,648,11908,34625,11764,18856,52364,5461,51639,2948,39275,39877,30514,11073,69361,20349,51054,42747,64774,19590,106.91,42.97,43.17091168823639
37247,18972,5739,67237,56261,66262,18259,68649,66108,74511,2107,30138,11153,4084,5486,17444,47278,13751,49364,59164,73207,105.41,33.49,35.50600965277077
6655,2469,69657,32054,64132,34575,434,59893,9189,65925,70149,12051,68942,8657,62109,33055,9758,34807,30773,26898,30243,67.75,44.45,40.44259762480088
60337,64742,50142,10058,62784,37659,6127,25990,10154,19323,43486,33284,39900,74417,17490,1634,63231,7950,63674,35228,13044,246.55,69.13,68.83712544576362
28533,64174,38123,67703,37426,60904,61066,61124,15532,71968,26116,40851,11253,61989,2294,37956,60158,10022,66403,58910,35213,70.89,35.5,36.063203051737645
50704,27503,27618,9779,11836,18578,68690,34315,47127,17380,66682,36643,14768,47865,30327,65259,63719,51652,3255,20849,470,153.45,47.99,48.11142728630249
64447,59082,53139,39577,18442,54549,45083,49296,41428,15847,43427,228,42539,44338,52200,15734,25656,1536,37988,33189,48787,121.83,64.68,66.02928898723901
8516,51498,51139,10013,47278,56105,36065,6326,36783,13331,6765,37437,19518,32679,34829,57178,66972,41366,24883,48935,56065,179.45,54.07,56.026203275392675
3802,52434,72633,71988,26664,10561,6484,53855,59095,18162,37513,63645,6419,72103,16686,22382,61890,54377,45044,36929,39029,136.31,43.06,45.17474547032615
33520,34100,53242,31282,39431,63331,73049,51690,15694,21932,21188,9852,27246,65615,65152,72140,28839,59373,43625,58977,56023,42.24,27.79,27.71841406467264
18297,71799,25219,31992,11890,22897,44820,72859,11939,41849,31342,48274,33863,74660,26495,2632,54104,50179,54248,68703,27525,52.29,33.27,33.28799294905369
49396,35420,44328,8134,65292,36374,75272,47204,16498,65981,69366,28306,12137,35523,32565,50405,52396,58439,56601,40896,2858,74.97,35.66,35.20374127763534
16678,4226,55731,62032,64202,23,9586,51317,69187,61361,58844,32566,14292,29333,20234,19931,68467,14272,59942,11141,72286,160.78,53.15,46.69727665572393
