n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,5.35,4.87,4.97091309892626
1068,3030,4947,5.19,4.33,4.475016172422352
3883,5125,4758,3.36,3.03,3.076896890630729
536,4961,107,10.55,7.65,8.023864638148904
6860,3843,2124,3.08,3.1,3.087938958014826
4512,1919,1570,3.93,3.82,3.7711853555793633
5874,3852,4431,5.03,3.81,3.944041968820712
6852,4502,3902,3.61,3.11,3.2083374322058855
3253,5235,7053,3.53,3.21,3.257776935072063
1233,1899,5200,3.91,3.82,3.8425685093687356
1242,7111,4285,3.34,3.39,3.434726607244099
3194,6072,124,3.09,3.08,3.1052658257305605
5500,6367,524,4.12,3.49,3.648031009940609
1305,6211,4842,3.38,3.51,3.4870943944840738
350,2467,6390,17.01,12.14,11.636639639979471
254,6746,7090,3.05,3.04,3.061463352138629
2207,3872,4872,3.04,3.05,3.050877192982456
5888,3175,5850,3.83,4.2,3.8903422394239886
6456,3497,3235,3.12,3.17,3.093696309046309
5964,6561,4726,3.04,3.02,3.044275838472574
3642,1098,2994,4.96,3.81,4.21576458392691
798,293,1113,6.55,4.77,4.921013126936665
4054,1777,2113,3.22,3.24,3.15771772254406
5505,3573,6381,3.58,3.53,3.672466919462744
5133,7006,2466,3.39,3.08,3.132258051276703
3450,4155,6827,3.62,3.54,3.571440763096789
3161,4702,2874,3.16,3.15,3.120865068001395
4375,4792,3338,7.01,5.36,5.566020395594153
4786,1903,2758,3.25,3.09,3.1058907167847805
5586,234,7015,3.25,3.21,3.2175079485670355
2291,4962,5499,3.35,3.28,3.292258209064321
5698,1336,5723,4.81,4.17,4.230688614388107
7050,2673,4438,3.02,3.09,3.133646529690962
4685,4662,852,5.07,4.43,4.131079223483367
5847,5369,1729,3.14,3.27,3.1974569290731685
5185,6812,4698,4.73,4.43,4.401889631647271
2187,2334,1019,3.89,3.98,3.770801790637523
519,3948,6995,3.79,3.55,3.577368714786057
5232,3960,725,3.23,3.33,3.3067403839043825
2818,6558,545,4.5,3.98,3.895692086891078
3362,1235,164,3.45,3.46,3.5124622167424304
2407,3499,6297,3.07,3.05,3.0552583827495265
3401,974,362,5.94,4.39,4.418154218539915
4956,5034,6239,5.45,5.66,5.711877727218182
368,3094,5885,3.09,3.13,3.1192799775316846
4803,2711,4512,3.35,3.37,3.421907746840491
2286,4140,1932,3.17,3.1,3.1540727351585414
295,2536,59,13.24,9.74,9.008337655883507
630,885,4913,7.72,6.82,6.3923321973444125
4387,257,1616,9.1,7.57,7.545000329534936
3341,2388,5000,3.11,3.11,3.1063830878502383
2157,1279,5650,3.62,3.73,3.5974905579194116
347,7108,2783,3.04,3.05,3.0565119925453663
2570,2950,1133,5.48,4.54,4.220669012435203
7059,3094,3086,4.94,5.01,4.8430083985053685
3771,4260,3163,3.11,3.05,3.0947561960453216
5274,7101,4879,3.48,3.5,3.5734471960542935
5578,4581,840,5.99,5.02,5.124612838535431
5080,6647,4153,3.05,3.01,3.032690111501893
2222,3532,5196,3.36,3.44,3.361709794032408
5900,5862,1946,3.28,3.23,3.151341856409869
2466,3583,2115,3.3,3.37,3.308520627612893
4269,2482,4492,3.93,3.55,3.817973116043145
2776,93,6458,3.94,3.69,3.6237280319912055
3401,4751,2579,3.2,3.23,3.218899837430734
164,3084,5044,3.33,3.34,3.433643659778636
4826,5178,1091,4.86,4.78,4.815218878486181
492,5189,5139,7.39,6.26,6.268022037785675
2723,3819,2891,3.33,3.17,3.2144048152428915
5564,2888,4987,3.9,3.52,3.4811071590198805
5791,2284,6045,4.35,4.11,3.8862870329467123
4010,181,4828,3.11,3.16,3.2630447520800105
496,5537,174,4.91,4.24,4.167763637228966
3024,2057,5144,3.1,3.1,3.116254961212656
3738,2446,4855,3.35,3.31,3.359639540688353
4927,2621,1453,4.07,3.85,3.880890001760004
2981,1517,2561,4.04,3.39,3.615951076482168
6210,3024,6912,3.24,3.1,3.186887759607618
4879,2163,2460,3.27,3.32,3.3129995686719806
6449,3089,859,3.4,3.17,3.319801616566048
6326,6660,220,19.63,13.07,12.786939033379744
4663,5601,6022,3.18,3.08,3.1314198798979795
1076,2539,4096,4.38,3.87,3.964791190134795
1823,5355,6584,5.22,3.97,3.8779389719407003
2206,1955,2685,8.57,5.59,5.984120600100047
1535,5554,3565,10.47,7.84,8.345607893660457
5321,5718,794,4.16,3.97,4.113036711748301
834,4921,2637,3.38,3.31,3.3734124791766353
2734,5529,6828,4.11,3.76,3.6921958388663505
1838,3591,6633,3.09,3.04,3.0731981744055603
7008,1386,654,12.87,10.3,10.49062922356116
2758,6079,5326,4.44,3.83,4.198785240791949
1786,4656,3695,3.75,3.38,3.440798774767889
2216,1843,6447,7.46,6.02,5.578968383210958
990,277,4338,10.4,8.44,9.031540034568724
1563,2581,6609,5.97,4.9,4.692622395233126
6850,6868,4709,3.11,3.42,3.301446150148289
1503,7075,2282,3.0,3.05,3.0290346410635385
2786,6612,6782,4.1,4.0,4.025321484312911
5258,700,6604,3.94,4.2,3.996661338680636
