n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,253104,199158,25.22,23.69,24.080000000000005
192632,97821,83725,201887,5738,71486,128146,210217,51932,191319,228722,108529,238701,141113,141361,27.33,25.74,25.74000000000001
178795,24696,50589,147696,145126,183375,211058,191073,69604,173775,210597,159920,179749,23097,221323,26.7,24.9,24.83000000000001
111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,183401,24583,198067,51684,183696,26.39,24.11,24.770000000000007
166440,208774,76332,25572,249396,11975,154290,236654,52657,217030,171810,239252,94471,127586,244511,26.34,24.69,24.69000000000001
218293,238422,50783,134912,150964,168970,254288,182953,233939,211158,132039,255950,240200,7450,166062,26.71,25.14,24.720000000000006
94732,64197,157744,112640,79776,93684,154443,31348,23511,131113,230707,177895,137694,52199,30624,27.62,25.47,25.31000000000001
159438,173733,70224,81862,188482,51438,99564,126810,58389,36203,156589,55020,218629,226895,229634,27.38,24.67,25.42000000000001
183035,136876,3282,49478,203963,44339,4471,169865,87270,146209,237092,175991,162598,162167,80248,26.36,25.23,25.190000000000012
98207,98934,138247,102017,75798,33248,177924,128124,14109,48588,110857,155695,195641,261705,104271,27.37,25.26,25.83000000000001
25160,257156,115671,64306,211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,24.5,23.97,23.78000000000001
217909,99619,208692,20046,135446,111783,123451,79550,184987,214049,107233,246605,22526,50369,195694,26.68,25.22,25.07000000000001
178305,69683,118320,127838,189432,205528,252988,45122,4860,5733,141018,32373,65834,154511,210181,26.74,26.67,25.40000000000001
94646,49167,67190,131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,160478,26.65,24.91,25.110000000000007
127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,80130,166322,210958,122489,25.24,24.84,24.29000000000001
84774,96069,172816,42737,254480,239363,241979,162383,98577,182046,158081,69678,83915,169370,104407,26.01,24.32,24.830000000000005
255594,127925,191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,252878,14969,47861,27.23,24.84,25.270000000000007
7893,159897,202787,149361,29397,178807,188352,97230,94899,257583,246006,130401,223737,154599,16324,26.44,23.92,24.30000000000001
240982,50497,40471,248352,70583,160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,25.75,24.6,24.470000000000013
122919,60834,26255,97232,94888,252172,38000,178496,163995,63795,159011,83447,37821,9877,164628,28.09,25.51,25.690000000000012
175153,25512,187153,27638,11865,169232,125272,121297,189817,235820,18087,164940,8086,183860,144553,27.47,25.25,25.130000000000006
33294,161642,218277,242269,21900,42220,162036,165459,238917,69516,237955,219783,234171,171515,118484,24.5,24.4,24.17000000000001
130991,181875,5317,207443,167103,35932,214499,247307,49491,238229,244873,115575,125609,204078,115206,26.79,25.11,25.43000000000001
117198,146431,72458,125155,186772,151865,16690,217953,209767,76483,256396,95274,74991,94409,246329,26.15,24.4,24.73000000000001
8878,21936,131702,224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,187114,26.36,24.54,25.090000000000003
22450,65424,214006,158510,167397,62508,140378,195420,8575,193736,45427,88180,97121,8379,13648,27.55,24.26,25.390000000000008
249533,260319,193946,200591,196930,248983,54835,183680,113517,90040,232032,20341,41322,191763,177162,26.35,24.83,24.470000000000006
29893,104766,143425,35571,121648,194778,129638,167615,19708,33567,19391,91855,136384,256507,7989,27.57,25.71,25.520000000000007
48674,137736,185620,39400,48157,73847,193723,39584,132991,149012,222840,101792,208844,58479,247746,26.68,25.39,24.83000000000001
58090,182338,147864,187489,238703,32991,109872,181103,42777,198519,82968,260420,63002,147066,150041,26.56,24.52,24.51000000000001
1248,206154,211048,149137,101367,49321,199291,85265,224117,99898,137965,115590,2536,104205,221477,25.88,23.79,23.910000000000007
261494,139143,144456,222831,173559,35720,187792,61261,169120,142586,211093,194741,97576,71276,174734,26.38,25.0,25.140000000000004
48535,254956,39166,43025,180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,15526,26.47,24.87,25.00000000000001
30039,170621,186396,141630,26252,176614,96368,156138,8436,15696,142280,58926,206152,106651,59133,26.53,25.78,25.090000000000007
200184,148191,180271,241769,249321,76938,24304,123482,20263,189831,150314,226550,15416,44200,234289,26.36,24.31,24.65000000000001
173371,114802,31472,251149,29418,184012,257752,46609,13110,179295,241120,7965,196637,220401,177192,26.04,24.49,24.910000000000007
260355,191218,111497,170646,185682,75242,67027,116227,60802,52990,213861,225252,171515,204160,140403,26.98,25.36,25.19000000000001
206449,169009,56087,72828,155244,3437,66831,138160,207234,191847,195238,255282,260862,253954,185648,25.97,23.63,24.30000000000001
228425,179277,86763,203690,135637,24557,153322,156071,169187,8582,94909,96243,181219,30702,59310,26.66,24.47,25.000000000000014
248636,199975,7343,94467,241517,181463,248481,89286,114197,179746,218225,254592,13566,90179,36542,25.82,25.17,24.790000000000003
7968,2576,88131,17848,127123,676,121537,217142,69126,22943,177500,154857,161535,71625,60350,26.54,25.28,25.12000000000001
34702,33012,109895,143070,47669,63691,256162,173782,100638,257420,155666,112484,147729,135677,164330,26.08,25.0,25.38000000000001
217723,125943,243410,70818,66365,35854,78395,232796,8614,50470,198722,117550,27453,211909,46160,26.09,24.09,24.400000000000006
151010,28426,248532,243378,212214,679,134628,42065,31434,39842,155371,103056,124176,127456,225904,26.96,25.66,25.450000000000014
227949,139144,201124,181996,141946,212760,208506,123324,56462,220697,168878,235759,101804,40461,201978,27.58,24.11,25.160000000000014
240949,120083,227998,238672,224132,2795,88542,109469,66013,83718,34820,74916,97252,154234,224140,28.24,25.37,25.610000000000007
177887,95127,58537,1404,204480,79933,46307,21634,106862,163185,162617,201388,60689,242908,168319,25.77,23.54,23.41000000000001
23388,50916,99720,107960,32993,197419,238660,239366,219405,38676,136263,243474,250096,13197,136388,28.06,25.47,25.37000000000001
137589,203534,253930,127940,241463,95489,231465,260679,86164,220647,186749,155105,102144,227338,71566,25.76,24.56,24.69
170247,174004,209132,253480,17491,68568,34471,10803,28680,154392,158102,160276,188654,259320,40663,27.53,25.06,25.27000000000001
214947,132418,132777,29778,205065,180242,200661,204217,253666,22719,22675,256903,218309,174298,197910,26.06,25.09,25.110000000000007
32736,56654,92022,88696,41484,255216,190831,214590,240318,64022,45910,252997,48243,59133,164857,26.61,24.7,24.95000000000001
32899,225313,125586,193712,243174,120000,163143,28970,190435,160988,35832,119422,254589,210705,51462,27.41,24.82,25.81000000000001
149921,97282,192409,37908,254567,87099,164098,69108,238989,17899,71817,197320,401,16020,231316,25.09,23.33,23.580000000000005
171526,7831,125740,260475,165370,119470,83387,16065,2958,71999,233959,189086,26577,100681,244744,25.27,23.82,23.92
163534,88066,26720,193334,219058,225171,97819,37214,218307,198122,38615,97093,174928,199735,122949,27.59,25.2,25.26000000000001
195008,106016,206444,5068,247931,139385,233021,219689,39546,27230,258418,116854,97913,3265,234028,27.03,25.33,25.40000000000001
260601,247071,254151,33427,177842,144526,125857,69545,18449,125363,31737,104650,184812,52050,208273,25.78,24.04,24.620000000000005
142424,259281,255624,225896,44549,114796,86738,66923,210116,142040,203244,90677,77147,142816,180546,25.35,24.34,24.610000000000014
231752,71644,118738,145684,257218,231641,188312,201720,11990,131203,195787,65449,173418,258282,163063,27.97,25.16,25.510000000000012
254577,861,138139,230396,214299,129840,145994,140714,66788,44634,221310,9289,84090,3651,225194,27.84,24.84,25.410000000000007
55011,149577,79731,49977,40373,72892,15260,71473,190685,79316,184152,257549,231224,98102,57052,27.76,25.62,25.900000000000006
185453,190947,44976,155838,717,23620,213686,229376,216990,93660,151270,48479,91699,48044,125174,27.34,25.07,24.98000000000001
242311,167578,57873,124695,100746,233278,143389,163128,94148,32211,171959,192272,22979,254600,112704,27.24,25.61,25.76000000000001
14272,153235,233512,162258,53423,159634,115104,70582,57377,167289,257941,254857,14784,126471,173669,26.57,25.46,25.420000000000012
168819,132048,219405,138197,66149,136600,69634,167883,254339,94659,78828,206100,111696,196342,97238,27.36,25.2,25.260000000000005
24766,260350,200547,142888,108579,234917,168468,42585,245760,72778,15997,170325,132145,83430,214279,25.68,25.17,25.350000000000016
173869,257342,133096,15054,20482,174313,29306,15929,114977,112867,139883,23746,46286,179862,68989,26.7,25.54,25.33000000000001
92181,314,16592,69711,187411,81062,90649,101803,105774,155506,184501,223530,218320,188042,20417,27.7,25.17,25.32000000000001
194186,30105,74168,210172,129910,117137,190532,67387,234303,81305,63027,201049,3946,241524,13338,26.78,23.94,24.28000000000001
203196,135100,142074,228651,99790,40203,57578,205465,77238,168059,170802,226448,195249,236205,3212,27.7,25.68,25.54000000000001
28134,69084,208065,251907,35470,146439,31119,8113,104501,67437,128131,55743,18283,190924,72263,26.51,25.17,25.20000000000001
200284,46003,233367,35369,40309,25906,224000,6229,207926,57029,155957,85794,233935,110064,235594,26.29,25.23,25.140000000000015
182044,124624,160427,150229,127874,118316,84643,252743,161125,119027,50564,209880,46488,139441,29616,27.49,25.41,25.880000000000013
57943,175441,215509,36511,102534,58418,154015,92161,122075,147838,201816,169749,72004,155275,219696,24.83,23.26,23.64000000000001
