n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
7585,6116,4376,2269,3049,105,5543,8237,7597,9907,1324,5472,9081,670,6209,3275.63,74.28,80.27000000000007
2775,7405,6923,2574,2759,3899,841,1817,2169,8294,9673,1037,6285,1665,4770,3292.87,77.16,71.16000000000003
3358,3674,6910,1437,4370,3438,6496,4606,5597,707,3268,86,6736,897,6206,3288.7,96.03,95.42000000000007
8056,2279,384,3878,6958,1835,9778,63,1986,9481,3238,3326,5410,135,1368,3292.33,104.81,105.03000000000009
2182,8843,286,8205,1389,9387,8138,8807,3246,6883,1127,6523,3148,1530,9499,3294.03,66.82,67.28000000000004
2381,2827,9976,675,887,4423,9094,9934,2446,4396,9425,560,1987,6592,3879,3279.48,76.98,74.57000000000008
2649,8272,705,5995,8553,9670,9260,1421,5688,1801,9570,5989,7394,3441,6589,3301.04,68.6,71.05000000000011
3256,9411,300,6208,9957,5385,10,7103,1830,3496,3632,7274,4417,5320,1455,3275.68,107.08,112.25000000000014
5032,4667,1688,8478,903,416,6248,9182,7022,8148,5670,4067,9273,1085,6963,3263.59,72.89,71.64000000000007
3783,1569,6568,8353,6110,9182,6051,2279,4756,2802,4242,481,827,2830,4308,3276.44,70.72,73.11000000000011
2690,1970,9937,2430,194,799,997,7379,3417,6371,4820,242,5808,4669,2304,3307.32,88.11,84.94000000000003
7879,9206,4550,2249,1418,9108,4849,1932,1074,6880,7395,2335,9206,6275,9636,3282.08,54.88,58.72000000000004
2770,4491,9785,9969,8100,5715,1625,793,4535,8664,2102,2839,1380,2657,3643,3224.85,54.1,54.25000000000005
213,3324,2881,7760,7482,9691,9162,8937,6361,1363,2835,8988,7898,9714,4299,3284.43,78.71,81.62000000000016
8772,1090,471,9519,9588,7139,8918,5058,8576,8634,8800,1074,9402,8882,4920,3257.65,56.89,56.04000000000003
1053,3674,2252,1690,1632,8055,7430,990,8031,867,9878,478,6113,3991,7514,3301.43,70.8,78.20000000000009
3786,6082,9390,8125,3983,589,9780,1386,768,6713,6662,9642,1129,1322,3098,3276.75,75.75,75.5800000000001
