n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,485,640,594,67,86.1,31.63,31.03133266041745
620,13,930,857,480,265,564,239,196,734,481,97.73,40.11,38.9967689228228
553,856,562,487,406,654,881,154,237,650,155,72.52,27.57,28.92569066871562
888,948,535,399,759,15,687,795,65,163,776,106.64,38.47,39.75141931916855
980,605,43,308,798,31,843,886,275,484,609,90.69,34.65,33.99265764327237
736,942,899,396,731,807,943,437,404,745,820,62.0,22.63,22.93953086100021
590,455,987,958,137,899,374,99,36,139,506,95.02,34.41,35.1852819377448
222,264,988,688,446,797,641,875,308,431,519,70.89,25.68,25.97836506544067
853,395,587,359,546,599,417,598,237,925,344,70.32,25.73,27.315506846301922
698,937,951,29,876,286,620,687,712,167,715,85.7,30.98,31.738519952408005
881,334,987,554,926,585,582,106,730,671,216,70.74,26.55,25.922618874915802
648,851,587,273,291,127,64,493,874,654,495,81.61,29.15,29.334212001561916
90,352,819,68,420,918,154,20,300,437,787,95.02,33.4,33.48270455244694
425,893,121,45,619,629,779,46,386,735,600,88.95,35.66,35.53248471793235
338,564,902,944,285,517,241,36,317,7,78,141.09,54.59,53.02173718440486
110,614,548,32,971,202,994,417,298,625,269,89.14,33.29,33.278576003761344
159,706,43,888,347,321,368,981,141,918,882,89.77,29.47,30.427560824407642
386,385,471,890,532,395,659,887,609,697,572,79.84,27.85,28.28342530360933
105,635,996,963,830,519,277,441,649,737,732,64.03,25.58,25.18659603387698
243,958,308,447,264,533,310,561,347,11,807,122.68,45.25,44.30994495539765
425,593,322,20,385,630,603,647,136,61,648,87.32,30.31,29.401141319032245
642,340,477,361,695,939,361,623,723,285,755,58.06,21.11,24.142542539040516
501,22,603,62,977,692,21,986,378,257,643,107.18,35.9,36.76720824880063
467,305,606,615,327,181,372,189,320,776,378,76.83,28.37,29.29111920264503
864,609,270,307,806,386,107,790,832,27,994,109.48,35.03,36.11418002030418
582,700,752,134,317,512,227,669,823,275,244,87.99,30.98,31.267945698386022
335,191,694,445,665,714,99,104,615,329,971,96.81,33.4,33.778970736138966
341,691,853,229,448,829,876,983,173,81,344,78.52,24.69,25.113554203393853
759,665,223,906,582,461,277,230,805,123,34,95.26,31.29,31.979017625846573
542,980,195,322,826,856,858,588,187,884,285,72.24,25.35,25.766656864290013
348,826,847,657,87,825,634,353,603,132,431,72.66,27.67,28.27007380074057
