n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
221360,100989,198693,233372,110250,10612,67873,253090,134027,127383,106151,240709,205468,217540,79511,253702,124937,93860,152930,78.43,50.62,50.88
233743,238056,57263,132300,36509,73882,36633,198129,24859,162101,209558,65668,258804,238484,139608,257631,184856,212393,157785,74.34,50.04,50.72
236497,38525,81303,25890,191321,19331,235625,222946,179302,86559,123769,146751,26398,92744,113815,82889,160140,167883,239340,85.76,51.37,52.480000000000004
53602,253390,144840,125045,116049,226835,136669,68286,16326,211033,240770,143838,240122,3680,24450,188666,220224,104549,186188,85.96,53.72,53.279999999999994
216228,205795,175152,163909,299,160405,129388,217071,227436,87329,63939,191438,85250,184455,228188,16510,50087,240391,148769,76.1,49.1,50.11999999999998
58118,62551,210592,253634,37354,210548,142341,117432,23911,21088,260367,83900,229398,133153,261612,244536,128263,28588,79022,82.72,52.73,53.79999999999999
144511,76307,185220,32718,143508,87228,213507,241762,141632,53268,252664,209565,158121,143453,154040,75407,116651,24020,156313,78.23,51.93,53.35999999999999
209173,100899,83111,150903,63466,76108,48200,49647,215342,48950,8643,160634,257241,172139,68172,124919,18110,23546,177923,80.29,50.01,50.719999999999985
198601,34137,229840,39203,242058,10129,220845,21036,235450,183323,241980,217411,141715,179175,102575,219641,184885,137513,72255,74.08,47.3,48.239999999999995
136784,212763,61735,222687,56413,234629,178120,154612,216337,248975,109949,151963,72144,118112,129146,173079,168085,261163,183559,76.88,50.62,53.16
240370,257546,207965,93681,21593,85019,160637,30238,127518,153898,165189,87889,221532,49906,63710,4249,191755,71050,30706,73.78,49.08,50.039999999999985
184898,57792,97533,208295,44690,87172,111707,213886,16303,26373,205289,38366,224217,182890,57350,11857,214203,150435,166253,87.22,50.81,51.95999999999999
238555,245503,140036,157855,178412,19397,6998,32622,166461,49419,158947,217602,150982,31377,102553,23994,97029,218587,257036,84.19,51.63,54.79999999999999
30420,9539,158729,5671,51010,251928,254461,48489,188249,32478,125628,55201,190619,209910,16013,245620,178086,5972,142668,84.6,53.13,53.95999999999999
111573,162686,26607,219126,68136,18351,57889,18866,169587,78921,91827,114312,47269,16001,132025,122455,10322,156364,26455,90.04,54.05,53.27999999999999
183323,259059,102570,52259,68192,93993,237082,191784,123264,219762,236533,240774,149361,44413,182897,176328,53323,253374,201155,78.52,50.95,50.88
15217,206739,177262,41473,221622,42455,89735,138798,65716,30726,156445,241544,115949,174484,45827,3461,123633,178593,107454,80.98,50.13,51.16
235955,149189,229324,133326,240520,81643,170114,93625,101880,219587,172390,65780,40216,146957,181095,3260,120049,194399,20728,70.06,51.39,52.0
88058,193728,11979,142690,73631,35346,62948,199797,249857,126308,92333,159943,75465,176528,94162,154737,248225,233817,166133,81.7,52.29,54.359999999999985
223811,162811,34693,187595,81342,101716,196211,108637,217291,170611,21161,399,155864,50412,183129,87661,41963,62761,58483,83.69,52.29,53.719999999999985
167090,117475,99260,186213,229486,176626,148937,229254,108634,8269,105451,228507,183980,148759,109635,202423,173590,185861,12263,84.12,56.14,55.04
43430,116746,16747,67954,183898,41336,117011,138300,231983,127733,238037,147168,158329,198045,18,231702,10200,129651,85444,74.97,50.99,52.51999999999999
81804,219607,122392,13069,212086,215671,229380,255374,212969,108825,49283,143802,261992,252454,165960,256526,21880,219532,190199,78.26,51.65,53.19999999999998
34215,258689,3861,105333,248918,177868,109441,82883,889,55974,3746,188042,197854,618,256965,215674,177146,138502,160448,82.06,53.04,54.72
25633,49927,31169,159477,170201,52039,229023,79276,73395,180496,256511,47768,26261,124677,223854,241898,103991,164531,21324,84.9,53.08,54.839999999999996
5726,72014,239568,118745,209669,207707,30350,225800,67236,34975,171328,136541,214243,170598,169067,90977,30175,228553,40485,72.02,48.41,49.239999999999995
72983,223147,4869,11088,10659,53932,178519,68070,146369,82500,248119,96179,246006,148758,238512,222675,11011,221868,196381,78.21,51.42,52.79999999999999
251973,183848,159277,171799,129626,186740,168858,236640,120236,167809,114148,97635,228435,141014,46737,54485,98455,153911,76293,81.72,50.86,52.36
2332,36295,39589,71138,87401,88476,206994,96259,188350,24564,88671,204319,162670,9349,10801,70679,42955,39168,257402,83.48,52.17,52.4
152948,75898,94609,103492,259339,143781,33984,76914,30119,125321,191501,62837,244778,12650,80708,47077,224666,137114,191014,82.61,52.39,52.91999999999998
18576,79343,105688,219036,86119,78440,108716,28482,26057,147018,238199,126136,124257,88363,220423,209157,255912,212947,90086,83.5,51.84,54.12
32591,125589,30410,183394,130478,111813,9915,79142,87839,192610,180121,234461,40806,241090,43661,164296,147976,98453,211319,88.0,51.36,53.479999999999976
255475,259915,167478,22786,17258,211752,22195,51915,196573,57949,16031,100876,2058,25710,103234,145876,136053,75974,117583,70.79,48.59,50.559999999999995
241212,128088,206645,153325,187277,178075,56951,110896,21931,96555,57707,259118,261909,68397,153414,203712,43668,113042,50317,80.92,51.64,53.55999999999999
93983,30149,16739,215477,226382,223571,184026,7240,236718,137839,118387,197247,177450,52871,31171,130308,104321,67234,54324,76.91,46.95,47.959999999999994
168033,11036,261368,248502,209042,56595,163424,38365,27428,51896,120168,99098,94802,143233,216789,39671,27458,259179,156300,76.31,51.33,51.48
257684,127900,38902,147824,106406,167343,178239,110949,230072,136636,129867,178079,240398,232726,84531,218505,130663,261667,130717,80.43,51.88,54.83999999999999
166478,175654,229297,52950,142294,159847,244138,57350,2544,89186,184967,252331,195831,235669,83429,214464,84364,9297,137653,82.9,54.06,54.64
38893,229240,67340,157964,205564,40869,220812,99353,152816,77170,188253,185171,211564,123320,17395,209700,22188,135404,227775,72.94,46.72,49.319999999999986
239996,10332,17394,59006,34208,10651,78760,4006,198940,221237,117594,86663,225942,42123,209884,39012,227723,171988,120778,83.74,51.75,52.519999999999996
253912,97339,132382,100199,236215,138885,131708,8812,150437,23762,177883,208180,211054,135790,198664,157323,259662,20016,195812,75.11,49.03,51.16
111769,237444,197818,54029,75933,140356,236228,156923,109534,216451,254947,126409,221640,207366,254865,101861,159234,153718,61229,77.09,52.46,53.43999999999998
223167,226696,209206,5369,172224,232064,63,194181,47702,79283,132869,149491,66705,87211,17202,129370,225413,68683,247187,70.99,47.41,47.44
216274,79378,202501,106973,100705,212346,100579,16320,42937,168030,245242,33376,62639,75258,191221,217563,87562,14556,246903,76.13,49.6,52.079999999999984
9419,126177,109541,36937,128930,233298,226315,157801,188006,21396,176565,183159,39681,212412,258659,92477,107777,9222,160372,81.02,51.65,54.51999999999998
122232,101366,120293,12329,26602,123440,203986,39680,5302,8510,156840,161847,34787,165141,84911,27601,183521,143954,170129,78.57,51.95,53.359999999999985
90876,51111,100509,205368,203533,203806,128534,29097,231021,15770,159939,183715,122470,161043,165756,244820,88569,170517,32590,82.84,52.12,53.27999999999999
254144,178921,187070,163063,77695,206717,222594,33320,251256,239018,101618,209542,77018,240356,195502,228729,251015,178521,257791,75.78,51.89,52.91999999999998
