n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,48.48,16.71,16.954870667074506
861,757,667,944,542,29,860,68.41,20.36,20.761163309895707
476,794,965,255,664,53,922,58.13,21.57,21.935908462439908
160,115,380,480,889,252,389,60.46,18.14,18.734449491497863
556,104,587,255,13,748,221,86.16,31.3,30.685964954814487
417,286,186,938,888,784,398,39.61,16.92,16.987040614189674
163,780,816,73,142,632,632,58.92,20.01,21.74665122501605
455,129,135,1,995,892,5,80.3,27.61,26.94657534248072
214,792,220,983,169,893,170,67.76,19.8,19.962839512766333
296,321,984,203,552,897,694,48.95,15.78,15.897918850726015
640,209,186,963,991,707,201,56.24,17.35,17.376631681444096
989,988,915,392,305,22,369,60.5,18.14,19.011170776147623
424,169,958,149,270,66,339,55.73,20.98,20.218650411038876
308,837,617,600,3,610,694,76.24,24.46,23.418964395669033
724,346,67,317,363,838,313,67.09,24.23,24.041373538429962
492,713,323,189,492,483,721,48.35,15.22,18.775434553790785
180,58,262,998,961,23,972,99.04,32.79,33.54624569065343
767,366,865,413,18,562,806,81.57,22.75,23.583191615131206
428,374,385,592,861,9,463,86.24,30.18,31.28148723703576
47,724,185,638,978,977,201,55.05,20.33,19.899756069023145
121,773,251,951,839,964,473,44.12,16.55,16.395496971337195
352,524,363,914,537,256,794,38.85,15.29,14.811459583956822
473,110,603,766,799,816,376,62.05,21.46,21.520450471444473
880,302,37,443,968,93,213,69.74,26.45,25.083433363738024
348,525,625,371,940,151,348,43.32,15.04,17.986272466614462
282,946,719,558,94,319,702,43.57,15.83,15.606195776318625
324,313,181,817,80,641,152,62.17,18.61,19.529831431068853
738,705,316,495,165,737,49,65.08,22.43,22.789346298628445
82,615,546,945,415,32,243,66.54,20.91,21.167996225874365
758,608,352,846,256,466,666,44.26,15.4,15.272877746700944
431,149,57,938,653,33,820,65.97,20.83,21.104337392128276
505,342,858,212,133,749,577,47.02,16.12,15.857773294263717
972,135,645,918,806,423,109,44.69,16.32,16.587046908499374
172,444,381,152,60,865,430,69.53,20.42,20.79845811155144
301,144,464,944,635,872,173,50.95,17.28,17.95881168626158
999,534,464,983,499,705,747,41.99,14.71,14.911776330332163
325,490,280,298,481,413,923,38.96,16.58,16.512351432337574
150,115,386,841,544,982,183,71.8,23.46,23.176020192186527
642,959,511,888,346,184,91,56.26,17.37,16.818579751994967
503,278,527,800,561,888,514,43.64,17.48,17.656307293052507
369,64,804,814,793,364,711,56.38,19.93,20.269174417287218
601,679,35,777,313,372,572,61.34,21.13,20.50226682888313
721,684,287,855,497,271,788,40.87,15.62,16.511186524382254
707,733,300,979,968,348,665,53.21,17.38,16.087680280487245
182,594,872,11,485,560,792,80.77,30.57,30.084940631065287
256,333,687,280,474,295,836,54.8,17.11,17.744134804030477
512,662,689,816,365,356,280,49.07,18.64,18.666319429390956
659,353,755,960,848,418,358,48.13,17.85,17.2039561934011
944,863,176,890,887,704,460,46.04,14.64,14.862708279350151
999,373,979,342,530,145,542,53.79,17.75,17.862118865867476
170,203,856,370,959,874,488,44.94,17.44,17.066796268030647
289,708,80,736,686,747,426,55.75,17.12,16.870504878350186
175,631,799,958,594,528,681,43.77,15.96,15.797752882123117
958,430,309,638,566,793,887,49.32,15.52,15.373070699445854
652,277,737,28,200,163,600,64.83,22.32,21.41489772563735
451,639,665,185,224,777,702,57.38,17.9,18.46056468827201
184,646,735,42,482,231,169,75.31,21.77,22.423460154885817
55,913,136,113,324,991,185,51.79,18.9,19.41807677325694
494,198,561,36,425,476,359,69.7,22.32,23.43463869536768
389,678,626,73,604,209,243,56.08,21.97,21.696963516402338
735,924,382,0,358,415,974,97.16,26.42,25.815187317747696
285,876,419,887,117,705,851,45.42,16.47,16.408924863671434
560,382,987,36,563,628,308,58.81,19.02,20.134353040233428
97,302,558,524,347,973,594,55.56,20.81,21.048760299240328
300,981,360,838,132,429,419,55.09,17.91,19.297376192891146
832,577,657,551,378,478,145,48.12,17.0,17.663304084544436
160,610,391,577,488,980,203,41.39,16.08,15.918257581224516
991,136,623,93,359,840,914,59.45,19.36,18.59371721524263
677,0,391,110,333,579,938,101.85,31.82,31.842368835607537
629,552,144,333,644,897,912,59.43,17.93,18.308676361009404
577,384,439,442,231,505,298,54.66,17.2,17.45922178249647
491,995,725,388,393,984,875,44.57,14.56,15.117432564623684
935,162,610,608,266,758,308,46.56,15.86,16.181141029793157
508,257,425,20,326,967,314,48.07,20.17,20.223402682057458
503,951,293,146,488,24,124,73.24,23.26,23.502638306817722
675,636,983,454,251,300,40,71.88,23.14,23.184318088710125
800,139,846,401,13,491,545,89.08,31.54,30.71334278822725
573,280,249,957,485,800,37,72.41,23.37,24.25517603140527
251,501,274,864,158,738,292,53.13,17.95,18.08455798883689
300,504,622,486,530,660,884,54.42,19.11,18.76967522765392
618,901,761,916,121,16,778,63.81,20.67,21.618533878399273
129,307,289,546,725,344,628,49.28,17.35,16.814804567176957
303,748,542,27,475,358,369,80.36,26.05,26.629874120231786
698,762,832,604,135,37,2,98.45,31.43,31.840800567263052
258,566,466,702,938,110,909,58.14,20.08,21.738835567435608
703,558,195,14,439,797,826,69.72,22.89,23.046247399046514
437,609,589,705,725,976,647,34.43,14.22,13.988680072732734
664,493,879,933,861,394,487,46.69,15.46,15.936600867121998
401,698,872,736,201,920,303,53.42,15.67,15.707685147416306
476,849,776,67,310,856,3,83.81,28.92,27.839874036281252
711,797,443,596,293,663,799,50.41,15.87,15.829623536193116
483,932,318,146,169,489,711,46.44,18.27,18.840247689216973
562,910,509,996,338,550,157,54.89,16.58,17.67467815670465
435,599,554,831,49,70,750,88.72,25.99,25.050275813208593
235,273,839,87,810,64,679,81.24,25.35,24.639558499324796
964,26,341,739,439,70,414,59.12,19.37,19.24279079839724
718,498,50,126,862,125,224,86.21,24.86,24.904214413396485
629,661,844,975,113,729,916,50.37,16.09,16.605040661355844
137,299,722,940,448,153,187,58.28,17.83,18.25176766198895
625,189,423,821,165,68,637,52.71,19.35,19.567370032884376
