n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
221360,100989,198693,233372,110250,10612,67873,253090,134027,127383,106151,240709,205468,217540,79511,253702,124937,93860,152930,69.6,50.21,51.05527285812484
233743,238056,57263,132300,36509,73882,36633,198129,24859,162101,209558,65668,258804,238484,139608,257631,184856,212393,157785,72.79,52.79,53.62986834988523
236497,38525,81303,25890,191321,19331,235625,222946,179302,86559,123769,146751,26398,92744,113815,82889,160140,167883,239340,90.86,58.08,58.252340464689496
53602,253390,144840,125045,116049,226835,136669,68286,16326,211033,240770,143838,240122,3680,24450,188666,220224,104549,186188,78.56,54.68,54.218064154427694
216228,205795,175152,163909,299,160405,129388,217071,227436,87329,63939,191438,85250,184455,228188,16510,50087,240391,148769,59.19,44.42,44.40169834624086
58118,62551,210592,253634,37354,210548,142341,117432,23911,21088,260367,83900,229398,133153,261612,244536,128263,28588,79022,80.22,55.67,58.014194803429234
144511,76307,185220,32718,143508,87228,213507,241762,141632,53268,252664,209565,158121,143453,154040,75407,116651,24020,156313,81.06,54.65,56.81341749860055
209173,100899,83111,150903,63466,76108,48200,49647,215342,48950,8643,160634,257241,172139,68172,124919,18110,23546,177923,67.22,44.09,44.873416610356344
198601,34137,229840,39203,242058,10129,220845,21036,235450,183323,241980,217411,141715,179175,102575,219641,184885,137513,72255,79.47,52.24,54.00809500791063
136784,212763,61735,222687,56413,234629,178120,154612,216337,248975,109949,151963,72144,118112,129146,173079,168085,261163,183559,67.93,46.65,48.48203911597781
240370,257546,207965,93681,21593,85019,160637,30238,127518,153898,165189,87889,221532,49906,63710,4249,191755,71050,30706,68.42,47.79,49.09752558263004
184898,57792,97533,208295,44690,87172,111707,213886,16303,26373,205289,38366,224217,182890,57350,11857,214203,150435,166253,97.12,59.7,61.451251543314385
238555,245503,140036,157855,178412,19397,6998,32622,166461,49419,158947,217602,150982,31377,102553,23994,97029,218587,257036,88.72,53.67,56.038844432072864
30420,9539,158729,5671,51010,251928,254461,48489,188249,32478,125628,55201,190619,209910,16013,245620,178086,5972,142668,75.27,52.29,54.201218010219286
111573,162686,26607,219126,68136,18351,57889,18866,169587,78921,91827,114312,47269,16001,132025,122455,10322,156364,26455,69.13,49.59,49.75430258843525
183323,259059,102570,52259,68192,93993,237082,191784,123264,219762,236533,240774,149361,44413,182897,176328,53323,253374,201155,71.88,46.32,47.36793673046095
15217,206739,177262,41473,221622,42455,89735,138798,65716,30726,156445,241544,115949,174484,45827,3461,123633,178593,107454,83.22,54.41,55.337184335081815
235955,149189,229324,133326,240520,81643,170114,93625,101880,219587,172390,65780,40216,146957,181095,3260,120049,194399,20728,73.71,52.05,54.237850858234346
88058,193728,11979,142690,73631,35346,62948,199797,249857,126308,92333,159943,75465,176528,94162,154737,248225,233817,166133,77.4,55.73,57.15865080161048
223811,162811,34693,187595,81342,101716,196211,108637,217291,170611,21161,399,155864,50412,183129,87661,41963,62761,58483,64.8,49.14,51.14695844496522
167090,117475,99260,186213,229486,176626,148937,229254,108634,8269,105451,228507,183980,148759,109635,202423,173590,185861,12263,83.1,54.22,55.784802393825686
43430,116746,16747,67954,183898,41336,117011,138300,231983,127733,238037,147168,158329,198045,18,231702,10200,129651,85444,72.91,52.51,53.177404281627716
81804,219607,122392,13069,212086,215671,229380,255374,212969,108825,49283,143802,261992,252454,165960,256526,21880,219532,190199,76.2,52.64,54.422183384156426
34215,258689,3861,105333,248918,177868,109441,82883,889,55974,3746,188042,197854,618,256965,215674,177146,138502,160448,73.64,53.73,55.39538492036147
25633,49927,31169,159477,170201,52039,229023,79276,73395,180496,256511,47768,26261,124677,223854,241898,103991,164531,21324,65.95,47.61,48.83803909809089
