n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
35222,149213,222149,210308,200218,16543,66864,30911,129875,199481,117831,123796,170811,99513,206759,55038,24604,127888,7431,73.85,51.4,52.501746372654914
234177,219090,102186,113447,159236,199827,201105,552,182408,116755,69816,189147,210193,59968,154967,247797,26798,236303,83212,66.43,48.41,49.199962339786964
8018,5851,6670,170274,141928,2413,246192,231010,99930,179957,56780,254028,110655,190277,7612,138314,58115,200199,114789,73.25,52.11,53.1385139103315
246196,129974,144928,61101,90623,60520,177431,57352,199477,120482,249625,75964,242878,5633,109099,219566,240194,145871,241746,58.1,44.62,45.90631539221991
168373,26214,48734,164981,260189,189697,225429,77696,31690,194811,87214,234769,189132,255132,186434,131281,245482,253548,110652,76.56,53.73,54.59096670379466
133095,217588,238599,175716,49767,79526,74490,154030,255184,231336,130904,221825,246654,132457,103115,154403,223684,9050,125888,81.97,58.58,59.82011447013058
63632,194964,209034,105981,108609,174258,45352,96239,143864,231402,184297,203381,176812,193518,98226,22666,115071,174000,133280,66.3,47.72,47.99541006723993
28293,204064,42912,136560,220188,103089,97130,128370,192090,7752,123029,11399,80879,184387,222377,257736,161168,155499,151565,68.33,47.34,49.46188993797401
103179,169648,44656,44195,131658,59490,257445,3224,201988,52302,141457,241195,225519,143743,60863,106025,134682,90131,249683,65.29,48.68,50.37896249592392
222156,151465,92608,120358,238486,70589,172809,143653,159631,250902,191207,1496,100581,205430,224644,215085,250254,232306,246011,73.48,50.62,51.67753359912109
194118,134348,212111,33881,135968,203790,147156,53866,111697,248963,14712,126117,228067,95613,149421,145332,52386,246681,132309,68.48,48.48,48.5489171903102
108370,127120,213215,93530,108638,90722,415,141158,141586,163444,206161,160550,86805,120100,157248,7333,210913,60189,166558,77.19,53.77,54.20973673135649
46454,144377,153212,47391,225708,24012,209305,144448,208954,223156,214024,244042,66923,8508,220658,247351,176452,18468,21819,72.89,53.87,55.05358502491521
227561,4375,118750,3816,197694,198072,73714,65420,70422,28701,209004,163788,48394,90288,76096,18223,43901,41844,66903,70.43,49.62,50.69442570619694
138249,249549,44078,172138,71542,169922,186539,77199,119197,184189,84410,130152,124196,29934,6195,81790,101333,90005,110341,65.45,47.96,49.46273452576727
208719,49293,67743,28511,66442,235882,191405,133723,256046,54811,253116,158767,113155,214182,255735,5457,59080,4683,104153,73.16,51.66,53.04643017234941
38394,9260,188438,251630,42002,116829,184708,132725,177779,111847,142790,218168,57828,256108,255746,165353,209141,182203,135423,74.39,49.8,51.70731794298301
118186,58509,137336,170002,8047,103520,176921,150954,210602,84212,172968,165399,111751,15410,193318,78277,32947,253730,55609,78.87,56.31,57.39682585408925
229516,12436,80317,18540,225054,20039,81359,240432,246228,78087,194993,41473,109097,148095,66154,34181,2223,146988,230350,67.38,46.35,48.015612223851576
222960,9939,154818,214804,57040,252235,236142,149495,120809,44962,217032,227483,228035,255269,204476,184555,163305,133398,9810,76.28,53.36,55.013163658580424
99082,52535,90945,25958,53939,150308,176725,235029,113495,155034,50887,129066,27374,245878,174576,102252,77613,132148,131019,78.44,51.16,50.93834807653386
4508,85287,160465,228490,105467,235845,73754,4742,41147,52652,224798,85915,212635,258749,147676,205180,35426,88891,112522,75.6,51.28,52.604731032752255
55844,69870,176804,25272,219598,99413,244367,143557,90138,239716,231314,219596,180121,140071,127008,201313,258345,139597,61509,79.97,53.7,55.952496480426014
17123,190176,10590,22198,34869,44484,43660,238809,141088,55828,70257,198997,87093,157341,132615,220497,66923,96497,88827,90.09,58.54,58.282325235597916
89203,29861,76340,61653,227388,247462,158330,204351,250165,187461,232591,128134,35480,152032,144486,201917,27335,84076,10259,65.93,48.77,51.43579617578619
106587,19187,99675,227060,259845,206599,38621,217187,32772,89364,30065,161267,153985,204971,242788,99100,20093,149626,144251,72.75,48.49,50.48447272141651
58645,148364,21428,249625,69920,95654,233509,77477,147966,140062,242500,29967,120001,235080,72661,28240,206311,11993,216994,76.38,50.8,51.975972554130045
77525,3245,160871,175744,3813,24034,108405,30173,216562,232013,207061,10491,49262,62818,205917,259039,153824,110366,42472,70.65,48.98,50.42022735275427
30292,118202,43878,178491,63286,41666,195036,221516,26957,114059,238751,252888,99163,211415,254348,142324,238347,214525,77076,89.62,59.14,60.89622219251183
144234,66429,186544,125045,82433,26248,54424,170931,83208,10386,7146,2754,206270,257578,242641,77476,190443,156387,83951,70.67,50.54,51.19995093889593
117924,102568,82124,104478,16505,16827,239440,83191,254230,157665,254226,119500,29192,65552,56411,205818,161954,203926,256888,79.73,52.35,55.062321974979675
233625,142321,227439,180404,122924,173495,93277,67917,48030,141977,54483,80562,52223,64587,94493,21330,214952,73606,23439,73.83,51.33,52.43769967756901
257786,197469,117414,23721,170920,150564,168680,88836,246607,59618,102361,253387,80421,10761,85784,48971,83030,207809,222071,66.66,46.8,47.322216713103586
151783,234225,241526,79379,64447,87643,26462,142665,160272,151777,211699,156228,24128,64250,57712,5340,211881,63900,105322,81.1,54.35,55.53265032262123
18960,70271,144495,227424,18590,191147,19694,5639,166561,2599,76237,196799,207666,94159,129305,122902,226138,225211,40417,73.67,52.28,52.40435053309362
26459,131446,203881,208400,86007,20213,133502,248834,174390,45414,47072,203478,39207,258184,37103,215364,226897,83829,80117,67.91,51.0,51.018709408550265
28017,185945,134835,218808,241003,157782,76936,33108,234293,54195,37140,142997,238677,189432,8325,204405,82855,215228,236739,72.25,50.69,51.886245459208666
163454,210726,176212,237804,144952,220389,247326,195607,258719,180773,53853,46702,78361,113413,140900,41391,12729,187386,225994,66.82,48.91,48.86178347054118
175054,64827,66214,203889,16885,178802,252545,117098,211878,112766,143987,65593,141918,115185,223161,141049,118832,2848,103733,60.82,45.31,46.537194442681496
219228,88780,44962,67625,127345,6398,207897,169460,244485,109231,255934,149580,4957,16337,181325,93046,152062,36250,155594,74.31,49.68,51.50487704630021
32801,36305,67924,257744,217300,72591,104280,147868,105141,45134,160548,23395,61218,127401,1960,46551,138595,83162,131307,71.34,45.98,47.13435539098148
234103,170089,241286,114902,243822,179965,167539,191737,59173,62488,82047,129780,180079,125521,250751,58998,186868,108067,88329,83.7,56.97,58.348814734859374
146907,160245,237748,190898,240571,171286,72148,254896,169453,57532,12634,241592,18756,200066,134136,169158,230011,96649,41803,71.98,51.54,53.647624895825054
134121,200809,207743,231475,53436,81737,78307,181549,78529,222557,144786,97416,43300,183837,183835,193047,121838,155865,22275,83.26,53.49,55.93736595670027
224467,32307,235039,158886,251678,134729,149745,98880,46209,40836,65692,111870,57047,246859,149295,188638,198639,205067,13666,65.08,47.15,49.00555732038025
129768,178686,103181,187997,166978,91221,100657,135018,221633,43200,142664,191337,260652,10671,137409,257221,23698,211797,66894,82.9,54.33,54.31965779816747
164744,26488,70130,193175,239301,21946,251511,255543,36471,254077,203360,161717,220707,253441,172940,179995,183607,21497,116669,74.74,49.85,50.55303082573979
223076,242301,63174,254596,223084,100231,246414,210426,236827,113487,104134,43189,238573,85319,114852,33116,163159,238258,127917,73.29,49.71,50.69034791329508
251507,55578,31244,113052,157464,139999,107013,238366,30956,173148,77457,72790,65068,99313,196497,146636,1050,251606,49765,64.53,45.48,45.99796358292287
138507,115021,151803,5514,8076,164502,255090,158761,63501,218977,68261,54160,45312,74653,38904,142171,52546,71624,81562,68.49,48.08,49.81729543888848
153547,198553,65767,218196,179182,117020,207379,225769,211983,224156,255227,44034,142967,93573,128662,110091,224316,31929,201606,69.02,52.01,53.5668085078334
54773,149564,230406,100468,53692,74461,212483,28348,236982,211694,6330,30951,149240,195891,3464,142943,77702,252954,176662,70.39,47.87,49.39027391555812
199508,189875,255202,170232,35807,19708,131169,97970,150097,211151,81592,114601,131866,177540,93537,198865,138515,84852,221,68.89,50.41,51.50278903420938
32479,115950,188210,117847,91806,79901,141373,104701,88962,205281,191662,179152,149793,129053,29647,169782,240599,98974,100240,84.16,52.72,54.79660919346592
53454,145984,1015,260788,72776,166601,156805,189343,231122,193610,217427,190940,133945,52135,258740,242039,121000,157504,218783,73.43,50.57,51.464404432254554
135505,107207,245753,195200,186680,258891,258889,80042,184258,44646,117804,162538,175332,139186,51737,94220,137937,922,177877,67.95,48.58,49.95183036232731
102016,151872,111639,254361,106234,88083,225770,162955,153204,255455,192369,183370,235381,253623,196286,17759,129158,258902,195498,70.38,53.95,54.918312334774754
64915,167865,253494,170064,76254,165065,5446,106692,189080,164957,40916,166129,204172,245659,104154,205120,70846,221844,46701,73.96,53.44,55.456796718135195
201195,19244,213732,203444,158718,2655,91606,239248,69358,209268,185603,107777,229098,179577,142671,79604,39864,121129,218359,67.49,46.83,47.45939145061611
67987,127020,44465,122448,133779,11898,70993,133767,25855,195231,154831,110781,18285,93107,17563,172187,115994,5175,43027,69.18,50.29,51.02324089276494
132949,186186,248021,42369,180996,24393,105361,166716,180593,72298,158595,79797,54759,138436,54449,62189,232266,87541,70534,75.6,50.83,52.14741884916387
17971,19630,183289,217757,238640,137153,172696,96523,122666,134091,146184,193128,13039,44185,77824,171197,192698,187023,261191,82.04,54.06,56.26222365671749
213648,145815,70716,93284,159820,193945,60847,102907,147074,104783,45183,126779,207032,68032,227204,160013,86414,187708,58279,72.13,52.03,52.208325508116474
67834,252651,159894,185254,64022,221195,173235,8004,223286,235770,227654,163172,105538,82976,243269,113184,244612,199647,65123,85.96,55.14,57.548627436551214
