n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,40.26,28.25,28.959023481525453
153743,123274,253104,199158,192632,97821,83725,201887,5738,71486,128146,39.98,28.02,28.946294448189057
210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,45.82,31.31,31.920602204884105
147696,145126,183375,211058,191073,69604,173775,210597,159920,179749,23097,38.98,26.1,27.832087418852208
221323,111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,42.3,29.63,29.941549132850277
183401,24583,198067,51684,183696,166440,208774,76332,25572,249396,11975,34.78,24.8,25.280091626637347
154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,238422,51.54,32.88,34.25448442415839
50783,134912,150964,168970,254288,182953,233939,211158,132039,255950,240200,37.12,27.81,27.744707341409185
7450,166062,94732,64197,157744,112640,79776,93684,154443,31348,23511,45.56,30.55,31.931908126095404
131113,230707,177895,137694,52199,30624,159438,173733,70224,81862,188482,50.27,33.52,34.48135972555913
51438,99564,126810,58389,36203,156589,55020,218629,226895,229634,183035,39.64,28.15,28.920267888044375
136876,3282,49478,203963,44339,4471,169865,87270,146209,237092,175991,65.45,40.46,41.57578861038379
162598,162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,37.53,26.59,27.40384488922684
14109,48588,110857,155695,195641,261705,104271,25160,257156,115671,64306,47.15,30.2,31.24020881011038
211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,38.03,26.94,28.30351912452281
217909,99619,208692,20046,135446,111783,123451,79550,184987,214049,107233,42.89,30.67,31.477340003437625
246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,35.16,25.67,25.7538334657317
45122,4860,5733,141018,32373,65834,154511,210181,94646,49167,67190,39.5,26.41,27.077129096572392
131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,35.65,26.05,26.516728888089673
160478,127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,40.93,29.99,30.467964163607334
130193,80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,47.72,32.64,33.22491782729646
241979,162383,98577,182046,158081,69678,83915,169370,104407,255594,127925,44.36,28.18,29.567791442149556
191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,252878,47.92,32.24,32.95451071857361
14969,47861,7893,159897,202787,149361,29397,178807,188352,97230,94899,42.45,28.81,29.66490809106903
257583,246006,130401,223737,154599,16324,240982,50497,40471,248352,70583,31.17,24.92,24.819983925509742
160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,122919,36.24,26.96,27.090647616131033
60834,26255,97232,94888,252172,38000,178496,163995,63795,159011,83447,48.44,32.08,33.75247197836744
37821,9877,164628,175153,25512,187153,27638,11865,169232,125272,121297,46.6,32.31,33.623118324746976
189817,235820,18087,164940,8086,183860,144553,33294,161642,218277,242269,51.85,32.98,32.64309989534598
21900,42220,162036,165459,238917,69516,237955,219783,234171,171515,118484,40.35,31.89,32.37565970788915
130991,181875,5317,207443,167103,35932,214499,247307,49491,238229,244873,45.4,30.14,30.586580430780543
115575,125609,204078,115206,117198,146431,72458,125155,186772,151865,16690,37.52,26.66,27.779643146250677
217953,209767,76483,256396,95274,74991,94409,246329,8878,21936,131702,36.27,25.86,26.36605824312934
224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,33.64,27.39,27.18908660646647
187114,22450,65424,214006,158510,167397,62508,140378,195420,8575,193736,40.82,29.23,29.92989902338518
45427,88180,97121,8379,13648,249533,260319,193946,200591,196930,248983,36.66,27.55,28.506585811051718
54835,183680,113517,90040,232032,20341,41322,191763,177162,29893,104766,44.39,30.24,30.405850899657736
143425,35571,121648,194778,129638,167615,19708,33567,19391,91855,136384,41.9,29.34,30.012104203293013
256507,7989,48674,137736,185620,39400,48157,73847,193723,39584,132991,46.98,30.28,31.338967207096815
149012,222840,101792,208844,58479,247746,58090,182338,147864,187489,238703,42.74,29.38,30.130670829647528
32991,109872,181103,42777,198519,82968,260420,63002,147066,150041,1248,35.54,26.73,27.292328459749037
206154,211048,149137,101367,49321,199291,85265,224117,99898,137965,115590,45.79,31.98,31.647548434758328
2536,104205,221477,261494,139143,144456,222831,173559,35720,187792,61261,43.44,29.4,30.323265645577916
169120,142586,211093,194741,97576,71276,174734,48535,254956,39166,43025,45.05,31.34,31.238714401123488
180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,15526,44.16,28.95,30.49993930713508
30039,170621,186396,141630,26252,176614,96368,156138,8436,15696,142280,48.69,33.95,34.79575467358375
58926,206152,106651,59133,200184,148191,180271,241769,249321,76938,24304,55.99,32.76,33.48912377594988
123482,20263,189831,150314,226550,15416,44200,234289,173371,114802,31472,40.61,28.38,28.661945861328153
251149,29418,184012,257752,46609,13110,179295,241120,7965,196637,220401,34.0,26.78,27.15919722511147
177192,260355,191218,111497,170646,185682,75242,67027,116227,60802,52990,43.66,31.34,32.73204913618101
213861,225252,171515,204160,140403,206449,169009,56087,72828,155244,3437,38.56,26.81,27.573977008343064
66831,138160,207234,191847,195238,255282,260862,253954,185648,228425,179277,48.11,33.38,34.23415069414357
86763,203690,135637,24557,153322,156071,169187,8582,94909,96243,181219,46.73,32.46,31.762422261603387
30702,59310,248636,199975,7343,94467,241517,181463,248481,89286,114197,46.15,31.17,32.63836200475886
179746,218225,254592,13566,90179,36542,7968,2576,88131,17848,127123,38.05,26.43,26.684103665109244
676,121537,217142,69126,22943,177500,154857,161535,71625,60350,34702,36.81,25.45,25.6493949895616
33012,109895,143070,47669,63691,256162,173782,100638,257420,155666,112484,42.0,32.32,32.59036922745288
147729,135677,164330,217723,125943,243410,70818,66365,35854,78395,232796,47.67,32.19,32.29686188984138
8614,50470,198722,117550,27453,211909,46160,151010,28426,248532,243378,49.42,34.4,34.41238162008893
212214,679,134628,42065,31434,39842,155371,103056,124176,127456,225904,48.52,33.15,33.274354191120594
227949,139144,201124,181996,141946,212760,208506,123324,56462,220697,168878,43.0,33.53,33.561566849793735
235759,101804,40461,201978,240949,120083,227998,238672,224132,2795,88542,44.51,30.04,30.814549903867473
109469,66013,83718,34820,74916,97252,154234,224140,177887,95127,58537,42.0,28.93,29.25493068789134
1404,204480,79933,46307,21634,106862,163185,162617,201388,60689,242908,32.55,25.48,25.75863055513613
168319,23388,50916,99720,107960,32993,197419,238660,239366,219405,38676,40.89,28.73,29.563667899147298
136263,243474,250096,13197,136388,137589,203534,253930,127940,241463,95489,49.58,31.24,31.842886533413537
231465,260679,86164,220647,186749,155105,102144,227338,71566,170247,174004,42.21,30.35,31.47550449430095
209132,253480,17491,68568,34471,10803,28680,154392,158102,160276,188654,46.53,30.96,31.97788124255837
259320,40663,214947,132418,132777,29778,205065,180242,200661,204217,253666,42.86,31.69,32.04585356236704
22719,22675,256903,218309,174298,197910,32736,56654,92022,88696,41484,48.93,30.06,30.705993109513592
255216,190831,214590,240318,64022,45910,252997,48243,59133,164857,32899,37.13,25.62,26.591663206652264
225313,125586,193712,243174,120000,163143,28970,190435,160988,35832,119422,47.14,29.66,29.49940816432984
254589,210705,51462,149921,97282,192409,37908,254567,87099,164098,69108,37.59,27.29,28.03591863810312
238989,17899,71817,197320,401,16020,231316,171526,7831,125740,260475,35.35,24.24,24.741354409769137
165370,119470,83387,16065,2958,71999,233959,189086,26577,100681,244744,38.84,27.42,28.22907964158566
163534,88066,26720,193334,219058,225171,97819,37214,218307,198122,38615,49.68,31.92,32.42020795362938
97093,174928,199735,122949,195008,106016,206444,5068,247931,139385,233021,48.72,32.64,33.195918528552255
219689,39546,27230,258418,116854,97913,3265,234028,260601,247071,254151,44.93,27.85,28.778832493579394
33427,177842,144526,125857,69545,18449,125363,31737,104650,184812,52050,43.51,29.8,30.176607100088233
208273,142424,259281,255624,225896,44549,114796,86738,66923,210116,142040,41.35,30.54,31.09057988532094
203244,90677,77147,142816,180546,231752,71644,118738,145684,257218,231641,33.51,26.08,27.054403983400245
188312,201720,11990,131203,195787,65449,173418,258282,163063,254577,861,50.15,33.4,34.582911801369136
138139,230396,214299,129840,145994,140714,66788,44634,221310,9289,84090,43.49,31.42,31.495422340857118
3651,225194,55011,149577,79731,49977,40373,72892,15260,71473,190685,38.33,26.97,28.395319422739245
79316,184152,257549,231224,98102,57052,185453,190947,44976,155838,717,37.53,28.52,29.226472401503415
23620,213686,229376,216990,93660,151270,48479,91699,48044,125174,242311,41.16,28.39,28.96242748594615
167578,57873,124695,100746,233278,143389,163128,94148,32211,171959,192272,39.7,30.53,30.936163823569743
22979,254600,112704,14272,153235,233512,162258,53423,159634,115104,70582,35.24,26.56,27.01716736826322
57377,167289,257941,254857,14784,126471,173669,168819,132048,219405,138197,42.9,28.08,29.032945916272027
66149,136600,69634,167883,254339,94659,78828,206100,111696,196342,97238,49.75,34.79,35.52337709300707
24766,260350,200547,142888,108579,234917,168468,42585,245760,72778,15997,54.47,33.24,34.42804788215557
170325,132145,83430,214279,173869,257342,133096,15054,20482,174313,29306,44.7,28.89,29.895015324778974
15929,114977,112867,139883,23746,46286,179862,68989,92181,314,16592,42.76,29.02,30.6923500356138
69711,187411,81062,90649,101803,105774,155506,184501,223530,218320,188042,43.1,28.07,28.86873579560063
20417,194186,30105,74168,210172,129910,117137,190532,67387,234303,81305,42.79,29.32,29.48731488291049
63027,201049,3946,241524,13338,203196,135100,142074,228651,99790,40203,48.92,29.48,31.311849438634184
57578,205465,77238,168059,170802,226448,195249,236205,3212,28134,69084,51.61,33.43,34.76340591600546
208065,251907,35470,146439,31119,8113,104501,67437,128131,55743,18283,39.26,26.92,27.084293889073667
190924,72263,200284,46003,233367,35369,40309,25906,224000,6229,207926,49.07,32.39,33.865662120900986
57029,155957,85794,233935,110064,235594,182044,124624,160427,150229,127874,45.84,29.92,30.469870309939168
