n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,152266,17177,158754,3451,238241,219537,62.16,42.67,44.405229187236095
123006,67988,144384,61428,50264,261002,187996,123276,141813,219273,144082,124873,104106,167527,225711,51.07,35.37,36.2727190231432
39483,60796,166424,39746,227552,242702,137148,102219,194314,3970,176006,203747,16785,41785,198765,68.07,39.33,41.132542600147026
251002,154953,11216,78975,204492,8129,215894,226892,70629,123928,155910,188435,241213,230375,101609,51.65,39.89,40.91926460040919
187204,206598,241460,111918,103537,190873,209953,151233,116554,252731,245258,35166,230389,95818,25547,59.05,41.01,43.579189185907545
9407,35643,129730,56881,67628,253094,176171,114337,204202,164272,224192,78912,110401,132970,218491,53.78,38.45,38.643674185601675
101152,150476,91989,140011,153373,106843,153158,60918,237031,88280,178777,240053,243517,7513,224500,44.99,34.06,34.41567315023816
73317,259781,158811,175970,182338,42755,183137,225610,85561,252872,142020,237160,149934,149188,27282,59.06,41.45,42.411826789712265
187122,171838,55345,165930,218001,259017,150348,70014,74699,32619,16635,126353,223855,167446,259471,57.15,40.87,41.49305336556731
126748,23204,90198,209871,17461,107600,235168,39522,5275,77041,111972,201534,108841,228790,31173,61.49,44.62,44.54261023405082
11584,158594,161096,199657,11780,99039,188334,153714,86757,144402,230924,241665,257067,73157,132492,56.86,39.98,41.54157021644448
61853,261753,9440,81178,1896,20177,28342,157224,140398,8225,248747,51743,254654,106938,76444,54.68,38.63,40.129122084335556
160030,69041,40946,180809,11124,256871,227483,89080,82268,94423,251306,36261,235053,225891,99035,45.39,34.89,35.50053968458956
98763,120693,228036,136334,101238,168791,227234,156146,178512,146606,26888,162562,255035,246578,212733,55.59,39.9,39.659766403420036
132914,71119,113034,166275,188825,187595,62294,245481,78928,114673,256323,67694,136610,79427,143767,55.92,38.6,40.38621326383875
88842,3003,206673,108844,258855,152034,82542,5256,98701,161427,154456,165722,34935,15749,166076,74.78,46.45,47.73835394406099
164453,87149,122224,92514,178069,240474,92425,159610,185322,73118,193471,128320,5815,154501,15879,56.04,39.95,40.65690732617061
250305,177214,5571,252524,96774,65830,164618,119619,78285,155365,157667,83892,46509,95408,48561,48.16,36.09,36.713442546896744
81964,198733,96771,221207,156138,69241,78749,206386,98870,27491,202446,213137,7057,254639,149227,47.14,35.78,37.03949034969169
179236,192721,34451,81269,131074,58336,171369,210713,70615,62572,85927,49124,177750,114094,170272,68.51,45.19,47.70260647400625
182993,25433,26697,157476,84401,248813,87491,176928,218507,58840,114931,212275,224273,251839,44376,63.41,41.79,43.2507648857591
20957,88266,194529,170454,57152,231970,149003,118253,70936,58989,206309,31698,8889,138838,251024,67.6,45.62,45.8939619299268
50018,82612,211491,219206,219801,150689,48126,226421,73031,89157,211609,217041,168280,22422,211355,58.54,40.84,40.936916753572596
162354,90513,154528,33997,110434,76531,135894,208106,222815,71086,121823,90794,166246,109289,76126,62.94,43.93,44.727366184270835
110040,148984,107353,9317,241333,108335,40893,52316,1222,125135,247272,218245,230681,163226,258713,56.11,40.56,42.41228402825294
133730,113862,146504,249079,258410,243106,188025,58219,8472,195434,119713,219335,197494,173798,196087,72.15,46.14,47.777882648345305
136056,252540,75770,142569,89409,233230,59628,225845,17843,224914,154318,254532,75238,31456,212386,54.17,39.4,40.357044824990076
64103,11816,9212,236875,210489,181850,134295,242182,52027,235029,231619,235844,112692,151244,12938,65.12,46.7,48.31111545538805
3445,126103,195375,31670,45041,131907,78613,62664,173774,5202,137616,140770,108462,13958,246164,62.01,43.19,44.90605524628531
239359,160475,29776,89483,32874,66184,254801,225880,141814,125094,212743,205081,16087,92233,57882,45.87,35.32,36.00273705736385
51729,32039,140151,232688,214122,31250,44905,62772,207532,71764,241635,233212,211301,33681,215875,59.72,41.66,42.88030954213185
241369,1967,127795,164785,149656,226113,104930,13089,198309,71145,65079,70408,162028,138219,136228,65.09,41.95,42.94716886814849
110882,13362,123967,84702,203554,214833,474,224663,14374,203225,33256,12107,32670,13063,17935,55.34,37.78,40.22941380320733
126566,255509,8653,223988,186835,22577,135110,131627,128448,82810,41167,82465,18815,92088,101134,52.12,38.06,39.13510448665284
169584,102140,153777,79722,94590,69449,50090,259004,86186,112381,32441,33452,145627,914,187706,70.22,44.97,45.45351557692525
189540,99677,208481,20945,148565,46807,11262,97851,120800,158448,170464,205159,141904,99684,166900,58.68,41.64,43.06924360840101
210019,11387,163296,232400,113139,13910,97627,164480,130063,199240,184255,82561,110235,249112,181960,49.36,36.82,37.729899975781294
109652,120806,4698,64247,57317,140466,70802,182234,154639,18764,210537,111381,58835,111635,34174,56.58,40.86,41.70147652113917
230600,7364,245493,85344,98103,253968,235367,146558,207334,228157,68728,31837,121672,181024,32281,64.4,45.26,46.13669804839173
246169,213181,191765,173615,222767,232611,138983,207741,98678,174997,28476,192344,83464,147808,139453,64.41,44.34,43.8584239202635
27035,212761,154077,187847,1284,124137,37622,61858,202979,101888,11616,138203,24064,147933,26030,49.1,37.2,37.611793194665594
172807,230809,98503,46964,214812,6157,89517,220603,223425,31793,6676,221234,30171,176563,126332,46.47,35.2,36.66017103762968
219200,182543,249668,74578,151801,78481,209386,23274,9507,261159,201174,147754,134040,138675,187474,54.68,36.53,38.06246820762135
62470,27982,145348,196336,26191,244989,145049,16027,144210,84999,227913,147843,47296,217070,20273,51.68,37.49,37.75030192918667
63471,261711,47126,169337,65527,119050,161475,183530,197536,247103,103213,66295,96330,157143,103976,57.11,39.21,40.62836964127446
246091,91824,145919,109633,253313,21826,98389,131153,61673,255080,243660,108221,221145,195928,253517,68.46,44.2,45.99028600090468
42105,108860,181099,149003,198211,151997,176647,242203,135552,179715,126804,40940,168546,105133,235248,54.95,40.09,42.393736458792404
232667,39145,42620,25129,130536,196124,126746,240284,183144,135595,249218,116143,153739,188458,224947,68.03,44.75,45.93963239014773
48787,35726,70086,197146,52213,38418,153516,135166,82535,245049,60897,223213,181176,141042,249934,59.24,41.91,42.01334949910321
204350,77558,175999,184898,224210,108318,156034,223776,153242,153262,257885,70037,233153,57043,80537,62.99,44.82,44.83044966616248
6062,70279,125695,210789,100335,52592,45153,149392,94495,62606,84421,126509,202953,226440,37646,54.98,38.57,39.63131467153578
109685,259841,182859,125721,183891,157024,53937,122697,152179,218788,236389,215381,171021,146045,7279,64.67,43.61,43.9062986266592
126169,260253,188929,18972,224565,248395,104926,205288,192305,231171,251726,12018,122524,238785,60188,48.74,36.94,37.52737760144946
233567,61545,169934,188137,203773,177039,18157,251321,56982,223839,66629,63462,233353,49708,203371,62.36,43.86,44.38143370341307
67796,36039,49069,163029,184741,176984,225075,9636,235866,244783,66848,44488,226780,11802,82160,51.23,37.61,38.29694250638803
48042,110964,23844,191094,209426,22524,30924,24285,69252,218609,239534,76484,9470,93496,118582,55.54,40.11,40.29189485514158
152122,192438,177080,88248,1804,7702,87766,86892,114352,99529,127375,20438,55075,168900,153381,61.13,40.72,41.01219966484413
194607,250435,128446,102477,32879,142699,83575,31241,231565,72027,19986,174439,113393,29498,114928,57.92,42.52,43.28947167409686
232571,138276,238226,65779,25403,138330,246752,183684,98100,177845,202485,96582,198527,118072,77472,66.14,43.69,44.2718267936681
173775,177179,175627,171462,247521,211302,214263,69623,28092,197706,247581,252005,88743,176377,148385,58.35,38.54,39.66197879787639
140553,137803,29699,174819,129467,133348,92316,15603,188243,77181,177876,190813,148476,194579,47704,63.57,44.81,46.99201015921491
169301,169257,191417,165382,39201,46951,97197,233286,241167,171801,119075,32278,28368,244277,146743,58.32,41.63,41.86276818291291
37063,241384,86908,169077,188868,170285,156613,110136,145469,78791,169734,48995,119984,126451,81904,51.41,40.46,40.972434679193476
