n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
17611,74606,8271,33432,15455,64937,58915,61898,49756,27519,12302,17097.11,99.52,104.32000000000006
63944,3715,51093,56723,276,58377,34908,29984,13399,41606,4009,17088.56,729.26,1074.7999999999995
2925,3335,70964,1206,49965,28390,55327,3806,69157,29057,57394,17085.59,724.75,905.3999999999957
64987,72464,30550,45311,30260,28676,60241,37982,2816,54549,72935,17094.47,108.97,115.48000000000043
13107,24367,38848,15845,43607,65640,55326,66547,24883,39763,37245,17094.09,111.45,122.24000000000021
65452,66228,51557,4525,62944,31816,52990,54304,22676,48119,71932,16593.9,59.89,63.71999999999999
49113,11333,57535,66640,14146,21456,68280,51544,48565,64185,3876,17101.04,173.78,190.11999999999986
61514,5699,40439,75782,51589,22328,22097,65829,29745,1612,26151,17093.8,183.79,192.24000000000007
70728,71871,30431,53012,67341,45065,75732,46304,60179,35294,71826,15892.27,48.28,53.80000000000022
748,50290,67174,16940,67984,73578,26933,55848,7356,63058,47806,17118.38,426.76,484.55999999999915
74710,72666,26193,66154,54185,63560,46765,54319,45361,207,70579,11450.8,25.59,26.999999999999975
70793,43402,60050,3666,30094,23227,72188,23695,12006,72224,33461,16418.05,31.48,33.91999999999998
4254,9234,10909,2187,59375,1908,36857,32710,35211,14350,24197,17082.83,307.31,340.5199999999995
45144,38048,9111,21950,20922,33451,69124,22039,35771,38599,59598,16068.59,50.07,52.15999999999997
42205,65076,62098,14967,3097,40895,50666,45002,55170,24646,33871,14881.54,51.2,49.52000000000015
14255,33221,66861,27405,56577,2728,29540,2341,52076,19197,4630,17079.33,122.58,132.31999999999994
21001,58414,66362,55923,71395,28914,67711,59093,29254,68668,4023,17087.85,206.4,243.03999999999996
51760,75477,42106,55875,7705,39138,16473,27804,6218,40158,9270,17096.64,128.81,129.20000000000016
10019,40679,39043,20736,54548,74047,33077,17090,1111,73494,4969,17084.83,284.85,318.20000000000044
28520,74747,60404,22481,66699,4905,49541,26267,45472,12979,26969,17077.26,219.41,223.36000000000018
75154,56747,25443,64533,13687,51126,38806,66074,65509,2254,42643,17091.46,190.44,209.19999999999993
52733,36877,2371,20573,26326,42957,73838,17713,44445,56261,27922,16749.28,52.94,53.480000000000004
34935,12636,49706,71778,45069,70035,63504,69798,30754,8561,5295,17114.94,161.61,180.32000000000008
11099,17434,22242,21830,70544,27914,35128,43546,66307,33461,48248,17071.83,85.35,87.39999999999993
44413,44601,14930,38170,30826,64067,17740,72243,13667,42038,5129,17108.87,149.79,156.68000000000004
53293,9593,49837,19310,16386,44682,15032,49550,10046,74813,72125,17106.5,92.44,97.00000000000006
29322,74182,10714,34960,47827,38738,73983,70031,14983,60000,36330,17091.94,138.16,139.15999999999997
14120,5996,38762,1622,1906,12017,54202,15086,5245,24631,31409,17096.98,262.15,291.7999999999976
55183,21236,15146,59101,21939,31643,20833,13478,57029,49581,71162,17102.59,186.29,174.47999999999794
38538,72117,33214,62522,41216,13124,27212,41604,5193,3573,1377,17096.46,496.47,631.7199999999957
38738,41975,58962,51284,41062,52239,8252,8413,41595,59750,14596,16567.46,52.63,56.59999999999998
32776,28205,71160,61462,46638,33958,24015,70988,27241,40281,26111,11795.53,20.1,20.919999999999987
32293,47246,10665,36803,11719,58707,11860,75282,44418,29809,51180,16603.09,107.95,105.76000000000013
40210,5380,42892,24485,41515,39689,32223,43821,13231,71332,12064,16933.15,76.13,81.39999999999998
