n_nodes,influence,n0,n1,n2,n3,n4
5,47.6554,7,44,334,18,13
5,47.2628,7,104,334,18,20
5,46.6032,7,72,334,18,20
5,46.6032,7,72,334,18,20
5,46.6032,7,72,334,18,20
5,46.6032,7,72,334,18,20
5,46.6032,7,72,334,18,20
5,46.6032,7,72,334,18,20
5,46.0793,7,334,18,84,20
5,46.0793,7,334,18,84,20
5,45.6478,32,641,7,44,20
5,45.6478,32,641,7,44,20
5,45.3036,7,44,304,18,20
5,45.3036,7,44,304,18,20
5,45.3036,7,44,304,18,20
5,45.3036,7,44,304,18,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
5,45.1951,7,334,18,44,20
