n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,215292,140478,24675,95863,152774,15204,238473,133021,56281,9829,30.0,28.32,28.63000000000001
22530,113677,109621,18312,63088,23779,144453,111285,15495,216754,148230,32453,248368,58520,165314,164477,152829,31.01,29.11,29.17000000000001
248436,16216,151284,153496,103987,12999,255919,57955,12211,145926,225042,34910,75919,109874,37815,141737,30878,28.93,28.21,28.29000000000001
149661,80866,146868,213942,178782,47376,27015,152462,149737,167487,49249,97621,25540,143587,186675,16459,147945,30.62,28.36,28.420000000000016
15624,162269,53990,130132,178362,139387,112090,203745,82351,122054,153501,242074,118799,94786,78582,65123,208241,30.78,28.46,29.04000000000001
47124,183237,204427,63988,21457,150581,78708,137677,129791,229412,90040,191219,117659,75481,159634,256946,19189,30.52,28.31,28.920000000000005
30950,134200,109608,43243,198479,89667,39841,244651,128178,110545,10277,252187,175168,20347,200427,146296,150215,29.74,27.59,28.310000000000006
206856,229501,214526,82247,89161,182267,91797,155810,130200,152016,208900,119591,18025,220192,24535,247642,70762,32.18,29.11,29.07000000000001
124282,182725,174103,17039,15904,191669,183891,81161,169640,151505,260334,178582,215462,116822,74605,187859,101132,30.1,27.81,27.970000000000013
232532,175283,90965,5914,246585,121030,93182,44052,160148,30695,129418,15454,57201,201387,75348,33905,193557,30.55,28.2,28.560000000000006
64910,104306,102485,240337,228438,130156,21123,43611,117751,105288,144032,72833,231573,35894,214769,112858,226488,30.59,28.89,29.240000000000016
144236,72986,185177,108867,258596,94049,178971,231785,99730,251063,60490,39563,21753,46194,39661,60806,172626,29.87,28.21,28.01000000000001
61167,3162,127130,217866,154435,47800,68877,73906,1073,38188,109824,140139,96797,159858,148462,83522,249848,31.27,28.88,29.290000000000006
32896,181008,225234,135132,249095,161898,171695,177261,193930,14153,119706,235807,228322,204464,249531,229248,178408,31.72,29.36,29.020000000000014
209157,146609,102859,104351,104589,103316,27141,126228,166275,104973,16317,49967,17654,258124,54726,115507,42546,30.93,28.06,28.52000000000001
28817,89143,157477,13782,26838,61,148578,39653,140671,26598,248761,95318,160887,6684,18432,229200,54513,30.04,27.85,28.33000000000001
160974,98626,38941,166306,66127,250470,91066,157883,95463,124295,32202,30239,222543,127944,260335,256330,122156,30.03,27.78,28.580000000000013
125932,126834,81750,22514,37779,26787,196522,89819,194078,69404,125467,217279,181418,42320,135353,6054,53795,30.97,28.71,29.08000000000001
249295,249566,138479,94831,38430,180897,142389,239637,7089,198742,138440,78142,256508,168536,226315,23857,182503,30.46,27.86,28.510000000000012
221629,68449,135894,96128,238094,43789,93243,202358,58403,139615,141968,204224,131779,86419,166839,58469,160754,30.44,29.45,29.230000000000008
212732,206674,258192,198789,223511,51156,211308,62754,214521,105037,193953,210587,59438,52407,135695,129179,93208,29.61,28.33,28.45000000000001
191628,7596,259418,7323,207123,73247,123794,67941,50762,181540,158633,250744,90251,117238,211960,245634,189563,30.82,27.88,28.37000000000001
259008,91624,250347,255463,95587,21112,57792,26779,59466,123228,51565,88535,53575,126524,163595,258277,236010,29.71,27.64,28.270000000000007
159976,220315,500,125691,238341,171174,90179,209621,168593,22224,218798,173168,31432,238492,101852,205076,186513,29.71,28.97,28.630000000000013
196644,52250,125313,233048,46798,113750,206867,166682,87167,22740,209931,248031,254714,189222,103766,121414,105221,28.99,27.79,27.69000000000001
194865,248197,22261,190001,41643,44565,260338,33302,7221,39623,154877,237201,121989,211419,171929,38318,160320,30.49,28.02,28.810000000000013
216664,156203,256981,124349,172298,245751,91857,40871,143827,143729,34336,5609,3733,209546,254513,190413,170308,30.38,28.78,28.700000000000014
26941,138040,196475,244744,36503,113720,258618,228522,51067,216571,229089,55323,7338,66016,55778,76799,131376,30.13,27.9,28.260000000000005
63055,200194,153730,85456,67990,142698,109841,218679,34360,15965,238555,193966,92742,235327,120104,173663,152921,31.17,28.94,29.060000000000013
213659,237055,135465,110265,216829,240575,230206,131504,34278,139414,39802,137234,133836,4903,228800,115376,203556,30.52,28.11,28.33000000000001
48000,159528,1030,203433,209497,39269,45179,37108,124123,162293,190105,31545,145876,16188,85454,178869,135882,29.73,28.41,28.420000000000012
139126,145605,126481,205592,203552,27815,231532,146878,14895,65141,50149,72592,11062,202443,25623,133094,118535,28.73,27.4,27.86000000000001
147253,7304,199227,234359,239203,16611,116194,85357,160570,255160,132527,158895,134260,52272,181595,72662,118579,30.66,27.0,27.910000000000004
133210,139797,211645,125314,133104,246808,64921,183295,137156,229778,229632,246986,243219,68050,241902,146673,234030,31.06,28.42,28.89000000000001
247271,53107,220200,117316,35948,109218,31882,102855,115898,82832,19017,175939,63082,112286,19168,55755,175498,31.59,29.18,29.19000000000001
79371,205504,32073,235150,203668,40487,246285,187726,168678,173082,95992,37481,66350,231429,35980,253636,122614,30.56,28.13,28.350000000000012
