n_nodes,influence,n0,n1,n2,n3,n4
5,996.9000,867,394,366,504,317
5,996.9000,867,394,366,504,317
5,996.9000,867,394,366,504,317
5,996.9000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,576,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.2000,867,394,366,504,317
5,996.0000,867,394,366,504,317
5,996.0000,867,394,366,504,317
5,996.0000,867,394,366,504,317
5,996.0000,867,394,366,504,317
