n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
59429,97101,252259,98400,33116,50624,184763,11476,22330,14.85,14.21,14.070000000000004
35872,64865,212668,261915,132739,54892,105043,168261,7941,16.41,15.28,14.920000000000005
120359,127769,118785,102361,129756,150241,50392,235232,217716,16.68,14.87,15.460000000000006
105561,23479,127165,61389,198973,5240,183805,69931,136361,15.51,14.48,14.780000000000003
106866,124340,236470,238854,99372,190317,29813,173791,67726,16.9,14.93,15.130000000000004
25471,259942,213446,16538,101284,162573,217456,98882,28240,15.6,14.89,14.680000000000005
173236,15218,88719,61451,181220,22558,130437,236818,170320,15.74,16.0,15.340000000000005
135478,236290,54504,152446,211915,37260,159047,16875,141483,14.3,13.74,13.700000000000006
248001,9821,128101,183977,50817,38851,247999,225525,151771,16.54,15.52,15.470000000000006
119606,191087,153188,230938,116689,74882,146098,93505,224143,16.15,15.43,15.160000000000004
230182,111704,35383,41497,200355,157630,25589,139410,180926,15.55,15.19,15.110000000000003
82257,184063,93593,249036,168796,221116,129664,132021,163574,16.2,14.93,15.150000000000006
51812,80947,39363,93254,138600,74541,133638,172243,18722,15.06,14.57,14.730000000000006
211844,236773,224584,133016,239354,183840,142851,57659,90230,17.14,15.5,15.440000000000007
63933,238001,3123,77517,89976,57616,69951,8822,110992,16.13,15.47,15.400000000000007
66787,98808,78211,218710,184915,233692,109292,45940,172344,16.13,15.31,15.350000000000005
103878,30477,43563,244460,173846,223375,255549,6719,52902,16.71,16.07,15.420000000000005
255085,200926,42120,78654,30535,3464,208776,200356,99733,15.85,15.25,15.470000000000006
89604,219256,44605,149192,114191,237275,60743,36448,107505,14.92,15.02,14.880000000000004
147848,116930,106733,109566,21008,154274,18343,75692,187916,15.77,15.19,15.210000000000004
24932,8921,22349,173857,27924,200351,136562,138224,94414,16.42,15.7,15.560000000000004
40280,211733,245487,132362,127988,185644,38937,256919,158451,15.11,15.26,14.600000000000005
16508,49723,4441,239236,36802,89336,101274,172545,150384,16.36,15.28,15.420000000000007
31653,194970,78488,92129,85310,252959,95956,770,169304,16.81,15.56,15.470000000000006
219068,130814,55071,15903,229422,161811,8682,231448,253011,16.07,14.83,14.650000000000004
227777,199066,211945,259643,214024,152045,45081,46608,88479,16.62,15.2,15.510000000000005
254245,112992,115742,31706,21850,52549,158702,58715,130340,15.87,15.52,15.570000000000004
212697,124043,207148,40506,99899,31987,28432,152236,188995,17.09,15.53,15.500000000000004
118669,169847,33148,188572,115207,134868,190191,23705,187561,15.04,14.26,14.470000000000004
243407,123547,147812,103219,214030,94583,119363,59118,13350,15.74,15.21,15.310000000000006
51775,12825,116974,29201,28359,55368,190091,1206,185682,16.19,15.09,15.310000000000006
157455,160305,237647,5929,171759,95446,217386,113356,138380,15.94,14.54,15.020000000000005
24467,256548,253699,196337,198084,157339,131749,214767,184856,16.6,14.95,15.410000000000005
149153,52606,131472,60144,84963,137819,100692,195022,136260,17.21,14.88,15.430000000000005
169678,51426,1752,75905,160738,77721,238249,20938,194849,15.67,15.43,15.230000000000004
84156,243159,237767,257354,105613,58633,165764,77704,20872,15.59,14.73,14.730000000000006
143481,109964,256063,195094,96797,211492,246788,194187,222948,13.75,13.48,13.580000000000004
84103,135338,79212,163869,217908,250885,93551,205330,234689,15.5,14.38,14.770000000000007
77549,170756,221699,28651,51312,127195,96985,99246,251286,15.55,14.28,14.440000000000005
153346,222050,240820,81786,53804,76151,104077,160703,100525,16.46,14.89,15.360000000000005
220892,240901,179395,137273,245379,181045,190849,93267,215199,15.56,14.84,15.180000000000007
177214,158580,153389,94944,176447,112066,51348,128435,215663,16.63,15.46,15.360000000000005
