n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,66369,27446,17090.83,313.65,312.6799999999986
52521,3970,60179,63884,59392,51180,64878,75120,25196,52780,11739,16766.61,76.81,74.04000000000012
63582,30694,2620,34965,68180,53433,62170,49686,14906,33863,12735,17088.38,355.08,381.67999999999967
8269,50642,49441,14120,7609,44359,30725,11279,65218,67739,27252,16596.3,76.71,77.27999999999994
18630,8437,70741,4910,64050,25408,19425,59803,58344,37441,73049,10087.87,21.01,21.71999999999998
46752,55852,17691,20748,12794,69705,41128,46796,64832,66010,25906,17087.13,75.23,82.07999999999994
40473,19681,46627,69300,37270,66819,9361,66508,71425,28829,45115,17089.37,201.5,219.1999999999999
31966,1561,38758,44988,28808,34975,4411,55496,33393,49404,39105,17100.13,307.1,355.76000000000016
54646,22970,51939,15238,21781,3359,26451,21060,39327,15267,1732,17093.31,151.43,159.1600000000004
49866,44802,22302,74596,57095,30371,18224,53752,73924,58465,53366,17089.09,89.79,84.96000000000014
54783,10504,9171,37846,12466,4460,11174,13962,68281,69112,47207,17104.16,219.31,233.40000000000003
20140,66181,63994,19468,8254,24861,2220,18401,44668,50637,75192,17092.55,67.17,67.71999999999997
15826,39244,46064,42655,47978,385,65407,27535,7951,4341,22540,17091.66,738.38,976.7199999999978
23304,44239,56496,57871,15853,10925,26274,29357,65170,62021,20253,15564.57,86.91,92.59999999999982
49949,15993,14216,59334,16574,57603,67434,11852,61773,73906,51609,16924.45,105.89,107.64000000000011
47291,59681,29559,6675,25887,6412,58487,14600,14179,27684,603,17101.01,131.32,143.1600000000001
2964,47723,56678,69190,12233,65874,74576,26303,65736,30072,42481,17112.41,68.23,67.39999999999998
68909,50346,68130,25713,876,37952,38860,10469,42078,52806,29316,17092.69,329.06,386.7600000000006
38852,10436,71740,54982,48398,42051,67669,39606,46775,38774,14325,16751.42,88.46,81.40000000000009
25656,63597,48492,49623,40893,26902,38075,52038,50262,68636,46633,14703.69,51.0,66.43999999999981
47472,56033,25674,64217,69328,66495,10745,35238,21423,8995,65305,17097.1,59.91,63.52000000000002
35505,55015,15340,35906,38226,35926,66091,35206,36350,53975,32052,10602.37,21.81,22.999999999999986
47364,32214,32507,66154,60022,32754,30701,68845,25609,48226,65096,12135.76,23.63,25.839999999999986
13860,14631,50848,11039,22375,74284,56043,5916,17931,2895,25066,17087.8,484.27,573.4399999999978
34686,11409,12508,60645,60258,36993,74201,12150,16559,46867,8647,17080.71,143.22,143.51999999999992
41932,5073,11004,17997,48005,9827,30242,4857,41850,29141,38875,17094.84,229.17,233.55999999999977
46857,42833,8665,68164,14941,45619,56958,20937,20589,33412,51025,16579.24,47.65,51.919999999999966
19498,56521,8536,13077,70053,29177,10766,38424,23158,44165,26073,17081.68,355.17,357.1599999999995
14288,6668,7494,72856,23289,22378,73331,42829,38719,31752,65588,14713.1,39.77,34.879999999999995
62769,14543,73772,10875,18021,17387,29542,42839,28578,53454,22793,17110.88,140.31,147.19999999999973
22146,17698,57726,7975,58767,37662,54373,57222,75804,48764,73922,16909.18,67.06,70.15999999999997
64176,48044,69204,24571,40477,34879,62373,16762,36290,65528,66398,16935.36,69.98,70.72
69948,67090,37898,28507,74516,69010,51204,17666,64062,62370,16287,16922.38,72.08,71.2399999999999
38168,51652,4201,4581,48691,66401,38808,45487,49163,3623,18772,17088.03,185.43,201.0000000000002
1897,10447,24202,58840,16699,55774,73937,75851,14161,48852,65846,17085.03,315.19,354.3999999999999
5190,48328,46941,13930,41916,13385,62476,22248,30902,62498,47865,17097.18,374.83,394.75999999999533
75548,45387,48725,56299,49140,5056,18441,41042,7988,4253,30489,17088.84,156.47,159.12000000000015
66836,47250,63385,48027,62390,73596,22692,39548,18283,34925,2980,15563.83,35.73,38.79999999999996
57787,37724,34183,59545,38857,37956,52833,65170,58606,11677,65436,16908.76,52.28,54.43999999999997
57512,44698,17801,75810,14176,47365,59825,47413,61607,75095,50282,13690.68,32.25,33.15999999999996
26633,71647,68588,22772,19150,66090,4521,11598,71853,40815,28528,16909.14,70.36,67.72000000000014
19312,52531,33216,25860,15161,1829,4796,58078,27765,41472,41195,17109.56,279.74,297.5200000000003
3657,719,2177,16796,75483,39637,40710,1447,5792,27972,43131,17069.96,764.99,984.48
41515,12251,54329,30738,59,12562,67669,66974,26548,63115,55260,17107.22,873.61,1155.0399999999981
14665,55721,66400,19367,9770,19125,45380,57182,6532,33162,53713,17099.01,204.42,210.20000000000033
26101,3639,37318,8422,63996,41297,21139,29562,7235,52019,40537,17093.89,453.83,498.9600000000001
34486,40337,68460,36270,2826,53221,27321,27653,24769,14667,64794,16252.07,43.2,50.76000000000008
20433,41220,31310,10793,57000,45337,66328,72020,65309,60700,47811,12301.03,18.85,18.759999999999998
17934,21715,61458,12683,28992,67994,44147,21194,72780,31449,28948,17095.45,153.35,158.7600000000006
55791,26341,44273,16830,73836,34943,9450,58265,42375,74894,18479,17087.54,273.21,308.44000000000005
31014,52131,2778,41289,52319,46618,40678,15532,15480,50614,58541,17085.64,390.16,448.5600000000002
53908,1388,63890,44304,71820,26258,2142,1993,65597,41799,48827,17087.26,388.24,463.11999999999944
63443,13536,22972,14941,7156,58302,36172,10666,71762,3697,25989,17091.41,159.84,174.20000000000013
32552,9781,7846,43953,45174,50421,41022,63862,20739,64312,36020,16571.78,74.63,71.96000000000002
7744,62587,61328,32276,70909,7578,67363,66616,52563,58821,68572,16246.58,74.43,72.92000000000007
62141,20945,15421,75196,66886,22445,43204,38455,74250,71601,52297,15558.88,38.67,35.15999999999997
15144,58543,72655,23946,39060,20877,46799,46284,69339,7316,52453,17092.8,189.26,195.7200000000001
36089,9248,32327,72340,61836,57451,37358,24889,62517,71813,8658,16917.31,89.38,86.52000000000021
8263,38305,8945,23783,51752,13277,71708,16226,23855,24152,63619,17087.62,190.23,218.1599999999996
42283,74517,31137,25315,57408,32752,49725,3880,68142,45651,39959,16923.59,88.02,86.48000000000005
15638,69081,67693,64363,75035,5175,12381,58137,48253,33380,43061,16598.02,64.93,73.95999999999994
13923,13800,25335,63768,55630,74401,58993,13170,17061,3635,46193,17095.88,306.55,325.2399999999978
16530,51086,58723,43639,68169,55595,14500,49808,61617,54782,16547,16766.24,92.98,95.40000000000016
9726,23845,30867,58180,26360,36191,73487,19624,27768,68374,158,17096.56,711.57,1038.7200000000012
43726,47857,11330,21612,66217,41860,73664,54621,39354,17873,28786,13170.69,62.98,61.760000000000225
49358,1690,14061,20182,28981,8474,20902,19234,64801,37795,71240,17091.91,94.34,91.00000000000013
50762,11546,57707,37877,9794,50416,57896,65123,57097,43859,63455,17091.82,194.11,205.87999999999988
30680,40604,5776,75870,13318,2715,73364,47466,55751,1644,33838,17106.55,227.21,250.56000000000014
48516,5382,23122,8520,71478,63757,6870,66015,2250,6892,13159,17101.56,307.13,321.36000000000035
41803,17997,32746,47389,46518,65973,70642,47034,10814,31617,24759,17097.01,88.27,93.32000000000009
66711,31309,36811,12827,54947,3937,25149,3009,14778,53457,41457,17090.64,555.47,644.7999999999986
19437,65545,35125,29653,7587,42963,46640,67149,49888,69180,21475,17106.64,99.53,100.92000000000002
42066,39823,20941,2706,35461,2085,69185,5754,38717,72519,18445,17097.15,973.46,1180.8000000000002
39439,71194,27158,3553,18319,5589,67998,17200,46299,35823,58214,17103.78,449.04,536.2799999999999
34148,45394,39612,17771,47679,59935,58298,30025,68468,71560,41890,17093.65,78.22,82.68
11209,69659,33801,74872,160,37689,44901,66185,15353,35837,1984,17100.3,857.67,1240.119999999998
