n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,253104,199158,192632,97821,83725,201887,5738,71486,79.25,54.95,56.18313674284583
128146,210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,147696,145126,183375,211058,191073,69604,173775,210597,159920,78.39,54.98,56.6522364584252
179749,23097,221323,111332,87970,259584,24414,94932,209789,107464,210968,65663,116709,183401,24583,198067,51684,183696,166440,208774,76332,75.76,53.0,54.09655902047099
25572,249396,11975,154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,238422,50783,134912,150964,168970,254288,182953,233939,84.21,57.23,59.31263367004156
211158,132039,255950,240200,7450,166062,94732,64197,157744,112640,79776,93684,154443,31348,23511,131113,230707,177895,137694,52199,30624,82.21,57.45,59.271012201805995
159438,173733,70224,81862,188482,51438,99564,126810,58389,36203,156589,55020,218629,226895,229634,183035,136876,3282,49478,203963,44339,95.32,62.29,63.35399363450607
4471,169865,87270,146209,237092,175991,162598,162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,14109,48588,110857,155695,88.16,60.06,60.566390734346506
195641,261705,104271,25160,257156,115671,64306,211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,217909,99619,208692,77.97,54.49,56.9542574280621
20046,135446,111783,123451,79550,184987,214049,107233,246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,45122,4860,73.11,51.23,52.6514666084732
5733,141018,32373,65834,154511,210181,94646,49167,67190,131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,110557,160478,74.29,52.19,53.454713003410724
127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,87.36,57.94,60.75725119479576
241979,162383,98577,182046,158081,69678,83915,169370,104407,255594,127925,191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,88.26,58.3,59.741052160723164
252878,14969,47861,7893,159897,202787,149361,29397,178807,188352,97230,94899,257583,246006,130401,223737,154599,16324,240982,50497,40471,71.49,51.23,51.54755071193297
248352,70583,160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,122919,60834,26255,97232,94888,252172,38000,178496,163995,81.31,55.91,58.14919171127207
63795,159011,83447,37821,9877,164628,175153,25512,187153,27638,11865,169232,125272,121297,189817,235820,18087,164940,8086,183860,144553,86.38,60.52,61.706792942445766
33294,161642,218277,242269,21900,42220,162036,165459,238917,69516,237955,219783,234171,171515,118484,130991,181875,5317,207443,167103,35932,85.18,59.28,59.53666710390347
214499,247307,49491,238229,244873,115575,125609,204078,115206,117198,146431,72458,125155,186772,151865,16690,217953,209767,76483,256396,95274,77.7,54.82,55.91423408803015
74991,94409,246329,8878,21936,131702,224940,72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,187114,22450,65424,214006,75.96,52.55,53.101979897144844
158510,167397,62508,140378,195420,8575,193736,45427,88180,97121,8379,13648,249533,260319,193946,200591,196930,248983,54835,183680,113517,71.64,54.15,54.591787115917924
90040,232032,20341,41322,191763,177162,29893,104766,143425,35571,121648,194778,129638,167615,19708,33567,19391,91855,136384,256507,7989,89.14,58.82,60.534824083167734
48674,137736,185620,39400,48157,73847,193723,39584,132991,149012,222840,101792,208844,58479,247746,58090,182338,147864,187489,238703,32991,82.27,56.83,56.390788925734114
109872,181103,42777,198519,82968,260420,63002,147066,150041,1248,206154,211048,149137,101367,49321,199291,85265,224117,99898,137965,115590,78.57,57.18,56.46264625477673
2536,104205,221477,261494,139143,144456,222831,173559,35720,187792,61261,169120,142586,211093,194741,97576,71276,174734,48535,254956,39166,83.25,58.72,59.74275981173906
43025,180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,15526,30039,170621,186396,141630,26252,176614,96368,156138,8436,85.28,59.92,61.70408227923832
15696,142280,58926,206152,106651,59133,200184,148191,180271,241769,249321,76938,24304,123482,20263,189831,150314,226550,15416,44200,234289,94.68,60.94,61.18767293465533
