n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
5305,2471,6468,791,1186,8779,1542,5991,9548,111.07,24.62,25.729443137682594
950,8313,3517,614,1408,7104,6851,1144,3943,141.85,29.99,30.215453741452066
1486,9028,6955,968,9264,2028,3657,9551,1013,103.15,27.54,26.743228820369758
9455,9593,6499,812,3622,763,9120,2181,4744,107.2,23.11,23.520984295666963
6867,2363,8858,1929,9353,5054,9179,2961,1688,95.76,24.44,23.336955280490375
9528,9358,3078,6101,1596,8974,1028,9246,976,111.0,23.89,25.296149847165246
3374,8133,8711,7005,5146,7628,9593,7424,5924,104.62,18.67,19.59082625391532
4911,4070,2945,3999,1341,9411,4919,8604,8111,101.29,22.19,22.210184020298446
5627,7353,4717,9977,1199,1934,8387,6850,2702,94.81,23.14,23.339753014562234
5604,2490,8011,6909,642,1271,9143,9388,5140,131.31,26.81,26.329439086406236
5572,5737,9738,8137,9501,7474,1126,1533,4422,79.83,22.45,22.51571523588848
7767,1064,994,5072,9469,7301,4662,6320,5685,91.27,25.42,23.370870916520005
369,7564,5823,2753,1918,8088,965,3575,4709,138.81,28.66,29.188760984747784
2119,4056,6519,6405,8134,1320,2725,7359,6580,110.01,26.68,25.9035843451462
9002,4552,2243,7053,9014,4561,6804,5878,6233,77.07,20.92,20.80775311680104
3780,2472,1359,2887,2478,3800,3822,197,7945,145.17,28.16,27.37120511081421
9652,2987,4304,4619,67,2386,6864,8758,6049,186.85,36.97,36.11913239891614
9991,9278,5220,2056,8445,884,7481,9163,6428,110.78,20.79,21.429782917851714
6521,6536,6457,1696,7889,6560,1019,3122,1103,105.37,28.87,27.366030116220124
3420,7219,2659,1801,5571,9842,861,1677,3,242.6,54.25,53.3924367735045
9286,2478,8791,1662,5957,417,1152,3407,6164,110.18,28.13,27.687396428891642
2433,4132,5691,9867,5966,7768,2012,1889,7996,75.16,19.39,20.799929971186348
7634,7870,7927,5109,1407,2361,1674,5613,4337,82.11,22.74,22.574100366974918
7841,2645,8459,378,3362,8654,5926,2401,8899,107.87,24.4,23.944906221624002
443,8652,4883,1491,4278,8493,6008,2736,5827,88.52,22.9,22.742224841786125
3650,8725,8873,8236,5401,3654,3197,3922,6564,83.61,20.29,20.27671268503226
3714,3275,8480,8073,5825,474,457,4577,7737,136.3,25.37,25.18913938370034
4246,3172,9914,5640,7327,5726,5974,1319,3612,73.64,21.66,22.502760069875354
1673,3716,7701,3222,5533,3348,7907,9998,31,218.58,48.15,47.6225965891953
7855,5636,1389,1964,6365,3265,7832,2924,7109,99.59,23.41,24.01145084090034
5447,1421,6485,7588,6576,1391,2602,2785,2081,94.0,23.44,23.97700288369875
451,2476,9679,7624,2394,9762,7771,5741,2554,94.02,21.96,22.204496161785006
8989,8983,2146,350,233,1683,8627,2281,7107,173.86,39.95,40.65883215359287
3191,3457,458,4126,3486,4799,8211,3940,9608,95.98,24.52,25.695743030944676
5341,4249,8918,6865,2147,997,5796,7506,9557,101.9,20.23,20.33683102678836
8466,6891,8219,2142,8713,2487,8577,8364,306,141.18,27.88,27.074494948845548
7211,3000,9970,64,2454,2823,2319,7757,1971,174.82,40.08,40.97959883053613
9117,1011,5340,8492,8695,9100,7905,1738,9179,88.41,20.62,21.287275509037443
930,4071,3134,4537,691,1601,8318,7408,9203,134.41,33.85,34.10569517255166
456,1038,7262,5334,8282,9930,8391,3267,4541,107.56,27.85,26.752430892856577
7411,8325,8737,7832,8319,4057,8572,4253,9167,99.16,17.97,18.369564494617915
3319,7332,2246,6826,1992,6428,7243,5177,1188,120.91,22.94,22.446391793640984
3942,7017,1198,3484,4960,2004,2530,5999,2342,87.25,21.32,21.844719538722973
4146,2248,7663,3597,1542,6525,7983,2667,3665,74.87,22.01,22.34810614518668
2645,7070,8447,6616,5556,6902,3207,5842,5218,87.22,21.33,21.725993527326764
1510,5995,319,5537,9077,7514,7216,296,6297,132.48,28.57,28.51539705949657
5431,8477,4840,8392,1053,1848,3744,1716,1377,134.64,28.23,28.49973115370573
4351,4455,648,2974,4430,2122,6918,4237,6651,112.05,23.15,25.30229833182085
2447,8791,8434,9348,8103,5358,1465,4572,942,111.74,24.78,25.03116883558073
3003,6968,1186,4406,275,1451,4268,1372,9964,121.4,29.45,28.798972389617802
3643,1091,4332,1993,7434,189,5556,9061,6844,134.1,29.87,29.21032478456706
4388,2117,707,8632,3906,1793,2645,4290,825,140.61,28.6,28.60504782688387
2967,3305,5111,4997,8701,3372,4750,7302,8193,86.67,19.94,19.92434738034586
2914,4432,5685,297,4103,605,251,302,8284,180.28,37.53,37.301562743173115
9028,3104,8425,7778,4025,7324,1741,7080,8110,90.99,22.04,21.714978121879202
8944,6440,8301,5042,3525,3761,5614,3254,2289,90.79,21.57,21.238723153728703
6630,5694,891,2126,233,1158,4187,7057,2674,134.02,31.44,32.43231276862941
907,1384,6240,8289,4619,9810,3968,4801,741,96.78,24.31,24.139345810769598
7527,3036,2581,4407,7304,59,4312,5966,5389,165.13,35.14,35.20063675474899
8963,5300,4005,564,5071,3569,5842,2997,17,258.32,49.04,51.40119101957718
5494,6252,1374,7776,4569,8237,3292,4066,8269,78.06,21.66,21.551441804656573
81,1488,4328,1470,2357,6545,9614,682,6454,194.76,35.29,36.3743549390089
368,4909,4984,3814,1384,9594,8670,2543,9774,132.94,33.79,33.313350220573014
6381,5343,8096,2448,4655,2371,717,8404,7032,83.46,24.52,23.450951928660313
8282,2282,8581,8263,9313,263,9569,3767,1394,89.47,25.36,24.14660678260604
510,685,2180,5909,1718,6170,7395,9150,831,95.91,25.7,26.248827620979014
308,8707,4006,8016,4321,54,7486,1148,8240,189.22,40.33,40.17665983183455
8768,1506,8617,1082,7763,4131,1219,4350,3846,94.9,25.48,25.721481018150843
3362,3780,7542,8092,6267,1257,7848,4707,765,126.69,24.16,24.003167849507978
3248,1269,9825,2415,5435,4160,4987,9302,2186,87.37,22.77,22.799085539351527
204,7903,993,7959,4403,1630,3566,8021,4765,121.48,28.2,26.80643607192733
8462,4678,7613,7633,7640,1941,8996,3264,5106,106.08,20.72,20.82905466576811
1406,7748,286,4744,7519,1252,8300,7363,4401,100.12,23.94,24.124215716288347
6338,3437,3452,1222,9526,1479,2322,8586,4289,122.61,26.36,24.844495403838202
5890,2172,9885,8335,4580,1846,5983,3790,8157,99.94,23.14,23.19375048834568
7964,6456,406,2606,58,8055,7385,6642,4947,299.91,65.91,65.8632557317646
2305,6818,5635,6162,5178,1980,5428,28,5317,136.27,30.06,29.607985889500405
5542,6525,1966,3207,192,4748,4148,6098,1064,117.21,29.61,30.861193814857607
6437,6392,9653,1251,5909,7013,4508,790,4597,82.85,21.47,22.3220009354839
1666,845,4679,2439,4084,4353,7147,8371,5170,101.08,25.57,25.57628501299771
3110,6116,7008,475,6554,9079,8998,3333,1320,139.73,26.31,25.86164911678457
810,6731,7386,2270,4689,7955,802,9012,2085,117.01,27.26,26.569466112415785
2797,7736,6797,5630,4616,4878,4190,4262,6655,103.52,20.18,20.89878898077491
3910,4928,7916,9131,6461,1961,2741,2648,1231,94.23,22.14,22.00780015895351
3405,8201,8144,9017,3604,7421,5453,7372,7002,88.53,21.43,19.538378989448436
2287,8974,3152,3999,1486,2862,5602,9107,1492,105.09,26.87,26.735086235467236
5231,3917,6034,4232,9332,3311,329,6763,6272,106.2,24.35,25.80174043134919
6781,8587,3440,6174,4427,5541,1016,8161,4546,80.9,20.54,20.376606805130102
9409,5900,2062,8247,8670,3538,1517,4440,4070,93.32,22.56,22.885078481070295
6300,6549,7304,7075,5112,357,2084,528,6966,144.21,35.99,34.299348131288795
7754,9620,8025,2,1198,6414,8648,7670,7355,266.53,49.16,49.88003471736955
4070,1786,3666,2529,2491,8558,1784,7492,1392,83.27,24.0,23.51695925039605
9035,647,22,2058,3810,9328,615,4977,2096,184.54,31.84,32.581026970930466
4125,8654,7166,1837,1629,1152,4920,8592,9550,83.34,21.97,22.325327336400466
3140,6358,4274,3663,9847,18,171,8806,4940,262.4,49.69,48.79856440215326
7547,4564,5183,3970,7787,8622,3846,8962,4047,82.74,21.95,21.268636218446655
479,6747,5036,906,356,3180,8164,6881,1328,135.56,31.25,31.58238036162726
4214,3732,6952,6065,3715,8076,558,5538,6890,76.0,21.02,21.080574379066807
5936,6493,3245,110,4785,8271,1104,3362,8121,192.13,44.93,46.13309280575726
3283,5107,3177,3781,7620,3628,4342,4832,1785,86.37,22.31,23.05108543207283
