n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
6917,3155,6209,3445,331,2121,4188,3980,3317,2018.35,359.76,463.5199999999994
6420,6798,2484,3904,2933,4779,1789,4134,1140,1976.26,37.95,37.47999999999996
2308,1144,6191,776,5065,6548,2052,4362,5776,2019.51,621.16,941.6799999999992
6637,4930,1203,2540,809,5978,604,6967,5603,1996.86,91.44,89.43999999999963
2704,3867,4585,824,2898,3556,2590,5004,5246,2016.01,164.59,173.44000000000008
1675,4526,3907,3626,7088,4270,2133,510,6594,2014.96,355.26,462.43999999999977
4494,115,764,5895,6882,3267,5818,6757,6431,2017.41,175.34,198.95999999999992
5473,5122,9,5012,4043,6783,7107,2729,1998,2016.53,251.86,301.9600000000003
5982,2664,5764,515,1565,4649,1816,1954,6581,2012.92,156.11,166.28000000000011
1167,6579,4448,3669,747,659,2621,4161,4008,2014.38,355.87,456.95999999999935
893,2469,4515,2384,5788,1022,4484,2725,6672,2015.74,286.06,337.1999999999997
4426,1664,6548,4941,4482,4813,2356,3645,750,2013.46,167.16,177.96000000000004
4884,6536,3153,2597,4715,1983,2378,1506,1551,2016.53,314.7,377.1600000000012
6729,1529,270,5019,5379,2130,3903,565,735,2015.85,421.68,538.9599999999998
5560,6206,1066,1225,316,6901,657,5728,6794,2013.56,250.3,278.80000000000035
4428,5599,3205,6863,5777,4297,2257,4274,6648,1993.96,62.13,65.79999999999995
1929,6958,1762,5566,4831,6760,3435,4748,2254,2019.85,159.16,171.8400000000003
3691,4035,5408,5252,5736,6498,2927,674,2656,2013.9,178.54,212.95999999999987
5019,944,3984,4809,5162,2746,6922,1559,1990,2013.67,140.03,160.84000000000017
132,5992,2220,959,5778,1806,3047,6509,1396,2010.96,796.57,1295.0000000000011
2724,3490,6683,509,824,6415,1198,7006,5715,2014.63,457.44,621.8399999999995
1792,370,6693,4701,5195,4376,4932,5575,606,2014.71,97.0,101.36000000000011
218,1019,5201,1544,4967,6800,4718,980,3204,2014.89,671.91,1059.2399999999996
749,3032,6830,950,298,4960,177,1594,1515,2009.09,156.51,164.48000000000027
5882,1014,3925,1725,5956,6559,500,5565,186,2014.35,348.42,407.1599999999999
4458,3486,5083,831,6847,2129,573,1809,589,2011.62,101.66,111.4
5299,2466,2869,3572,1477,500,4125,3826,322,2013.36,567.74,821.3599999999994
4886,826,5728,3205,1633,2131,2937,5993,3852,1974.96,123.88,130.91999999999985
6867,4667,1387,5715,5510,1666,6286,475,6460,2019.54,279.59,314.08
5539,1296,6925,1326,2804,4337,2053,960,4888,2011.61,266.76,277.52000000000027
3623,5452,1432,108,3863,5581,3357,4662,4166,1957.63,59.26,56.31999999999998
2551,5316,2925,3183,6862,5387,2055,1256,4592,1996.05,80.94,83.79999999999967
5659,101,3751,6074,647,2751,6054,374,4459,2014.43,165.2,175.60000000000008
2300,1104,1967,6243,3947,2885,4998,2358,5516,2014.97,258.08,327.0399999999998
2942,4835,5191,6994,5087,1084,5862,2541,3178,2016.23,305.55,380.27999999999963
6131,3394,6790,5331,661,12,4870,1575,5722,2013.29,191.39,212.20000000000005
2739,1311,1961,1827,5221,3671,3101,5819,5519,2014.57,251.56,295.84000000000003
4654,3394,258,3295,5749,4648,3426,6325,5424,2017.18,116.83,125.48000000000009
5808,383,1357,3648,523,2123,5746,1291,3656,1913.53,43.1,52.160000000000025
4321,3991,4599,4947,6188,0,318,4051,2670,1794.96,43.57,49.840000000000074
2556,6862,3824,408,6627,6739,6655,3400,1540,2025.5,810.08,1221.680000000004
4493,5186,683,6860,5943,1069,120,3291,5558,2014.92,180.17,214.75999999999988
3420,2590,27,1749,117,5876,6182,19,6739,2013.72,141.21,149.4000000000001
5535,4328,5014,801,1560,974,4983,5318,1626,2016.43,238.42,276.4800000000003
2477,2293,5640,1492,820,3896,6995,3249,5141,1131.1,18.3,18.519999999999985
666,178,2250,3710,6552,6490,948,7056,2101,2014.77,455.23,577.7999999999995
1092,5354,4266,6695,5331,5283,2843,942,1265,2015.87,318.14,383.0400000000002
2280,6973,152,346,333,1685,5578,2127,4574,2013.95,205.41,225.92000000000036
2578,3005,4648,6958,344,6933,6136,5745,4977,1937.89,27.78,29.240000000000002
5368,4050,5835,5276,3757,5244,3567,3051,4406,1114.65,26.01,26.800000000000054
1460,1702,3076,4809,2384,72,1134,1237,2223,2014.08,264.48,327.39999999999975
2731,2764,6468,3008,5885,767,2770,6384,5083,1938.81,45.07,46.759999999999955
292,337,2208,1342,1224,4779,2371,2956,3234,2012.42,201.9,226.68000000000006
4493,1062,2403,941,3916,5984,1963,395,2522,2015.57,122.38,127.60000000000005
1471,7020,4284,5969,580,2479,3302,6844,2691,2013.45,271.01,324.56
2451,3397,890,814,4594,3941,3883,2761,6888,2013.99,67.57,58.92
6536,6654,2815,1018,3924,950,5731,4077,3494,2017.58,493.27,651.4399999999997
309,2473,2744,6019,5628,1275,1364,5134,4624,2014.63,289.11,329.6399999999999
3076,6603,5233,712,539,6617,693,1622,6142,2014.92,303.6,356.76000000000033
1810,500,3152,64,803,3226,4558,4251,2374,2018.19,991.1,1719.5200000000054
3674,4002,6457,4791,5852,5564,1779,3465,685,2012.81,110.99,123.15999999999963
3017,1803,2137,4794,6366,1364,3532,1572,2936,2013.34,135.4,125.31999999999994
942,523,6733,7074,6986,5750,226,4307,3699,2014.16,368.0,461.96000000000026
6163,5545,1652,974,4072,3260,2101,1697,5251,2018.32,376.65,413.3200000000004
344,6532,1768,5107,1198,857,1621,3755,3096,2013.92,175.99,189.24000000000026
2962,4476,6774,1239,858,4884,3996,1215,4619,2017.76,265.19,291.8000000000002
3325,5229,5569,3467,4269,4058,5564,2641,6828,2014.53,102.86,108.4
