n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,840,548,96,374,192.09,43.06,46.79999999999997
596,59,931,519,219,38,88,444,428,71,246,188.89,37.51,39.680000000000014
92,564,434,60,846,579,126,970,228,645,642,181.49,28.6,30.200000000000003
596,970,63,590,599,406,50,999,226,47,570,179.21,39.36,40.51999999999999
879,136,296,429,147,553,120,584,315,573,835,176.43,25.69,27.0
698,185,105,595,584,654,192,381,99,560,729,173.23,36.42,37.28
64,577,61,633,210,508,696,544,437,795,321,164.97,38.16,37.19999999999999
476,599,945,464,370,306,254,813,184,715,798,168.83,30.34,30.039999999999992
249,83,588,307,537,506,896,351,746,459,294,164.02,31.88,31.36
623,74,120,524,428,168,775,350,155,955,500,180.44,37.02,38.99999999999999
431,40,985,684,79,782,571,586,808,896,837,174.91,33.36,33.84
321,348,711,358,608,508,593,816,467,70,860,162.52,30.73,32.999999999999986
95,967,276,485,713,680,66,62,748,718,317,168.96,35.78,38.479999999999976
662,591,697,841,456,291,733,395,908,684,355,155.04,29.36,29.639999999999993
23,963,472,363,172,625,119,505,60,223,786,184.25,40.25,39.2
294,132,756,253,407,400,938,892,508,82,170,184.95,42.06,45.439999999999976
459,411,562,284,904,140,838,440,884,563,285,174.51,27.31,28.560000000000002
723,425,367,699,905,389,980,236,154,84,180,170.36,40.01,40.839999999999996
154,237,674,238,12,496,851,603,186,269,288,193.07,42.76,44.31999999999998
4,149,429,547,378,624,579,326,975,128,707,196.08,49.9,52.39999999999999
879,527,973,632,670,692,757,55,467,921,891,163.84,24.94,25.840000000000007
798,974,895,696,817,572,401,407,408,403,106,170.7,30.85,31.879999999999992
493,649,410,63,195,68,213,451,166,112,348,176.54,38.19,38.720000000000006
615,53,104,0,580,154,549,103,971,372,628,192.66,55.99,60.03999999999998
26,72,895,212,628,385,152,649,258,978,355,166.02,40.67,41.239999999999995
616,372,485,125,118,869,499,477,491,495,319,159.11,28.34,29.600000000000005
87,147,104,767,350,758,271,490,848,708,165,172.96,32.39,33.51999999999999
528,23,210,973,974,540,370,150,706,556,936,176.91,34.97,37.2
27,776,540,305,658,884,93,712,865,267,530,190.48,44.75,48.55999999999999
375,930,171,364,790,228,545,554,797,514,337,169.08,32.06,32.839999999999996
651,228,627,830,807,776,873,199,825,245,837,170.82,27.49,28.560000000000002
410,757,822,232,204,530,504,364,748,29,28,192.32,42.53,47.27999999999997
809,286,483,265,198,709,619,979,352,457,827,170.47,33.29,33.72
959,740,357,977,997,373,82,225,104,232,481,166.91,35.47,33.99999999999999
201,345,209,494,639,921,624,860,1,490,931,165.75,30.93,31.559999999999995
668,352,818,658,86,854,676,122,931,397,801,167.88,34.18,32.28
728,768,204,489,910,182,444,808,651,340,88,169.91,31.23,33.08
820,968,994,739,405,474,411,761,969,86,742,157.74,28.9,28.71999999999999
