n_nodes,influence,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9
10,160.1700,177,7,296,939,783,562,819,254,411,60
10,159.4900,177,7,296,939,783,562,819,411,60,254
10,159.4900,177,7,296,939,783,562,819,411,60,254
10,159.4900,177,7,296,939,783,562,819,411,60,254
10,159.4900,177,7,296,939,783,562,819,411,60,254
10,159.4900,177,7,296,939,783,562,819,411,60,254
10,158.8500,177,7,296,939,783,562,819,254,411,60
10,158.7400,177,7,296,939,783,562,819,254,411,60
10,158.7400,177,7,296,939,783,562,819,254,411,60
10,158.7400,177,7,296,939,783,562,819,254,411,60
10,158.7400,177,7,296,939,783,562,819,254,411,60
10,157.9400,177,7,296,939,783,562,819,411,60,254
10,157.0800,7,549,296,939,783,562,819,254,411,60
10,157.0800,7,549,296,939,783,562,819,254,411,60
10,157.0800,7,549,296,939,783,562,819,254,411,60
10,157.0800,7,549,296,939,783,562,819,254,411,60
