n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,29.79,18.64,19.439999999999998
215292,140478,24675,95863,152774,15204,238473,29.73,18.9,19.08
133021,56281,9829,22530,113677,109621,18312,27.59,19.65,19.919999999999995
63088,23779,144453,111285,15495,216754,148230,28.65,19.83,20.039999999999996
32453,248368,58520,165314,164477,152829,248436,28.32,18.3,18.319999999999997
16216,151284,153496,103987,12999,255919,57955,30.63,19.74,19.759999999999994
12211,145926,225042,34910,75919,109874,37815,27.19,17.9,19.959999999999997
141737,30878,149661,80866,146868,213942,178782,34.15,20.48,20.279999999999998
47376,27015,152462,149737,167487,49249,97621,26.91,18.39,19.52
25540,143587,186675,16459,147945,15624,162269,29.44,17.69,18.319999999999997
53990,130132,178362,139387,112090,203745,82351,27.88,19.36,19.599999999999994
122054,153501,242074,118799,94786,78582,65123,34.09,20.33,20.2
208241,47124,183237,204427,63988,21457,150581,28.09,18.45,19.36
78708,137677,129791,229412,90040,191219,117659,29.72,19.19,19.679999999999996
75481,159634,256946,19189,30950,134200,109608,28.38,19.23,20.079999999999995
43243,198479,89667,39841,244651,128178,110545,27.03,19.62,19.799999999999997
10277,252187,175168,20347,200427,146296,150215,27.24,17.64,17.759999999999998
206856,229501,214526,82247,89161,182267,91797,30.29,19.37,19.68
155810,130200,152016,208900,119591,18025,220192,27.12,19.39,19.96
24535,247642,70762,124282,182725,174103,17039,31.44,18.93,19.4
15904,191669,183891,81161,169640,151505,260334,33.0,20.28,20.039999999999996
178582,215462,116822,74605,187859,101132,232532,28.21,17.52,17.88
175283,90965,5914,246585,121030,93182,44052,27.54,17.58,18.36
160148,30695,129418,15454,57201,201387,75348,32.34,20.16,20.24
33905,193557,64910,104306,102485,240337,228438,28.51,20.47,19.919999999999998
130156,21123,43611,117751,105288,144032,72833,29.46,18.9,20.119999999999997
231573,35894,214769,112858,226488,144236,72986,33.41,19.92,20.279999999999994
185177,108867,258596,94049,178971,231785,99730,27.43,19.42,19.72
251063,60490,39563,21753,46194,39661,60806,26.47,17.37,17.399999999999995
172626,61167,3162,127130,217866,154435,47800,31.62,19.58,20.239999999999995
68877,73906,1073,38188,109824,140139,96797,31.38,20.07,20.359999999999996
159858,148462,83522,249848,32896,181008,225234,29.42,18.75,20.04
135132,249095,161898,171695,177261,193930,14153,30.45,19.15,19.679999999999996
119706,235807,228322,204464,249531,229248,178408,31.0,19.83,19.919999999999995
209157,146609,102859,104351,104589,103316,27141,24.92,17.74,18.359999999999996
126228,166275,104973,16317,49967,17654,258124,31.89,19.37,20.119999999999997
54726,115507,42546,28817,89143,157477,13782,27.15,17.58,18.119999999999997
26838,61,148578,39653,140671,26598,248761,28.64,19.28,20.08
95318,160887,6684,18432,229200,54513,160974,34.15,19.39,19.639999999999993
98626,38941,166306,66127,250470,91066,157883,32.39,18.92,19.279999999999994
95463,124295,32202,30239,222543,127944,260335,31.09,19.75,20.199999999999996
256330,122156,125932,126834,81750,22514,37779,31.38,19.78,19.479999999999997
26787,196522,89819,194078,69404,125467,217279,29.08,19.58,20.08
181418,42320,135353,6054,53795,249295,249566,28.32,18.78,19.519999999999996
138479,94831,38430,180897,142389,239637,7089,27.13,19.4,20.239999999999995
198742,138440,78142,256508,168536,226315,23857,28.1,18.55,18.479999999999997
182503,221629,68449,135894,96128,238094,43789,31.54,19.5,20.4
93243,202358,58403,139615,141968,204224,131779,28.22,18.78,19.799999999999994
