n_nodes,influence,n0,n1,n2,n3,n4
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
5,987.3500,930,536,808,433,607
