n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
7070,6955,463,750,695,2957,6844,1385,6029,1649.58,84.95,93.10000000000012
6627,5486,6994,2524,2060,4963,1738,4970,292,845.64,14.52,15.620000000000008
4761,5580,1297,3528,5230,3223,6583,5922,7047,1637.38,52.79,56.18000000000005
4170,3047,4457,3644,4112,2197,294,224,2982,1323.76,24.18,24.60999999999999
3808,2608,3113,3470,4306,1347,4591,1453,1934,1655.96,77.76,80.81000000000004
1889,195,1447,2663,1422,1119,4179,4179,2946,1269.96,22.34,25.289999999999996
4208,5525,4586,1489,3650,6527,3396,6016,4303,1654.95,93.64,101.87999999999994
6249,2983,6469,4861,2898,2964,7036,3651,1320,819.45,17.34,17.92000000000001
6176,3275,5858,6050,3779,5365,4344,2047,4014,1506.94,32.44,34.72
2286,4080,4102,4222,6811,6522,2899,5420,3724,1524.25,45.32,43.36999999999993
3776,2873,4650,5946,4567,5929,3740,3986,5397,916.92,18.76,17.209999999999997
1817,2659,6673,5730,6840,1360,5049,2196,6332,914.69,16.67,16.959999999999994
3930,2535,2484,6547,5785,6808,4130,4605,4241,1657.06,126.42,137.44000000000008
4156,5336,5044,4816,3331,2554,5987,1702,4005,782.34,16.39,16.29000000000001
4193,3003,5605,5105,617,6424,6720,2797,5946,1602.7,50.61,51.14000000000004
68,6676,1567,6101,869,481,4705,5348,400,1388.37,24.05,23.82
2237,4847,1856,5590,870,6179,4279,1118,6995,1649.72,134.55,147.9700000000001
2177,2005,6756,1724,494,3464,5873,6221,261,1160.0,23.82,24.19000000000005
465,2968,2950,1408,2043,5511,192,679,943,1588.76,52.3,49.80000000000001
552,207,334,5975,173,3056,2094,1046,6662,1646.04,149.03,156.92000000000007
1287,6019,1505,4285,5664,15,3158,4828,353,1655.85,179.05,193.54999999999995
6505,2030,1240,297,34,2819,5040,5142,6082,1654.41,134.06,135.11999999999995
6124,926,2343,2762,4003,252,2526,3675,4517,1650.47,58.1,58.37000000000001
6274,4957,6061,374,2162,6190,3291,7065,5092,1639.49,47.34,50.39000000000005
5778,1257,3873,1847,765,5413,5631,2591,6868,1551.09,47.22,39.48000000000004
835,198,3668,6458,1044,4245,4791,6398,3219,1640.37,83.84,85.95000000000002
3988,4217,2686,1178,2793,2122,2144,4964,3438,1656.62,89.07,93.05000000000011
5351,147,5730,4570,1151,5493,465,2072,274,1648.3,84.47,90.70000000000007
1078,1320,1398,785,3714,5202,1897,4163,5800,1655.3,347.32,440.0700000000007
257,2021,1904,5848,3642,602,2054,658,4843,1652.41,71.24,71.58000000000001
1869,5113,6484,6555,5111,5812,2947,2102,5607,1487.45,28.45,29.410000000000025
3465,2283,4310,6149,39,1237,290,3151,3348,1207.47,21.08,22.389999999999993
1312,910,4194,5929,719,1973,834,817,162,1618.73,53.79,49.179999999999914
1488,6148,1896,861,1780,200,4265,5484,3804,568.17,12.05,11.76
