n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,843,44345,65900,60780,10592,43781,72649,5360,49678,22205,59247,55389,10332.47,169.14,176.31000000000023
20598,22076,31196,6728,14542,17357,66357,8300,50287,13326,38165,26864,29399,55280,11496,34961,27510,10320.63,95.79,91.58999999999983
51975,36855,44782,5661,26146,690,53895,7181,49652,64449,18237,3077,31029,55669,14686,507,15890,10322.15,143.23,150.72000000000017
75851,25909,26614,43282,1081,10944,17456,70748,2289,65641,11119,75101,65108,70462,25975,55064,9020,10330.73,119.22,123.16999999999987
52184,25187,12244,19052,22617,5400,7100,35388,72752,19569,35168,75403,4487,15903,52739,31036,21199,10337.49,93.55,90.59999999999943
66179,5640,47965,68427,74086,11369,45507,14413,47915,59152,27529,52713,26053,75292,2407,49668,43084,10228.43,54.02,54.470000000000034
80,56829,14641,27974,29059,58197,35341,42560,11641,40259,37340,13509,67830,7230,3328,49988,73457,10322.52,112.24,116.66000000000003
56182,65186,45361,32540,74190,8687,55706,30271,12553,52547,66830,48885,73461,48412,18236,38049,22421,9903.46,45.26,47.899999999999984
33936,3850,6619,22643,34466,21523,15763,19440,1556,6399,7983,59039,27341,50971,38566,1939,46469,10319.61,215.5,220.1400000000001
37356,18434,63034,73653,36402,17996,11349,72870,38798,15457,8597,55040,59165,18680,73652,50200,22161,10317.73,135.7,138.81000000000006
35934,64806,45727,13005,6351,36287,69315,16822,22718,11045,21263,29151,1705,26593,23049,62080,59860,10320.9,74.35,79.90999999999995
73301,71500,50893,10904,22681,71908,63184,34398,70179,8727,3771,57114,71349,40469,68615,69073,70401,9722.73,41.98,44.19
8595,75218,71060,39363,8430,29398,18016,13527,13057,64443,59445,7922,64253,6940,3827,48908,31934,10328.25,122.53,126.92000000000006
60115,30291,48657,75127,65001,31864,4718,11092,6148,53708,53303,9039,10582,24784,4470,23765,11064,10329.16,275.04,289.9199999999998
8503,3914,46503,61635,71698,70198,62210,3404,9871,43755,11088,42136,1123,60797,58871,19474,50605,10314.1,193.88,195.49999999999955
62683,18075,13924,45713,30319,59176,16960,25187,28987,14257,14497,6911,15740,9782,10820,48814,13581,9804.03,37.16,41.86000000000005
3074,61277,68421,26303,48429,10634,30953,717,33602,67872,25868,2029,57574,33195,2914,13533,68084,10326.4,302.98,319.78999999999945
54677,7576,32930,62334,41300,28927,7682,36068,17331,39341,5097,24469,46326,52850,950,39679,12375,10328.88,122.4,125.68999999999956
3862,41638,57582,32398,54601,42172,64448,73844,45474,52309,56371,27385,10296,36226,39437,60522,61159,10324.69,114.01,116.81999999999952
74506,59756,57662,50465,24423,43185,52712,7717,42601,12035,22356,41617,71287,3521,24715,27668,47789,10227.41,67.84,67.72999999999996
18047,11261,44282,58599,50444,27686,71033,43957,9943,2506,72412,55289,61682,29799,42426,67389,65843,10317.82,87.84,92.69000000000008
12988,60717,419,37310,69927,26885,9361,29326,1415,41241,5507,11991,19544,43064,21403,12589,66796,10332.14,189.26,199.19000000000028
52923,51833,51041,66349,17674,66679,46846,47054,35379,26474,42001,50468,74358,23911,23349,74812,22484,8168.63,33.85,33.47000000000001
1238,40110,2637,36505,62755,68490,55984,12286,35757,37349,18836,67755,59176,62758,30416,23473,43391,10014.94,79.55,85.44000000000015
19224,45567,6664,71488,36514,45131,3437,75833,24432,70485,12657,59435,17635,44660,27628,71189,17611,10329.33,58.95,61.70000000000001
55414,28387,67549,26583,74528,55456,1312,72732,6470,46510,65038,48768,7982,48809,52238,60765,57328,10333.38,102.36,106.82999999999988
24999,72873,12943,21765,11126,46482,34104,32390,61547,68881,24423,69620,1578,70755,43970,29223,22715,10349.45,65.52,67.62000000000003
3683,7404,26260,44407,37161,17008,43286,39013,51851,4726,10011,53190,32162,59510,60856,5494,41205,10337.49,108.68,107.18000000000004
22685,18851,75293,26170,68577,49994,65768,19934,49708,4333,52010,18370,37426,54540,63152,23708,12394,10012.23,53.33,56.799999999999955
67154,65315,68210,34209,33254,48996,45463,70372,1827,25909,7687,69286,60745,40827,13534,27029,1977,10347.51,214.29,227.46000000000018
25955,60903,16168,33386,40688,38714,29556,1516,23354,54348,35632,48511,45642,42352,73342,21033,72467,10329.59,121.07,121.91999999999997
3837,17446,27510,11674,6146,27610,2538,33863,57498,46931,46268,73087,9893,12308,53504,55868,23117,10326.25,124.63,135.09000000000006
7749,31756,75028,20361,66614,75108,55289,47722,25201,45715,67554,67588,53573,4472,21128,71518,41024,10339.17,74.35,75.31000000000002
36276,59942,38083,37703,57170,69816,55551,13611,7465,47043,29200,54108,34028,47829,59251,49076,8532,10218.56,51.56,52.30000000000007
53454,66643,23975,8374,15490,42274,55458,64815,2506,40503,57079,10328,51132,33920,25578,61732,22138,10317.85,103.87,107.96000000000012
3888,31731,38283,1037,67993,15576,75652,762,26335,57747,13378,49890,66348,35923,24414,9689,69052,10333.88,228.46,243.12999999999963
