n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,13.1,12.74,12.52242825266597
536,4961,107,6860,3843,2124,4512,1919,1570,18.51,15.78,14.881440135691998
5874,3852,4431,6852,4502,3902,3253,5235,7053,11.67,10.01,10.410156336098662
1233,1899,5200,1242,7111,4285,3194,6072,124,10.86,10.31,10.38101153802112
5500,6367,524,1305,6211,4842,350,2467,6390,24.6,19.22,18.768557770483323
254,6746,7090,2207,3872,4872,5888,3175,5850,10.49,9.82,10.002682784545074
6456,3497,3235,5964,6561,4726,3642,1098,2994,11.44,10.2,10.353736731445792
798,293,1113,4054,1777,2113,5505,3573,6381,13.96,12.05,11.750933775517463
5133,7006,2466,3450,4155,6827,3161,4702,2874,10.04,9.67,9.824563882374887
4375,4792,3338,4786,1903,2758,5586,234,7015,13.26,11.97,11.88941906094597
2291,4962,5499,5698,1336,5723,7050,2673,4438,11.73,10.44,10.656513186396559
4685,4662,852,5847,5369,1729,5185,6812,4698,12.39,12.07,11.729663207955912
2187,2334,1019,519,3948,6995,5232,3960,725,11.38,10.82,10.654607333250818
2818,6558,545,3362,1235,164,2407,3499,6297,10.69,10.66,10.462881054272454
3401,974,362,4956,5034,6239,368,3094,5885,14.43,13.42,13.249311923289781
4803,2711,4512,2286,4140,1932,295,2536,59,18.96,15.32,15.584318137882537
630,885,4913,4387,257,1616,3341,2388,5000,21.85,16.57,17.042126346888935
2157,1279,5650,347,7108,2783,2570,2950,1133,11.35,10.74,10.874517241912326
7059,3094,3086,3771,4260,3163,5274,7101,4879,12.43,11.54,11.511211790604984
5578,4581,840,5080,6647,4153,2222,3532,5196,12.52,11.23,11.519012744069734
5900,5862,1946,2466,3583,2115,4269,2482,4492,10.79,10.32,10.277835600065906
2776,93,6458,3401,4751,2579,164,3084,5044,10.03,10.06,10.275893371285
4826,5178,1091,492,5189,5139,2723,3819,2891,16.66,14.48,14.297315043684058
5564,2888,4987,5791,2284,6045,4010,181,4828,11.35,10.67,10.630438944046603
496,5537,174,3024,2057,5144,3738,2446,4855,11.96,10.63,10.643340577999457
4927,2621,1453,2981,1517,2561,6210,3024,6912,10.53,10.62,10.683728837849788
4879,2163,2460,6449,3089,859,6326,6660,220,24.93,20.4,19.418448576904957
4663,5601,6022,1076,2539,4096,1823,5355,6584,11.82,10.87,10.974150041973473
2206,1955,2685,1535,5554,3565,5321,5718,794,23.9,17.45,18.434160202236395
834,4921,2637,2734,5529,6828,1838,3591,6633,10.65,10.02,10.138743698100038
7008,1386,654,2758,6079,5326,1786,4656,3695,18.67,17.54,18.127894239590344
2216,1843,6447,990,277,4338,1563,2581,6609,24.47,18.68,19.296956281923052
6850,6868,4709,1503,7075,2282,2786,6612,6782,11.63,10.24,10.355676299208286
5258,700,6604,5073,2828,4829,1062,3451,2391,19.99,15.19,15.513599025395457
4246,6503,6962,2221,3806,2837,5195,3415,2378,13.58,11.61,11.765701214305903
3438,4655,3354,291,3385,1277,1634,38,3910,26.25,21.67,20.97626717815011
6820,5100,4179,3558,4578,5875,1819,264,6107,19.4,16.29,16.57940008209836
3741,6854,6171,5431,6127,4251,2367,4455,2794,10.22,9.93,10.099123901552975
1863,7057,557,7028,4822,2351,983,6637,2003,12.21,11.77,11.898754604529675
369,287,6577,5682,4196,1625,3521,4726,404,23.54,19.25,19.57450407454725
107,3940,6105,989,1407,4122,2456,1958,5430,17.75,14.42,14.337976157548468
162,4300,4399,3389,436,5014,930,2796,1027,10.83,10.8,10.816118558018246
2068,7058,4431,3909,6648,6408,502,2882,1808,23.84,18.37,18.72625808881412
1616,1001,4379,6691,976,1403,1961,6485,2242,11.33,10.23,10.262624998149434
6603,1052,6746,61,3993,5149,4676,7066,3279,38.98,28.18,28.097197502404292
409,6197,2223,2033,2200,5063,4319,4257,3465,21.34,18.28,17.9908038476026
417,3873,2646,6361,6713,14,7020,449,6350,9.59,9.72,9.606452713858843
1039,378,1020,408,560,3955,270,6999,5838,71.56,48.62,50.376054417619265
705,4222,4113,4014,2587,1286,2577,587,2877,14.97,13.04,12.844497944215382
3160,5299,3191,4805,2491,2955,2170,1565,2693,10.65,9.64,9.941702830456299
3511,1013,1045,4550,28,5865,5923,3114,6515,10.6,10.67,10.17193967294493
654,4642,1462,351,3057,3775,4951,5327,6411,19.58,17.02,17.127128462985947
4434,3115,5215,6563,355,5103,3535,434,3050,10.94,10.58,10.586878816285298
5140,4064,6226,5757,2580,3444,5686,3426,3775,9.43,9.19,9.348331283816833
146,2007,1791,4389,2212,5694,4832,586,6579,15.67,11.63,12.37574987168918
3480,1838,3488,1067,230,2667,3065,4579,6479,27.33,20.56,21.121973485425737
2147,994,3802,5657,1008,6661,5992,5425,6961,12.16,11.93,11.98063757563365
4343,6491,3083,5468,889,6010,2608,4619,4357,16.16,13.2,13.485832818814725
844,6648,4814,5870,40,3879,1175,1933,6343,18.07,14.44,14.891383984629625
3184,363,4318,752,4622,813,5400,3078,1467,20.13,16.56,16.860842294702906
6712,192,2797,6893,6982,993,208,6913,942,22.6,18.98,19.050662173025394
5517,3947,6850,5704,2330,4743,2452,6543,727,9.83,9.2,9.26514535875391
297,6286,4617,4188,4333,5858,1952,874,4542,12.38,11.05,10.857996144016035
6135,818,4532,500,4506,2656,4620,1478,6783,19.8,18.2,17.876279909633418
633,1983,1472,5291,2047,3720,5046,5735,6173,11.87,11.08,10.810174536279762
3225,2071,3010,4910,3249,2869,4559,3426,682,20.51,15.76,15.535941286946878
3074,4098,1927,3381,6910,6122,1315,3401,5659,10.27,9.82,9.900196348918016
4656,6194,4749,5520,4236,5616,3962,1279,5267,9.89,9.87,9.77496051496212
3285,1223,1331,785,4079,6128,3960,5723,4237,15.44,13.8,14.627752980848749
3629,4804,5889,7029,1524,1116,2190,6160,1631,14.19,12.36,12.76320276456288
1200,4797,4223,2579,1903,6975,5661,4407,6385,19.53,18.02,18.505840670139595
2423,5499,5778,7006,3384,4876,6993,4788,4789,10.89,10.21,10.131497424700362
2188,1782,2516,189,2196,3927,6587,3135,1643,27.69,24.07,23.921076108395198
1411,4668,2952,1956,2638,3953,6342,7076,1176,12.86,11.64,12.04149856543074
3427,5714,3928,5746,4907,1685,3834,4755,6837,9.63,9.39,9.47788189486892
6730,5344,4563,227,3942,5904,592,7017,3278,14.12,13.2,13.377750352027347
6415,6009,375,3828,1880,1923,5310,5879,6367,19.39,15.25,15.762094195227183
5532,567,1780,6994,2082,1983,1553,6355,2118,11.53,10.79,10.732896247709213
1126,1533,5094,5773,5530,7033,301,2089,1390,12.0,10.36,10.579022337555426
7086,368,2567,1501,3467,745,5971,6544,703,12.85,11.69,11.306461028768176
966,758,2164,6831,2390,295,2921,3705,4753,13.97,12.85,12.736993561815463
6013,5533,2757,56,240,2742,2715,3573,3110,15.55,13.27,13.024752972059234
3980,638,1721,5278,4793,6081,4013,3202,1027,17.53,15.67,15.757889487132637
4459,2611,976,2250,624,5451,3543,921,3591,10.33,9.72,9.625529167792436
4321,2055,793,4322,5740,3065,5557,6327,3018,14.53,12.3,12.446165674047784
6203,3689,2421,5430,5536,5488,5358,6603,6695,17.24,13.56,13.412090214477136
2175,877,6178,2773,5511,4637,4392,4306,928,28.9,24.64,24.843805177027967
5463,4045,4167,2884,487,5882,2411,5558,5962,12.29,10.51,10.373197276869323
4639,6080,1490,5290,5289,5981,5168,1225,1467,11.62,11.17,11.326326419839155
3037,5368,3721,1008,886,4585,1158,2715,5283,21.53,18.04,18.209199245523067
5902,5321,4894,3441,4545,2462,5304,1531,3749,12.84,11.11,11.310253874015011
3951,2559,6407,1444,5779,561,879,5864,1484,11.28,11.53,11.331793383943793
6180,4536,4449,4717,6059,3210,2942,818,2177,14.58,13.7,14.223411360430037
2218,3140,438,1118,344,3921,4134,2222,2025,19.38,17.1,16.767000497594022
5697,6298,4216,2900,2726,3304,3671,4435,6628,12.69,11.39,11.448759545263973
6321,567,2890,4079,6937,918,1241,2215,4834,12.14,11.46,11.347927943848996
816,5582,923,4623,6381,5957,918,1514,5719,20.59,16.87,17.33723978662305
1549,4645,3413,5489,6089,3204,6682,6133,1052,36.0,29.49,29.55866693327859
4848,4979,1199,7041,3263,6538,1586,4462,4322,16.66,14.06,14.182163754324897
