n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
61878,79507,27044,189062,103824,125535,40625,23619,17436,5194,105274,144022,240636,75858,209833,259529,200582,75.08,51.67,52.144275586070314
15426,58177,136403,140687,94436,72530,204405,45262,216759,27835,68608,56203,247191,243132,6721,217296,167952,64.5,45.87,46.76215887851769
211459,68224,209832,71237,50707,43206,81225,75927,164357,227363,191861,251900,224040,222436,230700,97620,22732,64.15,46.2,46.525964941959344
221456,158820,88448,176082,101694,132632,65240,46606,64834,124148,73399,23421,247615,244996,214403,226881,246993,64.07,45.87,46.615109558308184
143560,220322,78707,1890,238254,76530,150042,184787,231294,81726,222309,200594,133266,51150,108513,111078,157001,76.29,50.09,51.06823628529799
75550,112995,118324,42289,61138,79983,68067,213016,209031,11334,21253,12143,121286,164194,261481,73513,136019,65.33,45.37,46.407943398853725
140147,169868,123532,183731,89874,38027,261430,176627,51268,17416,108211,239476,53128,166466,165849,115645,72431,63.98,45.87,47.25070203993651
48156,93278,114274,195806,154342,84061,166312,146415,52091,237060,84812,26471,220050,16150,185640,59996,72739,80.13,50.23,50.3691417320574
200582,152620,161331,225994,62237,32019,86787,244994,46540,76264,120329,6730,11222,93607,182790,21655,234862,74.89,49.58,50.89377344897755
252831,250278,74890,192643,177003,251623,85753,4767,84622,75758,84325,253232,40084,203224,170897,107591,225803,66.81,48.33,48.30922838090805
247282,227935,162663,178269,214414,20383,76915,161934,50178,234378,116429,76544,35766,65548,100043,156974,252133,77.89,51.33,52.25395640350904
41655,86850,150232,2463,95243,11743,119219,44450,95732,205454,210855,95085,261406,76109,149803,25454,115166,71.88,47.73,49.820851486041654
257359,54325,111136,240262,54504,29784,15555,16307,14488,193231,44215,156115,177426,254441,39227,158994,10719,67.35,46.12,46.84090713523237
143190,128625,152742,65289,84261,261524,9325,32053,218851,138737,76783,202844,261332,107301,170816,258908,52497,69.06,46.44,47.07810725968621
125242,52893,63402,115032,107642,128958,9665,57425,110420,116261,65165,169721,233124,112154,217854,56549,130699,69.27,46.83,48.818478803505215
49207,8296,9648,66687,66423,63540,137803,54543,202457,60677,109349,227989,68599,37146,85200,13441,233576,57.97,40.72,42.88507689334289
243278,82448,148201,30633,259672,149345,105634,252380,236179,171171,171435,228300,207318,188049,195225,10617,129574,71.11,50.08,50.23253652099272
101573,24355,112750,55291,243774,229063,150026,235867,247500,242372,43373,88234,77648,172204,123529,209585,236112,62.76,44.22,45.46096391350848
168425,82585,213601,110097,138418,56423,171634,210081,179820,210004,70332,88743,241906,102808,250682,130125,19498,84.98,52.05,54.00738182275985
225079,254564,73421,252123,164589,175204,50137,11676,103494,235659,162410,33458,201017,253895,70632,174899,224477,68.32,47.15,48.88018890037671
15855,228086,43847,180316,166511,121785,149213,123780,195689,105834,243133,102352,57289,209194,858,55363,241791,54.16,39.13,39.82311532615405
41089,3436,159910,229749,67459,30379,103752,212303,201790,205250,99899,230130,58283,144338,13998,230347,249288,63.96,45.98,46.41340824109709
52866,42441,176024,159456,86676,214546,233766,147422,202787,205609,123603,239923,137994,115249,6918,20706,8960,72.21,45.96,46.558638499075556
182302,155841,29600,128144,147011,226681,67358,159416,202929,36375,10846,95045,20890,201216,230443,137097,237249,53.65,39.03,40.40235053780948
2765,77840,219595,90941,216940,19591,22319,251623,142443,118953,99918,53831,206408,256001,81571,101877,61263,79.55,53.66,54.500902130160085
198891,127572,224257,253304,104872,24935,20236,30002,240059,162781,209283,232087,95913,134342,262035,113758,109023,69.78,45.54,47.261723455384086
224878,186445,203577,116454,17542,164781,231034,246603,51341,166969,79247,243728,219268,125482,110746,30978,209282,65.28,48.51,49.09997399273213
146352,43876,97413,229189,42682,46229,185263,39139,85604,129566,225397,88758,67793,142046,255265,236997,1279,82.56,53.03,54.64617561333348
186256,44225,1458,169896,81740,31707,142854,29055,127534,206102,187586,157547,126943,137968,19840,136502,64340,53.65,41.69,41.94466134210645
107787,222185,76926,93530,60085,200977,47294,258422,226479,164285,443,177401,13872,159785,237931,82122,142628,71.43,44.55,46.31342510379595
239282,238328,122428,205115,238920,148986,80124,245559,227416,132818,206267,115540,160694,161863,115884,102709,36875,71.72,48.62,49.97525589292941
65980,202124,156523,94943,258446,173562,89140,34931,113613,21642,158759,37732,177048,212080,163084,46574,74807,56.4,40.82,42.53164745336302
236431,246290,97514,51770,150990,208114,91865,176938,162746,231535,24501,20201,105525,169261,245416,237052,47100,63.82,46.52,47.19592027905412
86415,171508,97489,85635,45776,78795,231547,6074,158274,5269,137346,248877,197798,217520,23254,210004,94114,81.0,51.39,52.88842356078315
211615,213095,249910,25794,41540,47815,153136,258745,129824,173279,150435,260182,245867,20158,199295,242668,253879,75.8,49.81,50.33829953946892
258573,30624,45094,170801,125601,177051,232345,195350,58241,161970,206222,217910,173084,79394,223549,243222,180291,73.57,47.21,48.86726197751531
106459,230958,157033,62241,235110,128407,184441,57965,81179,96368,60389,195473,85620,140830,164311,138873,261213,69.35,44.33,45.96777004629559
118458,235672,210462,104914,132719,105030,254151,214300,82084,74388,114895,107889,154175,3455,65872,48206,235242,79.27,52.64,53.98969242243507
141609,120202,181741,147098,161155,216531,95499,105957,249316,101881,163375,7319,40908,134035,17751,120113,255273,68.2,44.62,45.95874391682691
252984,258950,165301,241163,91069,158283,208729,81851,238617,23944,198066,67607,126734,58238,167756,243333,125002,75.29,49.27,49.81360606919673
233980,158237,203926,17376,38987,242221,62481,18108,78437,34771,248493,12290,42813,104309,207209,152515,178440,63.22,46.02,46.96810574555471
162705,143428,186917,251473,141163,68769,4856,137459,64326,41292,196950,25365,53867,8322,248838,82973,21481,64.41,43.03,44.83909060547974
31921,70943,16058,230350,260189,168647,75774,159838,233368,165544,184020,45173,191712,39111,171751,108779,249721,85.8,53.89,55.10629717801137
34077,230288,185904,188595,21314,146789,95501,181865,681,189715,230828,144796,40837,131740,107982,40422,56375,66.76,46.23,47.13618295246302
221337,78149,126927,133062,17773,98558,44049,42838,229319,233218,67127,134961,102583,140863,178819,79392,225862,73.96,47.87,48.62509280586655
105020,86093,44633,101398,16232,110909,257020,7353,73033,229809,177265,4980,79691,251682,206953,39980,22497,56.73,42.43,43.66433856270547
41071,30399,222452,159735,215848,4030,60822,60627,145103,2257,124964,238818,188361,139523,48521,232120,216397,74.38,48.72,50.00517617425441
118569,261210,191810,185193,227949,241494,179193,245661,182808,99472,88140,222169,45239,218564,139020,153938,49271,71.23,47.41,48.214831292166245
28091,124494,162331,236736,239006,93529,79992,243914,169567,218061,235185,108373,157312,193483,9758,215142,165661,77.93,49.85,52.106753227912435
55574,67022,151774,224910,210312,173526,154935,80580,205608,234788,125169,163854,218563,88905,211633,218673,21839,86.26,55.02,57.06110976581368
233733,61875,234145,82846,231542,27147,172579,255741,183167,10024,158513,84501,138174,124818,258852,250397,92552,54.44,41.89,42.35930376034831
243349,21367,46435,187042,11313,130570,136086,143037,216834,156728,186386,65503,10215,52651,177198,18702,88183,64.77,46.62,47.97992724095514
204888,157736,238147,36130,182638,80885,30613,133052,256512,232981,216710,216239,133510,219909,236,18741,221212,73.35,51.11,51.279400033084954
59278,163410,71885,163120,250206,4788,233468,192158,255181,8990,2754,125326,182892,37975,55873,94328,65329,66.05,42.21,43.77653593175948
233350,193573,196186,90430,213887,257572,78152,224894,101832,165724,158546,105546,8923,45315,108081,129419,255560,84.77,52.23,53.935764626056766
16756,197667,133858,226160,133412,78321,146761,181071,74154,206788,54416,184697,184386,114662,84369,45840,56284,63.66,45.99,46.121345161427676
4704,125464,232523,114613,244274,254736,72337,86861,198124,238168,106722,249011,164500,243188,220701,107364,84202,73.34,48.15,48.57140682123749
196682,162559,55093,67105,73306,133987,22705,7885,105654,69093,159619,75273,177129,239731,168167,34708,160674,71.78,45.95,46.59660776523199
198778,81992,22739,245165,258565,205060,43513,162582,24151,183768,55470,244946,244596,66479,175310,56654,233453,52.87,39.84,39.72318729701033
168329,130873,200363,29890,169212,89259,2085,119439,149441,259603,53407,43638,24513,64005,136072,221052,24988,74.92,45.96,46.520894896424046
29885,209070,254645,82863,77752,227868,148701,152548,173182,39521,237769,195628,19847,173461,221980,260455,46994,62.96,44.23,45.684326852879245
235689,188293,195804,7135,198162,200977,210038,47469,177366,54043,68924,9137,155625,85044,165510,86020,192924,71.56,47.96,49.158026868772716
257667,201861,159070,221192,95494,258549,259551,42560,45055,198030,56353,12979,250632,14011,249413,42089,179337,89.88,58.03,59.59824678738821
246340,256542,243480,15069,176476,236863,68655,184633,241467,175132,175736,221019,129463,27325,221999,52318,209127,74.68,49.46,51.56118301032257
